canonical_entity,canonical_entity_id,source_sheet,source_row,canonical_is_number,manufacturer_count,licence_count
FMCS_IS_COVERAGE,,,134,STD-15961,15,15
FMCS_IS_COVERAGE,,,135,STD-15965,13,13
FMCS_IS_COVERAGE,,,136,STD-15997,2,2
FMCS_IS_COVERAGE,,,137,STD-16011,1,1
FMCS_IS_COVERAGE,,,138,STD-16014,1,1
FMCS_IS_COVERAGE,,,139,STD-16090,2,2
FMCS_IS_COVERAGE,,,140,STD-16098,1,1
FMCS_IS_COVERAGE,,,141,STD-16113,1,1
FMCS_IS_COVERAGE,,,142,STD-16127,1,1
FMCS_IS_COVERAGE,,,143,STD-16192,2,2
FMCS_IS_COVERAGE,,,144,STD-16192,3,3
FMCS_IS_COVERAGE,,,145,STD-16240,1,1
FMCS_IS_COVERAGE,,,146,STD-16353,2,2
FMCS_IS_COVERAGE,,,147,STD-16391,1,1
FMCS_IS_COVERAGE,,,148,STD-16415,1,1
FMCS_IS_COVERAGE,,,149,STD-16444,1,1
FMCS_IS_COVERAGE,,,150,STD-16585,3,3
FMCS_IS_COVERAGE,,,151,STD-1659,7,7
FMCS_IS_COVERAGE,,,152,STD-1660,3,3
FMCS_IS_COVERAGE,,,153,STD-16647,1,1
FMCS_IS_COVERAGE,,,154,STD-170,2,2
FMCS_IS_COVERAGE,,,155,STD-170,8,8
FMCS_IS_COVERAGE,,,156,STD-17043-P2,63,63
FMCS_IS_COVERAGE,,,157,STD-17048,1,1
FMCS_IS_COVERAGE,,,158,STD-17077-P1,6,6
FMCS_IS_COVERAGE,,,159,STD-17077-P1,15,16
FMCS_IS_COVERAGE,,,160,STD-17111,11,12
FMCS_IS_COVERAGE,,,161,STD-17111,4,4
FMCS_IS_COVERAGE,,,162,STD-17261,12,12
FMCS_IS_COVERAGE,,,163,STD-17262,6,6
FMCS_IS_COVERAGE,,,164,STD-17263,3,3
FMCS_IS_COVERAGE,,,165,STD-17263,12,13
FMCS_IS_COVERAGE,,,166,STD-17264,1,1
FMCS_IS_COVERAGE,,,167,STD-17264,3,3
FMCS_IS_COVERAGE,,,168,STD-17265,4,4
FMCS_IS_COVERAGE,,,169,STD-17265,5,5
FMCS_IS_COVERAGE,,,170,STD-17266,6,6
FMCS_IS_COVERAGE,,,171,STD-17370,3,3
FMCS_IS_COVERAGE,,,172,STD-17370,3,3
FMCS_IS_COVERAGE,,,173,STD-17397,10,10
FMCS_IS_COVERAGE,,,174,STD-17397-P1,3,3
FMCS_IS_COVERAGE,,,175,STD-17404,8,10
FMCS_IS_COVERAGE,,,176,STD-17442,10,12
FMCS_IS_COVERAGE,,,177,STD-17508,1,1
FMCS_IS_COVERAGE,,,178,STD-17509,11,12
FMCS_IS_COVERAGE,,,179,STD-17526,2,2
FMCS_IS_COVERAGE,,,180,STD-17550-P1,9,9
FMCS_IS_COVERAGE,,,181,STD-17550-P1,4,4
FMCS_IS_COVERAGE,,,182,STD-17569,1,1
FMCS_IS_COVERAGE,,,183,STD-17570-P1,1,1
FMCS_IS_COVERAGE,,,184,STD-17633,1,1
FMCS_IS_COVERAGE,,,185,STD-17634,2,2
FMCS_IS_COVERAGE,,,186,STD-17635,1,1
FMCS_IS_COVERAGE,,,187,STD-17658,1,1
FMCS_IS_COVERAGE,,,188,STD-17658,41,47
FMCS_IS_COVERAGE,,,189,STD-17659,1,1
FMCS_IS_COVERAGE,,,190,STD-17706,1,1
FMCS_IS_COVERAGE,,,191,STD-17803,1,1
FMCS_IS_COVERAGE,,,192,STD-1786,26,27
FMCS_IS_COVERAGE,,,193,STD-17875,12,12
FMCS_IS_COVERAGE,,,194,STD-17876,13,13
FMCS_IS_COVERAGE,,,195,STD-17927-P1,6,7
FMCS_IS_COVERAGE,,,196,STD-17945,1,1
FMCS_IS_COVERAGE,,,197,STD-17954,3,3
FMCS_IS_COVERAGE,,,198,STD-17988,1,1
FMCS_IS_COVERAGE,,,199,STD-18297,12,12
FMCS_IS_COVERAGE,,,200,STD-18316,7,7
FMCS_IS_COVERAGE,,,201,STD-18384,2,2
FMCS_IS_COVERAGE,,,202,STD-18385,7,11
FMCS_IS_COVERAGE,,,203,STD-18471-P1,1,1
FMCS_IS_COVERAGE,,,204,STD-18471-P2,1,1
FMCS_IS_COVERAGE,,,205,STD-18471,8,8
FMCS_IS_COVERAGE,,,206,STD-18476,1,1
FMCS_IS_COVERAGE,,,207,STD-18480-P1,2,2
FMCS_IS_COVERAGE,,,208,STD-18507,2,2
FMCS_IS_COVERAGE,,,209,STD-18508,5,5
FMCS_IS_COVERAGE,,,210,STD-18513,5,9
FMCS_IS_COVERAGE,,,211,STD-18573,3,3
FMCS_IS_COVERAGE,,,212,STD-18663,4,4
FMCS_IS_COVERAGE,,,213,STD-1875,4,4
FMCS_IS_COVERAGE,,,214,STD-18809,1,1
FMCS_IS_COVERAGE,,,215,STD-1897,8,9
FMCS_IS_COVERAGE,,,216,STD-191,5,5
FMCS_IS_COVERAGE,,,217,STD-1921,3,3
FMCS_IS_COVERAGE,,,218,STD-1943,1,1
FMCS_IS_COVERAGE,,,219,STD-1993,1,1
FMCS_IS_COVERAGE,,,220,STD-1993,2,3
FMCS_IS_COVERAGE,,,221,STD-2002,3,4
FMCS_IS_COVERAGE,,,222,STD-2041,6,7
FMCS_IS_COVERAGE,,,223,STD-2041,7,7
FMCS_IS_COVERAGE,,,224,STD-2062-P1,1,1
FMCS_IS_COVERAGE,,,225,STD-2062,37,44
FMCS_IS_COVERAGE,,,226,STD-2080,6,6
FMCS_IS_COVERAGE,,,227,STD-2082,1,1
FMCS_IS_COVERAGE,,,228,STD-2082,2,2
FMCS_IS_COVERAGE,,,229,STD-2095-P1,8,8
FMCS_IS_COVERAGE,,,230,STD-209,2,2
FMCS_IS_COVERAGE,,,231,STD-21,1,1
FMCS_IS_COVERAGE,,,232,STD-210,2,3
FMCS_IS_COVERAGE,,,233,STD-2202-P1,2,2
FMCS_IS_COVERAGE,,,234,STD-2266,2,2
FMCS_IS_COVERAGE,,,235,STD-2266,2,2
FMCS_IS_COVERAGE,,,236,STD-2347,2,2
FMCS_IS_COVERAGE,,,237,STD-2365,2,2
FMCS_IS_COVERAGE,,,238,STD-2365,2,2
FMCS_IS_COVERAGE,,,239,STD-2403,3,3
FMCS_IS_COVERAGE,,,240,STD-2403,1,1
FMCS_IS_COVERAGE,,,241,STD-2494,2,2
FMCS_IS_COVERAGE,,,242,STD-2501,3,3
FMCS_IS_COVERAGE,,,243,STD-2507,4,4
FMCS_IS_COVERAGE,,,244,STD-251,1,1
FMCS_IS_COVERAGE,,,245,STD-252,16,16
FMCS_IS_COVERAGE,,,246,STD-2547,1,1
FMCS_IS_COVERAGE,,,247,STD-2553,17,18
FMCS_IS_COVERAGE,,,248,STD-2553,43,48
FMCS_IS_COVERAGE,,,249,STD-2566,2,2
FMCS_IS_COVERAGE,,,250,STD-2590,7,7
FMCS_IS_COVERAGE,,,251,STD-269,36,36
FMCS_IS_COVERAGE,,,252,STD-277,24,26
FMCS_IS_COVERAGE,,,253,STD-27,1,1
FMCS_IS_COVERAGE,,,254,STD-280,8,8
FMCS_IS_COVERAGE,,,255,STD-2835,1,1
FMCS_IS_COVERAGE,,,256,STD-2879,2,2
FMCS_IS_COVERAGE,,,257,STD-2925,1,1
FMCS_IS_COVERAGE,,,258,STD-2993,15,15
FMCS_IS_COVERAGE,,,259,STD-302-P1,33,37
FMCS_IS_COVERAGE,,,260,STD-302-P2,1,1
FMCS_IS_COVERAGE,,,261,STD-302-P2,6,6
FMCS_IS_COVERAGE,,,262,STD-302-P2,2,2
FMCS_IS_COVERAGE,,,263,STD-302-P2,3,3
FMCS_IS_COVERAGE,,,264,STD-302-P2,2,2
FMCS_IS_COVERAGE,,,265,STD-302-P2,8,8
FMCS_IS_COVERAGE,,,266,STD-302-P2,14,15
FMCS_IS_COVERAGE,,,267,STD-302-P2,2,2
FMCS_IS_COVERAGE,,,268,STD-302,9,10
FMCS_IS_COVERAGE,,,269,STD-302,3,3
FMCS_IS_COVERAGE,,,270,STD-302,7,7
FMCS_IS_COVERAGE,,,271,STD-302,4,4
FMCS_IS_COVERAGE,,,272,STD-3024,12,13
FMCS_IS_COVERAGE,,,273,STD-303,31,31
FMCS_IS_COVERAGE,,,274,STD-303,27,27
FMCS_IS_COVERAGE,,,275,STD-3055,1,1
FMCS_IS_COVERAGE,,,276,STD-3087,5,5
FMCS_IS_COVERAGE,,,277,STD-3470,1,1
FMCS_IS_COVERAGE,,,278,STD-3564,6,6
FMCS_IS_COVERAGE,,,279,STD-3566,1,1
FMCS_IS_COVERAGE,,,280,STD-3566,2,2
FMCS_IS_COVERAGE,,,281,STD-3589,1,1
FMCS_IS_COVERAGE,,,282,STD-3601,8,8
FMCS_IS_COVERAGE,,,283,STD-3735,4,4
FMCS_IS_COVERAGE,,,284,STD-374,3,3
FMCS_IS_COVERAGE,,,285,STD-3748,2,2
FMCS_IS_COVERAGE,,,286,STD-3748,24,25
FMCS_IS_COVERAGE,,,287,STD-3832,1,1
FMCS_IS_COVERAGE,,,288,STD-3854,1,1
FMCS_IS_COVERAGE,,,289,STD-3854,1,1
FMCS_IS_COVERAGE,,,290,STD-3975,5,5
FMCS_IS_COVERAGE,,,291,STD-398-P2,1,1
FMCS_IS_COVERAGE,,,292,STD-398-P6,1,1
FMCS_IS_COVERAGE,,,293,STD-398,2,2
FMCS_IS_COVERAGE,,,294,STD-398,2,2
FMCS_IS_COVERAGE,,,295,STD-4026,4,4
FMCS_IS_COVERAGE,,,296,STD-4072,3,3
FMCS_IS_COVERAGE,,,297,STD-4105,1,1
FMCS_IS_COVERAGE,,,298,STD-4105,1,1
FMCS_IS_COVERAGE,,,299,STD-4105,4,4
FMCS_IS_COVERAGE,,,300,STD-4151,10,10
FMCS_IS_COVERAGE,,,301,STD-4159,2,2
FMCS_IS_COVERAGE,,,302,STD-4171,1,1
FMCS_IS_COVERAGE,,,303,STD-4250,4,4
FMCS_IS_COVERAGE,,,304,STD-4250,1,1
FMCS_IS_COVERAGE,,,305,STD-4270,3,3
FMCS_IS_COVERAGE,,,306,STD-4320,1,1
FMCS_IS_COVERAGE,,,307,STD-4398,1,1
FMCS_IS_COVERAGE,,,308,STD-4409,5,5
FMCS_IS_COVERAGE,,,309,STD-4412,1,1
FMCS_IS_COVERAGE,,,310,STD-4454,6,6
FMCS_IS_COVERAGE,,,311,STD-4454,10,10
FMCS_IS_COVERAGE,,,312,STD-4454,2,2
FMCS_IS_COVERAGE,,,313,STD-4521,2,2
FMCS_IS_COVERAGE,,,314,STD-455,5,5
FMCS_IS_COVERAGE,,,315,STD-4566,3,3
FMCS_IS_COVERAGE,,,316,STD-4824,3,3
FMCS_IS_COVERAGE,,,317,STD-4923,6,6
FMCS_IS_COVERAGE,,,318,STD-4984,2,2
FMCS_IS_COVERAGE,,,319,STD-4985,2,2
FMCS_IS_COVERAGE,,,320,STD-4990,1,1
FMCS_IS_COVERAGE,,,321,STD-4992,2,2
FMCS_IS_COVERAGE,,,322,STD-5082,1,1
FMCS_IS_COVERAGE,,,323,STD-513,24,28
FMCS_IS_COVERAGE,,,324,STD-513,9,12
FMCS_IS_COVERAGE,,,325,STD-5149,4,4
FMCS_IS_COVERAGE,,,326,STD-5158,6,6
FMCS_IS_COVERAGE,,,327,STD-5168,2,2
FMCS_IS_COVERAGE,,,328,STD-517,4,4
FMCS_IS_COVERAGE,,,329,STD-517,5,5
FMCS_IS_COVERAGE,,,330,STD-5295,2,2
FMCS_IS_COVERAGE,,,331,STD-5295,2,2
FMCS_IS_COVERAGE,,,332,STD-5295,11,11
FMCS_IS_COVERAGE,,,333,STD-537,2,2
FMCS_IS_COVERAGE,,,334,STD-537,3,3
FMCS_IS_COVERAGE,,,335,STD-538,6,6
FMCS_IS_COVERAGE,,,336,STD-5405,4,4
FMCS_IS_COVERAGE,,,337,STD-5405,9,9
FMCS_IS_COVERAGE,,,338,STD-5484,3,3
FMCS_IS_COVERAGE,,,339,STD-5484,6,6
FMCS_IS_COVERAGE,,,340,STD-5517,4,4
FMCS_IS_COVERAGE,,,341,STD-5518,1,1
FMCS_IS_COVERAGE,,,342,STD-5522,1,1
FMCS_IS_COVERAGE,,,343,STD-5676,5,5
FMCS_IS_COVERAGE,,,344,STD-5872,1,1
FMCS_IS_COVERAGE,,,345,STD-5986,12,13
FMCS_IS_COVERAGE,,,346,STD-6003,1,1
FMCS_IS_COVERAGE,,,347,STD-60947,2,2
FMCS_IS_COVERAGE,,,348,STD-60947,1,1
FMCS_IS_COVERAGE,,,349,STD-6100,2,2
FMCS_IS_COVERAGE,,,350,STD-613,5,5
FMCS_IS_COVERAGE,,,351,STD-617,7,7
FMCS_IS_COVERAGE,,,352,STD-617,13,13
FMCS_IS_COVERAGE,,,353,STD-6315,4,4
FMCS_IS_COVERAGE,,,354,STD-6419,4,4
FMCS_IS_COVERAGE,,,355,STD-6452,2,2
FMCS_IS_COVERAGE,,,356,STD-648,16,17
FMCS_IS_COVERAGE,,,357,STD-6528,4,4
FMCS_IS_COVERAGE,,,358,STD-6528,5,5
FMCS_IS_COVERAGE,,,359,STD-6529,2,2
FMCS_IS_COVERAGE,,,360,STD-6603,4,4
FMCS_IS_COVERAGE,,,361,STD-6603,16,16
FMCS_IS_COVERAGE,,,362,STD-6721,8,8
FMCS_IS_COVERAGE,,,363,STD-6721,85,86
FMCS_IS_COVERAGE,,,364,STD-6742,1,1
FMCS_IS_COVERAGE,,,365,STD-6831,1,1
FMCS_IS_COVERAGE,,,366,STD-6911,75,76
FMCS_IS_COVERAGE,,,367,STD-6913,1,1
FMCS_IS_COVERAGE,,,368,STD-694,55,55
FMCS_IS_COVERAGE,,,369,STD-695,5,5
FMCS_IS_COVERAGE,,,370,STD-695,1,1
FMCS_IS_COVERAGE,,,371,STD-7092,1,1
FMCS_IS_COVERAGE,,,372,STD-7098-P1,1,1
FMCS_IS_COVERAGE,,,373,STD-7098,4,4
FMCS_IS_COVERAGE,,,374,STD-7098,2,2
FMCS_IS_COVERAGE,,,375,STD-7098,1,1
FMCS_IS_COVERAGE,,,376,STD-710,1,1
FMCS_IS_COVERAGE,,,377,STD-710,2,2
FMCS_IS_COVERAGE,,,378,STD-7129,5,5
FMCS_IS_COVERAGE,,,379,STD-7138,1,1
FMCS_IS_COVERAGE,,,380,STD-7226,3,3
FMCS_IS_COVERAGE,,,381,STD-7283,6,9
FMCS_IS_COVERAGE,,,382,STD-7285,1,1
FMCS_IS_COVERAGE,,,383,STD-73,1,1
FMCS_IS_COVERAGE,,,384,STD-7328,70,76
FMCS_IS_COVERAGE,,,385,STD-733,14,14
FMCS_IS_COVERAGE,,,386,STD-733,12,12
FMCS_IS_COVERAGE,,,387,STD-7347,2,2
FMCS_IS_COVERAGE,,,388,STD-736,3,3
FMCS_IS_COVERAGE,,,389,STD-737,4,4
FMCS_IS_COVERAGE,,,390,STD-737,12,13
FMCS_IS_COVERAGE,,,391,STD-738,1,1
FMCS_IS_COVERAGE,,,392,STD-7483,1,1
FMCS_IS_COVERAGE,,,393,STD-7494,1,1
FMCS_IS_COVERAGE,,,394,STD-7494,2,2
FMCS_IS_COVERAGE,,,395,STD-7506,1,1
FMCS_IS_COVERAGE,,,396,STD-7809,3,4
FMCS_IS_COVERAGE,,,397,STD-7887,9,9
FMCS_IS_COVERAGE,,,398,STD-7904,9,9
FMCS_IS_COVERAGE,,,399,STD-8041,1,1
FMCS_IS_COVERAGE,,,400,STD-8042,11,11
FMCS_IS_COVERAGE,,,401,STD-8058,1,1
FMCS_IS_COVERAGE,,,402,STD-814,3,3
FMCS_IS_COVERAGE,,,403,STD-8144,3,3
FMCS_IS_COVERAGE,,,404,STD-8148,4,4
FMCS_IS_COVERAGE,,,405,STD-8229,2,2
FMCS_IS_COVERAGE,,,406,STD-869,3,3
FMCS_IS_COVERAGE,,,407,STD-869,8,9
FMCS_IS_COVERAGE,,,408,STD-9396,1,1
FMCS_IS_COVERAGE,,,409,STD-9436,44,48
FMCS_IS_COVERAGE,,,410,STD-9438,1,1
FMCS_IS_COVERAGE,,,411,STD-9537,1,1
FMCS_IS_COVERAGE,,,412,STD-9550,4,4
FMCS_IS_COVERAGE,,,413,STD-9550,12,12
FMCS_IS_COVERAGE,,,414,STD-9873,44,44
FMCS_IS_COVERAGE,,,415,STD-996,3,3
FMCS_IS_COVERAGE,,,416,STD-9968,10,10
FMCS_IS_COVERAGE,,,417,STD-9997,1,1
FMCS_IS_COVERAGE,,,418,STD-IEC-60730,4,4
FMCS_IS_COVERAGE,,,419,STD-IEC-60898,1,1
FMCS_IS_COVERAGE,,,420,STD-IEC-60947-2,10,12
FMCS_IS_COVERAGE,,,421,STD-IEC-60947-4,2,2
FMCS_IS_COVERAGE,,,422,STD-IEC-60947-5,4,5
FMCS_IS_COVERAGE,,,423,STD-ISO-6742,1,1
FMCS_IS_COVERAGE,,,424,STD-ISO-9994,2,2
