canonical_entity,canonical_entity_id,source_sheet,source_row,source_centre_ids,centre_name,centre_code,address,city,district,state,pin,recognition_status,recognition_status_raw,validity,hallmarking_scope,services,source_url
HALLMARKING,HM-00043,,30,AHC-CRO-RAHC-R-110092,M/s Labin Gem Testing & Hallmarking Center,CRO/RAHC/R-110092,"3090/35, 1st Floor BeadonpuraKarol Bagh, New Delhi, CENTRAL DELHI, KAROL BAGH, DELHI ,110005",KAROL BAGH,CENTRAL DELHI,DELHI,110005,ACTIVE,Operative,27/11/2022,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00044,,31,AHC-CRO-RAHC-R-110093,M/s N.C. & Co. Hallmarking Centre,CRO/RAHC/R-110093,"3321/26, 3rd Floor, BeadonpuraBank Street, Karol Bagh, CENTRAL DELHI, KAROL BAGH, DELHI ,110005",KAROL BAGH,CENTRAL DELHI,DELHI,110005,SUSPENDED,Under Suspension,03/07/2022,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00045,,32,AHC-CRO-RAHC-R-110093-O1-,M/s N.C. & Co. Hallmarking Centre,CRO/RAHC/R-110093(O1),"3321/26, 3rd Floor, BeadonpuraBank Street, Karol Bagh, CENTRAL DELHI, KAROL BAGH, DELHI ,110005",KAROL BAGH,CENTRAL DELHI,DELHI,110005,ACTIVE,Operative,03/07/2022,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00047,,33,AHC-CRO-RAHC-R-110095,M/s Vinayak Assaying & Hallmarking Pvt. Ltd,CRO/RAHC/R-110095,"160, 3rd Floor, Kapil ViharSaraswati Vihar, Delhi, NORTH WEST DELHI, SARASWATI VIHAR, DELHI ,110034",SARASWATI VIHAR,NORTH WEST DELHI,DELHI,110034,ACTIVE,Operative,03/08/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00048,,34,AHC-CRO-RAHC-R-110096,Sidhnath Gold Hallmark Centre,CRO/RAHC/R-110096,"437/17, SAIYYAD WALI GALI, RAILWAY ROAD, ROHTAKHARYANA, 124001, ROHTAK, JHAJJAR ROAD ROHTAK, HARYANA ,124001",JHAJJAR ROAD ROHTAK,ROHTAK,HARYANA,124001,ACTIVE,Operative,03/12/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00050,,35,AHC-CRO-RAHC-R-110102,Shri Shyam Hallmark Centre,CRO/RAHC/R-110102,"Chiranji Panwari Ki Gali, SikarChiranji Panwari Ki Gali, Sikar, SIKAR, SIKAR, RAJASTHAN ,332001",SIKAR,SIKAR,RAJASTHAN,332001,ACTIVE,Operative,25/10/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00051,,36,AHC-CRO-RAHC-R-110103,Rama Krishna Gold Hallmarking,CRO/RAHC/R-110103,"Flat 1E, 1st Floor, Rukhmani EnclaveCity Kotwali, BIKANER, BIKANER, RAJASTHAN ,334001",BIKANER,BIKANER,RAJASTHAN,334001,ACTIVE,Operative,22/09/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00052,,37,AHC-CRO-RAHC-R-110104,Amola Hallmark,CRO/RAHC/R-110104,"F12 - 15, Kotahri ComplexSarafa Bazar, GWALIOR, LASHKAR, MADHYA PRADESH ,474001",LASHKAR,GWALIOR,MADHYA PRADESH,474001,ACTIVE,Operative,22/12/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00053,,38,AHC-CRO-RAHC-R-110105,SATNA HALLMARKING CENTRE,CRO/RAHC/R-110105,"Ward No.- 41, Infront of Lalbihari MarketHanuman Chowk, Satna, SATNA, SATNA, MADHYA PRADESH ,485001",SATNA,SATNA,MADHYA PRADESH,485001,ACTIVE,Operative,28/12/2028,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00054,,39,AHC-CRO-RAHC-R-110105-O1-,SATNA HALLMARKING CENTRE,CRO/RAHC/R-110105(O1),"Ward No.- 41, Infront of Lalbihari MarketHanuman Chowk, Satna, SATNA, SATNA, MADHYA PRADESH ,485001",SATNA,SATNA,MADHYA PRADESH,485001,ACTIVE,Operative,28/12/2028,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00055,,40,AHC-CRO-RAHC-R-110106,Shree Balaji Hallmark & Testing Center,CRO/RAHC/R-110106,"Plot No. 4, Rana Pratap NagarJhotwara, Jaipur, JAIPUR, JAIPUR CITY, RAJASTHAN ,302012",JAIPUR CITY,JAIPUR,RAJASTHAN,302012,ACTIVE,Operative,28/12/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00056,,41,AHC-CRO-RAHC-R-110107,MAA KARNI HALLMARKING CENTRE,CRO/RAHC/R-110107,"MOHALLA DESHWALIKUMHARAN ,BEHIND CITY KOTWALI, BIKANER , RAJASTHAN -334001, BIKANER, BIKANER CITY, RAJASTHAN ,334001",BIKANER CITY,BIKANER,RAJASTHAN,334001,ACTIVE,Operative,25/10/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00057,,42,AHC-CRO-RAHC-R-110108,Ayush Hallmarking Center,CRO/RAHC/R-110108,"B 8-10, Panchratna Plaza, Brijrajpura, KOTA, KOTA, RAJASTHAN ,324006",KOTA,KOTA,RAJASTHAN,324006,ACTIVE,Operative,03/12/2028,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00058,,43,AHC-CRO-RAHC-R-110109,S S Hallmarking Centre,CRO/RAHC/R-110109,"Shop No. F1 to F4, Kanha Plaza Plot No. 1Rana Pratap Nagar, Jhotwara, Jaipur, JAIPUR, JAIPUR CITY, RAJASTHAN ,302012",JAIPUR CITY,JAIPUR,RAJASTHAN,302012,SUSPENDED,Under Suspension,04/12/2028,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00059,,44,AHC-CRO-RAHC-R-110110,RAMJI HALLMARKING CENTRE,CRO/RAHC/R-110110,"NEAR MAHARAJA AGERSEN PUBLIC SCHOOL, MANDI BANS, MORADABAD, MORADABAD, UTTAR PRADESH ,244001",MORADABAD,MORADABAD,UTTAR PRADESH,244001,ACTIVE,Operative,21/05/2029,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00060,,45,AHC-CRO-RAHC-R-110111,M/s R C Hallmarking,CRO/RAHC/R-110111,"31/3206, 1st floor Beadonpura,Karol Bagh, Bew Delhi, CENTRAL DELHI, KAROL BAGH, DELHI ,110005",KAROL BAGH,CENTRAL DELHI,DELHI,110005,ACTIVE,Operative,24/10/2022,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00062,,46,AHC-CRO-RAHC-R-110118,SURAJ HALLMARKING & ASSAYING CENTRE,CRO/RAHC/R-110118,"Front of Jain Mandir, Fort Road,Sarafa Market, Tesil Huzur Dist. Rewa, REWA, REWA, MADHYA PRADESH ,486001",REWA,REWA,MADHYA PRADESH,486001,ACTIVE,Operative,21/09/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00063,,47,AHC-CRO-RAHC-R-110119,MEERA HALLMARKING CENTRE,CRO/RAHC/R-110119,"117,SADAR CHOWKSARAFA BAZAR, MEERUT, MEERUT CANTT, UTTAR PRADESH ,250001",MEERUT CANTT,MEERUT,UTTAR PRADESH,250001,ACTIVE,Operative,15/03/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00064,,48,AHC-CRO-RAHC-R-110120,Shri Jee Assaying & Hallmarking Centre,CRO/RAHC/R-110120,"1166, 4th Floor Kucha MahajaniChandni Chowk Delhi, NORTH DELHI, CHANDNI CHOWK, DELHI ,110006",CHANDNI CHOWK,NORTH DELHI,DELHI,110006,ACTIVE,Operative,15/08/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00065,,49,AHC-CRO-RAHC-R-110121,DWARIKA HALLMARKING CENTRE,CRO/RAHC/R-110121,"2-5, Swarn Plaza, Suraj PolePali, Rajasthan, PALI, PALI CITY, RAJASTHAN ,306401",PALI CITY,PALI,RAJASTHAN,306401,ACTIVE,Operative,16/04/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00066,,50,AHC-CRO-RAHC-R-110122,TARUN HALLMARKING CENTRE,CRO/RAHC/R-110122,"2nd floor, 114, Chandni ChowkRatlam, M.P., RATLAM, RATLAM, MADHYA PRADESH ,457001",RATLAM,RATLAM,MADHYA PRADESH,457001,ACTIVE,Operative,23/08/2026,Yellow Gold And Silver Alloys Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00068,,51,AHC-CRO-RAHC-R-110126,M/s J S Assaying & Hallmarking Centre,CRO/RAHC/R-110126,"1162, 4th floor, Kucha MahajaniChandni Chowk, Delhi, NORTH DELHI, CHANDNI CHOWK, DELHI ,110006",CHANDNI CHOWK,NORTH DELHI,DELHI,110006,ACTIVE,Operative,31/08/2026,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00069,,52,AHC-CRO-RAHC-R-110127,BRIJ HALLMARKING CENTER,CRO/RAHC/R-110127,"1st FLOOR HARI COMPLEX KOTWALI ROAD MATHURAMATHURA, MATHURA, MATHURA, UTTAR PRADESH ,281001",MATHURA,MATHURA,UTTAR PRADESH,281001,ACTIVE,Operative,01/08/2029,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00071,,53,AHC-CRO-RAHC-R-110129,CHETNA HALLMARKING LAB,CRO/RAHC/R-110129,"3239/30, 1st floor, 29 No Gali, BeadonpuraKarol Bagh, New Delhi, CENTRAL DELHI, KAROL BAGH, DELHI ,110005",KAROL BAGH,CENTRAL DELHI,DELHI,110005,ACTIVE,Operative,30/08/2023,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00072,,54,AHC-CRO-RAHC-R-110130,M/s Prince Hallmarking & Refinery Pvt. Ltd,CRO/RAHC/R-110130,"2619, Gali No. 12/13, RehgarpuraKarol Bagh, New Delhi, CENTRAL DELHI, KAROL BAGH, DELHI ,110005",KAROL BAGH,CENTRAL DELHI,DELHI,110005,ACTIVE,Operative,27/09/2026,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00073,,55,AHC-CRO-RAHC-R-110130-O1-,M/s Prince Hallmarking & Refinery Pvt. Ltd,CRO/RAHC/R-110130(O1),"2619, Gali No. 12/13, RehgarpuraKarol Bagh, New Delhi, CENTRAL DELHI, KAROL BAGH, DELHI ,110005",KAROL BAGH,CENTRAL DELHI,DELHI,110005,ACTIVE,Operative,27/09/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00074,,56,AHC-CRO-RAHC-R-110131,Lakshmi Assaying And Hallmarking Centre,CRO/RAHC/R-110131,"1ST FLOOR SHOP NO. 132-134MAIN MARKET NO.1 NIT FARIDABAD, FARIDABAD, FARIDABAD NIT, HARYANA ,121001",FARIDABAD NIT,FARIDABAD,HARYANA,121001,ACTIVE,Operative,04/03/2027,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00075,,57,AHC-CRO-RAHC-R-110131-O1-,Lakshmi Assaying And Hallmarking Centre,CRO/RAHC/R-110131(O1),"1ST FLOOR SHOP NO. 132-134MAIN MARKET NO.1 NIT FARIDABAD, FARIDABAD, FARIDABAD NIT, HARYANA ,121001",FARIDABAD NIT,FARIDABAD,HARYANA,121001,ACTIVE,Operative,04/03/2027,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00077,,58,AHC-CRO-RAHC-R-110134,OM HALLMARKING CENTRE,CRO/RAHC/R-110134,"COMERCIAL COMPLEX, UNDER GROUND, HOLI CHOWK, SIROHI, SHEOGANJ (SIROHI), RAJASTHAN ,307027",SHEOGANJ (SIROHI),SIROHI,RAJASTHAN,307027,ACTIVE,Operative,08/11/2026,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00079,,59,AHC-CRO-RAHC-R-110137,VARSHA HALLMARKING &ASSAYING CENTRE,CRO/RAHC/R-110137,"PLOT NO. 40, 1ST FLOOR NEAR SHREEJI MANDIRREE JI MPLOT NO. 40, 1ST FLOOR NEAR SHREEJI MANDIRREE JI M, BHOPAL, BHOPAL G.P.O., MADHYA PRADESH ,462001",BHOPAL G.P.O,BHOPAL,MADHYA PRADESH,462001,ACTIVE,Operative,14/04/2027,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
