canonical_entity,canonical_entity_id,source_sheet,source_row,source_legal_ids,instrument_number,title,issuing_authority,release_date,effective_date,subject,related_is_text,implementation_instructions,document_url,source_url
LEGAL,LEGAL-00056,,33,CIRC-20 Mar 2025-4732073019336840515,,Gazette Notification dated 20.03.2025 for Extension of implementation timelines of IS 18112-DigitalTV,Bureau of Indian Standards (BIS),2025-03-20,,Gazette Notification dated 20.03.2025 for Extension of implementation timelines of IS 18112-DigitalTV,IS 18112,"संख्या 4378(ई) के माध्यम से प्रकाजित दकया गया था। MINISTRY OF ELECTRONICS AND INFORMATION TECHNOLOGY NOTIFICATION New Delhi, the 20th March, 2025 Subject: Extension in timelines for the implementation of the Order for product categories included in the schedule of CRO vide S.O. And, Whereas, the issues involved have been discussed with the stakeholders for smooth implementation of the Order and whereas, the industry has sought more time for compliance of the Order, it is hereby notified that the date of implementation of the Order stands extended to 26th, October, 2025.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Gazette_Notification_dated_20.03.2025_for_Extension_of_implementation_timelines_of_IS_18112-DigitalTV.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00166,,34,CIRC-07 Mar 2025-7329989982134537993,,Test stream 4 related to IS 18112,Bureau of Indian Standards (BIS),2025-03-07,,Test stream 4 related to IS 18112,IS 18112,,https://drive.google.com/file/d/1qftvlhJUrZ4uRNlrlpU4QRMdIok5Tw8j/view?usp=sharing,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00111,,35,CIRC-28 Feb 2025-551880110970298448,,List of Registrations and models of CCTVs complying with ER for Security,Bureau of Indian Standards (BIS),2025-02-28,,List of Registrations and models of CCTVs complying with ER for Security,,,https://www.crsbis.in//BIS/listRegModelsER.do?hmode=ListRegModel_ER,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00038,,36,CIRC-20 Feb 2025-8529201546278987379,,Extension of last date of implementation of revised IS 302 (Part 1): 2024/IEC 60335-1:2020,Bureau of Indian Standards (BIS),2025-02-20,2026-02-23,Extension of last date of implementation of revised IS 302 (Part 1): 2024/IEC 60335-1:2020,IS 302 (Part 1),BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 302 (Part 1) 20 February 2025 Subject: Extension of last date of implementation of revised IS 302 (Part 1): 2024/IEC 60335-1:2020 1. This has reference to the guidelines for implementation of revised IS 302 (Part 1): 2024/IEC 60335-1:2020 for Adapters for Household and Similar Electrical Appliances issued vide our circular ref IS 302 (Part 1) dated 27 November 2024 with last date for implementation as 23 February 2025. It has now been decided to extend the last date of implementation of IS 302 (Part 1): 2024/IEC 60335-1:2020 till 23 February 2026.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/302-1_Extension.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00157,,37,CIRC-27 Jan 2025-7165564843723515075,,"Solar Systems, Devices, and Components Goods Orders, 2025 notified by MNRE",Bureau of Indian Standards (BIS),2025-01-27,,"Solar Systems, Devices, and Components Goods Orders, 2025 notified by MNRE",IS 14286 | IS 14286 (Part 1) | IS 14286 (Part 1 | IS 14286 (Part 1 | IS 14286 (Part 1 | IS 14286 (Part 1 | IS 16169 | IS 16221 | IS 16221 (Part 2) | IS 16270 | IS 17980,"(2) It shall come into force on the expiry of one hundred and eighty days from the date of its publication in the Official Gazette. Definitions- (1) In this Order, unless the context otherwise requires – (a) “Act” means the Bureau of Indian Standards Act, 2016 (11 of 2016); (b) “appropriate authority” means any officer, not below the rank of Director or Scientist ‘E’ of the Ministry of New and Renewable Energy or its sub-ordinate or attached offices, authorised by the Secretary, Ministry of New and Renewable Energy, Government of India; [भाग II—खण् ड 3(ii)] भारत का रािपत्र : असाधारण 5 (2) Words and expressions used herein and not defined but defined in the Act and Regulations made thereunder, shall have the meanings respectively assigned to them in the Act and Regulations. Conformity to the standard and compulsory use of standard mark- Goods or article specified in column (2) of the Table below shall conform to the corresponding Indian Standard given in column (3) of the said Table and shall bear the ‘Standard Mark’ under a licence from the Bureau as per the Scheme-II of the Bureau of Indian Standards (Conformity Assessment) Regulations, 2018: Provided that nothing in this Order shall apply to goods or article, as specified in column (2) of the said Table meant for export. Certification and enforcement- In respect of the goods or article specified in column (2) of the said Table, the Bureau shall be the certifying and enforcing authority. The market surveillance to ensure the conformity to Indian Standard for goods or article bearing Standard Mark mentioned in column (2) of the said Table shall be conducted by the Bureau or Agencies notified by the Bureau in consultation with the Ministry of New and Renewable Energy. Concurrent running with the Solar Photovoltaics, Systems, Devices and Components Goods (Requirements for Compulsory Registration) Order, 2017- This Order shall not affect the validity of the licence of existing goods or article having valid licence as per the provisions of Solar Photovoltaics, Systems, Devices and Components Goods (Requirements for Compulsory Registration) Order, 2017 and the fresh registration or grant of licence to use standards mark and renewal of registration after expiry of their respective validity period shall be done under the provisions of this Order. Penalty for contravention- Any person who contravenes the provisions of this Order shall be punishable under the provisions of the said Act. Compliance of directions- Every person to whom any direction is issued under this Order shall comply with such direction. The efficiency (@ STC in %) of Solar PV module shall be calculated as “ratio of maximum PV output of the module to the Area of the front surface of a photovoltaic module as defined by its outer edges (in m2) and 1000 i.e., 𝐸𝑓𝑓𝑖𝑐𝑖𝑒𝑛𝑐𝑦 (@ STC in %) = [𝑃𝑚𝑎𝑥 (in Watt)/{1000×𝐴 (in m2)}] ×100.” The maximum PV output and area of the module shall be referred as calculated in IS 14286 at STC. IS 17980: 2022/IEC 62891:2020 Maximum Power Point Tracking Efficiency of Grid Connected Photovoltaic Inverters Note: For the purpose of the Table, the latest version of Indian Standard including the amendments issued thereof and notified by the Bureau from time to time, shall apply from the date of such notification.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/QCO_for_SPV_Products_27_Jan_2025.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00005,,38,CIRC-15 Jan 2025-3290751481554546674,,Advisory for applicants for Grant Of Licence under CRS,Bureau of Indian Standards (BIS),2025-01-15,,Advisory for applicants for Grant Of Licence under CRS,,"The Bureau grants a licence to manufacturer based on self-declaration of conformity of product through the application submitted by them indicating that they have necessary infrastructure for manufacturing quality products with requisite testing facilities on a continuous basis at their premises, the test results of product from third party lab indicating conformity of the product to the relevant Indian Standard; and the satisfactory outcome of review by BIS.The guidelines for Grant of Licence (GoL) under Scheme – II of Schedule – II of BIS (Conformity Assessment) Regulations 2018 can be downloaded from our website. BIS regularly publishes circulars, and applicants and licensees are encouraged to review them periodically to stay informed of any updates. Circulated for information of all applicants and licensees. Name and Address Authentication of the Manufacturing Unit: 1.1 While applying for a licence, the manufacturer must provide proof for the name and address of the manufacturing unit along with the scope of manufacturing activity (any document issued by the government of the country). Manufacturers are advised to ensure that the submitted documents for name and address proof of the manufacturing unit shall be same as the name and address applied on the portal. 1.2 Indian Manufacturers (MSME) opting for rebate as per BIS Conformity Assessment Regulations 2018, are advised to submit the MSME certificate for the present classification year, along with the manufacturing unit details. Further, the rebate shall be opted as per the type of enterprise declared in the MSME certificate for the present classification year. Form - I (Application form for grant of new licence): 2.1 In cases, where the brand status is declared as 'Registered in India' or 'Applied for' by the applicant, both the brand status and the brand name, as specified in Form-I, shall correspond precisely with the information provided in the TMR (Trade Mark Registration) document submitted by the applicant, including the Brand Word Mark (TM applied for). 2.2 Form-I submitted shall be duly sealed and signed by the Authorized Representatives of Manufacturer as well as AIR (In case of Foreign Manufacturers). Authorization to representatives of manufacturer may be provided by the Top Management as declared in the Form I and to AIR (In case of Foreign Manufacturers) may be provided by the proprietor/CEO of the AIR Firm.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Advisory_for_applicants_for_Grant_Of_Licence%20_under_CRS.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00167,,39,CIRC-04 Dec 2024-8703886535431828094,,Test stream related to IS 18112 Test Stream 1 Test Stream 2 Test Stream 3(Part 1) Test Stream 3(Part 2),Bureau of Indian Standards (BIS),2024-12-04,,Test stream related to IS 18112 Test Stream 1 Test Stream 2 Test Stream 3(Part 1) Test Stream 3(Part 2),IS 18112,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Test_Stream_1.ts,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00082,,40,CIRC-27 Nov 2024-7434628570489025289,,Guidelines for implementation of IS 302 (Part 1):2024/IEC 60335-1:2020,Bureau of Indian Standards (BIS),2024-11-27,,Guidelines for implementation of IS 302 (Part 1):2024 /IEC 60335-1:2020,IS 302 | IS 302 (Part 1) | is 23,"BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 302 (Part 1) 27 November 2024 Subject: Guidelines for implementation of IS 302 (Part 1):2024 /IEC 60335-1:2020 1. The last date of concurrent running of both the Indian Standards is 23rd February 2025 after which the existing IS 302-1: 2008 shall stand withdrawn. The guidelines for implementation of the revised IS 302 (Part 1) : 2024/IEC 60335-1 : 2020 for Scheme – II is given below: A. For existing licencees: (i) All existing licensees shall implement the revised IS 302 (Part 1): 2024/IEC 60335- 1 : 2020 by the last date of implementation. Beyond the last date of implementation of IS 302 (Part 1): 2024/IEC 60335-1 : 2020, no licence shall be operative where compliance to IS 302 (Part 1) : 2024/IEC 60335-1 : 2020 has not been ensured by the licensee. (ii) Existing licensees shall ensure conformance to IS 302 (Part 1): 2024/IEC 60335-1 : 2020 through submission of complete test Report(s) issued by BIS recognized laboratory for all lead model(s) from existing scope of licence which had been previously tested as per IS 302 (Part 1) : 2008. (iii) Further, the licencees shall provide an undertaking stating that requirements of IS 302 (Part 1): 2024/IEC 60335-1: 2020 have been implemented in other existing series model(s) which are in the scope of the licence. (iv) If the licensee fails to complete all actions by the last date of implementation of IS 302 (Part 1): 2024/IEC 60335-1 : 2020, cancellation of the licence/ deletion of model from scope of the licence to be initiated. For New Applicants: (i) New applications as per IS 302 (Part 1): 2008 are to be accepted upto one month before the last date of implementation of IS 302 (Part 1) : 2024/IEC 60335-1 : 2020. (ii) The existing applications which are under process as per IS 302 (Part 1): 2008 shall be processed as per existing guidelines provided that the applicants submit an undertaking that they shall changeover to the revised IS 302 (Part 1) : 2024/IEC 60335-1 : 2020 before the last date of implementation.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/302-1%20Guidelines.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00003,,41,CIRC-25 Nov 2024-4565865060637216814,,Acceptance of Test Reports issued for Public Procurement (Preference to Make in India) Order 2017 (PPO) for implementation of â€œEssential Requirement(s) for Security of CCTV,Bureau of Indian Standards (BIS),2024-11-25,,Acceptance of Test Reports issued for Public Procurement (Preference to Make in India) Order 2017 (PPO) for implementation of â€œEssential Requirement(s) for Security of CCTV,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/CCTV%20ERs.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00081,,42,CIRC-24 Oct 2024-1866572243220370781,,Guidelines for Implementation of IS 18112 : 2022 'Digital Television Receiver for Satellite Broadcast Transmission Specification',Bureau of Indian Standards (BIS),2024-10-24,2025-04-25,Guidelines for Implementation of IS 18112 : 2022 'Digital Television Receiver for Satellite Broadcast Transmission Specification',IS 18112 | IS 616 | is 25,"Registration Department OurRef: Registration/ IS 18112 24 Oct 2024 Subject: Guidelines for Implementation of IS 18112 : 2022 ‘Digital Television Receiver for Satellite Broadcast Transmission Specification’ 1. The last date of implementation of IS 18112 : 2022 is 25 April 2025. The guidelines for implementation of IS 18112 : 2022 are as follows: Existing Licencees of Televisions as per IS 616: 5. All television sets shall incorporate the requirements of 'Digital Television Receiver for Satellite Broadcast Transmission' as per IS 18112:2022, along with the safety requirements as per IS 616:2017/IEC 60065 : 2014. All existing licensees must apply for an inclusion as per IS 18112:2022, along with the safety requirements of IS 616:2017/IEC 60065 : 2014, as per the 'Guidelines for Change in Scope of Licence (CSoL)' under the Conformity Assessment Scheme II of Schedule II of the BIS (Conformity Assessment) Regulations, 2018. After the last date of implementation i.e. 6 is not received for any model under the licence, the licence will be liable for cancellation after the last date of implementation i.e. Applications received as per IS 616:2017/IEC 60065 : 2014 may be processed further according to the prevailing guidelines until 25th March 2025, i.e., one month before the last date for the implementation of IS 18112:2022. In case, applicants fail to meet additional requirements of IS 18112 by 25th April 2025, the licence/models shall be cancelled. The applicants are required to submit an undertaking confirming their compliance with IS 18112:2022, in accordance with the instructions outlined in serial no.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Guidelines_for_Implementation_of_IS_18112_2022_Digital_Television_Receiver_for_Satellite_Broadcast_Transmission_Specification.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00073,,43,CIRC-22 Oct 2024-4178265371451236728,,Guidelines for implementation of Essential Requirement(s) for Security of CCTV,Bureau of Indian Standards (BIS),2024-10-22,2025-04-09,Guidelines for implementation of Essential Requirement(s) for Security of CCTV,IS 13252 (Part 1),"Registration Department Our Ref: Registration/Meity/ CCTV Camera 22 Oct 2024 Subject: Guidelines for implementation of “Essential Requirement(s) for Security of CCTV” 1. The last date of implementation of the Order has been extended to 9th April 2025. The test reports shall be issued by Third Party Testing Laboratories for establishing compliance to the QCO. Test reports shall indicate the series models covered in the same series along with model similarities and differences basis the guidelines, software and hardware bill of materials etc. The guidelines for implementation of the ‘Essential Requirement(s) for Security of CCTV’ is given below: A. Existing licensees of ‘CCTV Cameras’ as per IS 13252 (Part 1) : 2010/ IEC 60950-1 : 2005 (i) Existing licensees of CCTV Cameras shall implement the ER by 09 April 2025 for the existing models in their scope by applying online through the “Apply for Standard Revision/ Amendment/ Essential Requirement” module along with test report for ER: 01. (iii) On successful compliance to the ‘Essential Requirement(s) for Security of CCTV’, BIS shall issue a letter indicating all the model(s) for which the compliance has been successfully established. (iv) After 09 April 2025, non-compliant models shall be deleted from the scope of License. If the Licensee fails to take necessary action by 09 April 2025 or if none of the models are complying, License shall be liable for cancellation. Processing of Applications without test report for ER: 01 shall be permitted only upto 09 April 2025 and for such cases Applicant shall give a declaration that they will implement the revised Standard by 09 April 2025.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/CCTV_Implementation_guidelines.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00039,,44,CIRC-16 Oct 2024-5438882454564244917,,Extension of last date of implementation of revised IS/IEC 60669-2-1 : 2021,Bureau of Indian Standards (BIS),2024-10-16,2025-04-12,Extension of last date of implementation of revised IS/IEC 60669-2-1 : 2021,,"- III / 16 : आई एस/ आई ई सी 60669-2-1 16 अक्टूबर 0202 विषय :संशोवित आई इस/ आई ई सी 60669-2-1 : 2021 के कायाभन्वयन की वतवि का विस्तार यह उपरोक्त विषय के सन्दर्भ में है | सक्षम प्राविकारी ने संशोवित आई इस/ आई ई सी 60669-2-1 : 2021 के कायाभन्वयन की वतवि विनांक 12/04/2025 तक के विस्तार के विए सहमती प्रिान की है। पंजीकरण विर्ाग से अनुरोि हैं वक िे िाइसेंसिारी / आिेिक के इस विशावनिेशों के पररसंचरण को सुवनवित करें और वनयत तारीख से पहिे संशोवित आईएस आई इस/ आई ई सी 60669-2-1 : 2021 का कायाभन्वयन सुवनवित करें। पीयूष प्रकाश वैज्ञानिक - डी (सी एम डी – III) प्रमुख (सी एम डी – III) पंजीकरण विभाग BUREAU OF INDIAN STADNARDS (CENTRAL MARKS DEPARTMENT III) Our Ref: CMD III/16: IS/ IEC 60669-2-1 16 Oct 2024 Subject: Extension of last date of implementation of revised IS/IEC 60669-2-1 : 2021 This has reference to the subject mentioned above. The Competent Authority has agreed to extend the implementation of IS/IEC 60669-2-1 : 2021 to 12th April 2025. Registration Department is requested to inform the licensees/applicants about the extension and ensure the implementation of IS/IEC 60669-2-1 : 2021 before the last date of implementation . Peeyush Prakash Sc.-D(CMD-III) Head (CMD-III) Registration Department CENTRAL MARKS DEPARTMENT III Our Ref: CMD III/16: IS/ IEC 60669-2-1 16 Oct 2024 Subject: Extension of last date of implementation of revised IS/IEC 60669-2-1 : 2021 1. This has reference to the guidelines for implementation of revised IS/IEC 60669-2- 1 : 2021 ‘Switches for Household and Similar Fixed Electrical Installations Part 2 Particular Requirements Section 1 Electronic Switches’ circulated vide CMD-III circular ref CMD III/16: IS/ IEC 60669-2-1 dated 27 Sep 2024 with last date for implementation as 12 Oct 2024. Considering the request received from Registration Department and the present status of implementation of IS/IEC 60669-2-1 : 2021 by the licensees, it has now been decided to extend the last date of implementation of revised IS/IEC 60669-2- 1 : 2021 till 12th April 2025. Registration Department is requested to inform the revised date of implementation to all Licensees/Applicants immediately and ensure implementation of revised IS/IEC 60669-2-1 : 2021 by 12th April 2025.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/60669-2-1_Extension_circular.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00035,,45,CIRC-09 Oct 2024-1667165603746965259,,Extension of implementation timelines of Essential Requirements of CCTV in CRO 2021,Bureau of Indian Standards (BIS),2024-10-09,,Extension of implementation timelines of Essential Requirements of CCTV in CRO 2021,,"3(ii)] MINISTRY OF ELECTRONICS AND INFORMATION TECHNOLOGY NOTIFICATION New Delhi, the 9th October, 2024 Subject: Extension in timelines for the implementation of the “Electronics and Information Technology Goods (Requirement of Compulsory Registration) Order, 2021” for product categories included in the schedule) published in Gazette of India on 09th April, 2024 S.O. And, whereas, the issues involved have been discussed with the stakeholders for smooth implementation of the Order and whereas, the industry has sought more time for compliance of the Order, it is hereby notified that the date of implementation of the Order stands extended to 9th, April, 2025.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/ER_of_CCTV_in_CRO.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00091,,46,CIRC-27 Sep 2024-9098110099682756909,,Guidelines for implementation of revised IS/IEC 60669-2-1 : 2021,Bureau of Indian Standards (BIS),2024-09-27,2024-10-12,Guidelines for implementation of revised IS/IEC 60669-2-1 : 2021,,"- III / 16 : आई एस/ आई ई सी 60669-2-1 27 सितम्बर 2024 विषय : संशोवित आई इस/ आई ई सी 60669-2-1 : 2021 के अनुपालन हेतु विशावनिेश यह उपरोक्त विषय के सन्दर्भ में है | सक्षम अविकारी द्वारा अनुमोवित विशावनिेश अनुपालन हेतु संलग्न है | पंजीकरण विर्ाग से अनुरोि है के विशावनिेशों का तत्काल प्रर्ाि से अनुपालन सुवनवित करें| (पीयूष प्रकाश) वैज्ञानिक - डी (िी एम डी-III) प्रमुख (सी एम डी-III) पंजीकरण विभाग BUREAU OF INDIAN STADNARDS (CENTRAL MARKS DEPARTMENT III) Our Ref: CMD III/16: IS/ IEC 60669-2-1 27 Sep 2024 Subject: Guidelines for implementation of revised IS/IEC 60669-2-1 : 2021 This has reference to the subject mentioned above. The Competent Authority has approved the enclosed Guidelines for implementation. Registration Department is requested to ensure the implementation of the above Guidelines with immediate effect. Peeyush Prakash Sc.-D(CMD-III) Head (CMD-III) Registration Department CENTRAL MARKS DEPARTMENT III Our Ref: CMD III/16: IS/IEC 60669-2-1 27 Sep 2024 Subject: Guidelines for implementation of Revised IS/IEC 60669-2-1 : 2021 1. The last date for concurrent running for both the Indian Standards has been extended to 12 October 2024 after which the existing IS/IEC 60669-2-1 : 2008 shall stand withdrawn. The guidelines for implementation of the revised Standard is given below: A. For Existing licensees as per IS/IEC 60669-2-1 : 2008 (i) All existing licencees shall switchover to the IS/IEC 60669-2-1 : 2021 by 12 October 2024. Beyond 12 October 2024, no licence shall be operative where compliance to IS/IEC 60669-2-1 : 2021 has not been ensured by the licencee. The status of implementation of the amendment shall be confirmed by Registration Department to CMD-III within two weeks of the last date of concurrent running. (ii) Existing licencee shall submit conformance to IS/IEC 60669-2-1 : 2021 through complete Test Report(s) issued by BIS recognized laboratory for all the lead model(s) from existing scope of licence which had been previously tested as per IS/IEC 60669-2-1 : 2008.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Circular_for_IS_IEC60669_2_1.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00120,,47,CIRC-11 Jun 2024-6588605063206418005,,Online processing of CCL updation requests for Solar PV Modules,Bureau of Indian Standards (BIS),2024-06-11,,Online processing of CCL updation requests for Solar PV Modules,,"Manufacturers can use this feature to submit Test reports when Bill of Materials for registered modules are changed without change in model no. Licensees are advised to check the correctness of model number on portal prior to submission of online request and any discrepancy may be brought to notice of BIS before online submission. CCL update request, when submitted by licensee, will be placed on records after scrutiny and an intimation would be sent to the Licensee within 5 working days provided all the documentation and conformity of the product is established satisfactory at first instance. Licensee may kindly note that a one-time relaxation has been given to the existing time limit of 90 days for acceptance of tests reports of solar PV modules generated on or after 15 02 2024 which is more than 90 days old. Only requests received through email within 7 days of issuance of this circular shall be considered for acceptance.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/CCL_Circular_hosting.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00007,,48,CIRC-09 Apr 2024-3500371452933563732,,"Amendment to the ""Electronics and Information Technology Goods (Requirement of Compulsory Registration) Order, 2021""",Bureau of Indian Standards (BIS),2024-04-09,,"Amendment to the ""Electronics and Information Technology Goods (Requirement of Compulsory Registration) Order, 2021""",IS 13252,"The provisions of “Electronics and Information Technology Goods (Requirements for Compulsory Registration) Order, 2021” shall apply on the Goods or articles as specified in the column (2) added to the schedule of the said Order by virtue of this notification, for conforming to the corresponding Essential Requirement(s) as specified in the column (5), on the expiry of six months from the date of publication of this notification in the Official Gazette. As per Scheme II of BIS Conformity Assessment Regulations, 2018, submission of test reports from BIS recognized labs, shall form a pre -requisite for obtaining license to use Standard Mark. [For instance, through Block connection diagram depicting pin connections between the host The vendor shall provide the following: a. Identifying all the keys and certificates being used in the device eco- system and verification through: • Testing, in presence of OEM team • Code review • Process audit of the key-life cycle process Vendor shall submit the following: 1. [For instance, through Block connection diagram depicting pin connections between the host microcontroller and its interactions with various sub components/peripherals.] The vendor shall provide the following: a. The vendor shall provide the following: 1. Identifying all the keys and certificates being used in the device eco- system, sensitive data and their storage mechanism(s); and verification through: • Testing, in presence of OEM team • Code review • Process audit of the key-life cycle process Vendor shall submit the following: 1. 1.7 Verify that any available Intellectual Testing, in presence of OEM team, to verify the enabling of the Vendor shall submit the following: 1. Datasheet of the SoC [भाग II—खण् ड 3(ii)] भारत का रािपत्र : असाधारण 17 Property protection technologies provided by the chip manufacturer are enabled. Intellectual Property protection technologies provided by the chip manufacturer, if available.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/CCTV_CRO_Notification.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00085,,49,CIRC-09 Jan 2024-4257402203944464555,,"Guidelines for implementation of Parallel Testing for products covered under Electronics and Information technology Goods (Requirements of Compulsory registration Order), 2021",Bureau of Indian Standards (BIS),2024-01-09,,"Guidelines for implementation of Parallel Testing for products covered under Electronics and Information technology Goods (Requirements of Compulsory registration Order), 2021",,"BUREAU OF INDIAN STANDARDS REGISTRATION DEPARTMENT Our Ref: Registration/Guidelines RG: 01 09 January 2024 Subject: Guidelines for implementation of Parallel Testing for products covered under Electronics and Information technology Goods (Requirements of Compulsory registration Order), 2021 Guidelines for parallel testing was issued on 19 December 2022 for Mobile Phones as a pilot project for a period of six months. Manufacturers can generate test request(s) under parallel testing for all product categories under Electronics and Information Technology Goods (Requirements of Compulsory registration Order), 2021 from the date of issue of this circular. These guidelines are voluntary in nature and the manufacturers will still have option for submitting application sequentially to BIS for registration as per the existing procedure. 4) At the time of submission of sample to lab as well as submission of application to BIS for registration, the manufacturer would give an undertaking covering the following requirements: (i) The Manufacturer will bear the total risk (including the cost) in this procedure, i.e. in case, any of the applications is rejected/not processed at a later stage by BIS due to failure of sample in testing or submission of incomplete test report, the decision of BIS will be final; (ii) The Manufacturer shall not supply / sell /manufacture the product in market without having valid registration; (iii) The Manufacturer shall get the CCL updated immediately after getting the product(s) registered with BIS; and (iv) Each manufacturer will have the responsibility to use components with relevant registration (R-no.) in case the component is covered in CRS. 5) The responsibility of linking an application with that of the previously submitted application in the chain shall vest with the manufacturer. An example of procedure to be followed is given below for the purpose of illustration of the parallel testing: A manufacturer of mobile phone requires cell, battery and power adapter for manufacturing the end product. (iii) The lab shall evaluate the test report of the cell and issue the test report of the battery. Similarly, lab shall evaluate the test report of battery and adaptor before issuing the test report of Mobile phone. (iv) The manufacturer can submit the applications in parallel for getting the components registered.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Modified%20final%20guidelines%20for%20parallel%20testing.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00097,,50,CIRC-12 Jun 2023-885941096293563687,,Guidelines for parallel testing of products- Reg,Bureau of Indian Standards (BIS),2023-06-12,2023-01-01,Guidelines for parallel testing of products- Reg,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Cicrular%20for%20parllel%20testing_CDAC.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00098,,51,CIRC-09 May 2023-7767805095597803744,,"Guidelines for refund of fee submitted for various services under Scheme-II of Schedule-II of BIS (Conformity Assessment) Regulations, 2018",Bureau of Indian Standards (BIS),2023-05-09,,"Guidelines for refund of fee submitted for various services under Scheme-II of Schedule-II of BIS (Conformity Assessment) Regulations, 2018",,"Refund request may be raised by applicants/licensees themselves for duplicate payments or payments where no service has been given by BIS. Refund request may also be raised by BIS officers based on request of applicants/licensees. (b) If the applicant applies for an inclusion and the licence is subsequently put under suspension/deferment and the inclusion is not processed thereafter due to expiry/cancellation of the licence, the applicable inclusion fee(s) may be refund at the request of the licensee.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Refund%20Guidelines%20for%20Portal.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00020,,52,CIRC-09 May 2023-661726518357528688,,"Electrical Equipment (Quality Control) Amendment Order, 2023",Bureau of Indian Standards (BIS),2023-05-09,,"Electrical Equipment (Quality Control) Amendment Order, 2023",,"(2) It shall come into force from the date as mentioned in column (5) of the Table to this Order. In the Electrical Equipment (Quality Control) Order, 2020 (hereinafter referred to as the said Order), paragraph 2 shall be number as sub- paragraph (1) thereof and after sub- paragraph (1) as so numbered, the following sub- paragraph shall be inserted, namely: - “(2) If any product specific requirement is mentioned in column (7) of the Table to this Order to the corresponding product category specified in column (6) of the Table, the said product specific requirement shall apply and the Indian standards specified in column (3) shall not apply from the dates specified in column (5) thereof.”. In paragraph 3 of the said Order, in sub- paragraph (1) and (2) for the words and letters “Scheme–II” wherever they occur, the words and letter “Scheme–X”, shall be substituted. For the Table to the said Order, the following Table shall be substituted, namely: - “TABLE Sl. Electrical Equipment (Goods) Indian Standards Title of Indian Standard Date of Implementation Product Category Specific Requirement (1) (2) (3) (4) (5) (6) (7) 1.1.(a) Low - Voltage switchgear and controlgear: Circuit - Breakers IS/IEC 60947 : Part 2 : 2016 Low - Voltage switchgear and controlgear: Part 2 circuit - Breakers (First Revision) 10th May 2024 AC Circuit - Breakers (Category A)- All ratings upto 630 A, upto 440V AC All test as per IS/IEC 60947 : Part 2 : 2016 except the test listed below in Sr. * Subjected to the condition that Manufacturer shall submit declaration to Bureau of Indian Standards for submission of a report of test compliance by 10th May, 2026 or if any other date notified in this regard, whichever is later.”. Subsequently, extension in timelines for the implementation was given through notification number S.O.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Electrical-Equipment-Quality.pdf,https://www.crsbis.in/BIS/wtsnew.do
