notification_id,notification_type,notification_number,notification_number_normalized,title,title_vernacular,notification_category,notification_date,effective_date,ministry,department,subject,related_is_text,related_qco_text,related_amendment_text,document_url,source_url,source_reference_label,source_notification_ids,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
NOTIF-00039,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1220,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00040,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1222,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00041,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1236,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00042,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1239,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00043,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1241,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00044,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1248,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00045,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1250,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00046,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1252,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00047,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1255,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00048,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1260,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00049,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1262,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00050,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1264,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00051,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1266,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00052,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1268,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00053,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1274,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00054,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1282,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00055,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1305,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00056,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1309,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00057,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1311,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00058,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1314,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00059,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1318,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00060,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1320,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00061,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1322,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00062,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1324,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00063,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1331,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00064,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1333,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00065,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1354,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00066,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1366,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00067,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1368,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00068,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1371,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00069,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1373,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00070,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1376,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00071,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1379,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00072,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1386,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00073,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1406,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00074,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1412,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00075,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1414,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00076,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1417,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00077,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1419,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00078,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1425,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00079,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1432,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00080,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1435,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00081,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1443,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00082,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1454,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00083,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1456,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00084,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1461,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00085,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1479,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00086,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1481,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00087,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1483,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00088,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1490,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00089,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1511,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00090,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1521,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00091,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1529,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00092,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1537,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00093,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1539,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00094,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1543,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00095,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1553,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00096,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1556,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00097,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1562,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00098,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1566,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00099,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1576,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00100,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1579,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00101,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1581,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00102,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1587,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00103,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1596,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00104,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1598,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00105,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1600,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00106,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1602,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00107,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1605,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00108,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1612,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00109,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1624,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
NOTIF-00110,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:1628,REQUIRES_REVIEW,0,,YES,Row carried no value in any natural-key column; keyed positionally.,0,0.00
