scheme_id,scheme_name,scheme_code,scheme_label,scheme_type,certification_type,mandatory_voluntary,mandatory_voluntary_original,certification_scope,certification_requirements,fmcs_requirements,guideline_title,applicability,application_procedure,fee_structure,inspection_testing_norm,document_url,source_url,source_reference_label,source_scheme_ids,source_scheme_record_ids,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
SCH-00011,"Product Specification (Scheme-I, ISI Mark)",,,,,,,,,,,,,,,,,,,,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:3;F012:Products_Details:5;F012:Products_Details:6;F012:Products_Details:7;F013:Products_Details:3;F013:Products_Details:5;F013:Products_Details:6;F013:Products_Details:7,CANONICAL,0,,,Record exists because another record referenced it.,1,5.00
SCH-00012,"Product Specification (Scheme-I, Mandatory ISI Mark, 440+ Licenses)",,,,,,,,,,,,,,,,,,,,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:8;F013:Products_Details:8,CANONICAL,0,,,Record exists because another record referenced it.,1,5.00
SCH-00013,BIS Scheme X Certification (Imports and Heavy Industrial/Electrical Product Regulation),SCH-X-BIS,,Third-Party Conformity Assessment/Compulsory Certification,Foreign Manufacturers Certification/Domestic Industrial Licensing (via Omnibus Technical Regulations and Quality Control Orders),MANDATORY,Mandatory under Omnibus Technical Regulations,"Circuit-breakers for overcurrent protection in industrial and similar installations up to 630A, 2000A, and higher voltage categories.","Full verification testing covering thermal/short-circuit performance, dielectric properties, and Annex J Electromagnetic Compatibility (EMC) parameters.",,,,,,,,https://www.bis.gov.in/products-under-compulsory-certification-scheme-x/?lang=en,,Scheme X,,2,F022;F023,BIS_Scheme_X_Industrial.xlsx;BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,F022:BIS_Scheme_X:2;F022:BIS_Scheme_X:3;F022:BIS_Scheme_X:4;F022:BIS_Scheme_X:5;F022:BIS_Scheme_X:6;F023:BIS_Scheme_X:2;F023:BIS_Scheme_X:3;F023:BIS_Scheme_X:4;F023:BIS_Scheme_X:5;F023:BIS_Scheme_X:6,CONFLICT_PRESERVED,2,certification_requirements;certification_scope,,,10,50.00
SCH-00014,Scheme-I,,,,,,,,,,Revised Product Manual for IS 2082 : 2018 ‘Stationary Storage Type Electric Water Heaters – Specification (Fifth Revision)’ and IS 302-2-21 : 2018 ‘Safety of Household and Similar Electrical Appliances Part 2 Particular Requirements Section 21 Stationary Storage Type Electric Water Heaters (Second Revision),"applicable on such samples. 3 The schedule of Fees for Laboratory Recognition Scheme for Laboratories is given in Annex B of this scheme. 4. Grant of Recognition Recognition is granted to such laboratories which meet the criteria for recognition and which are able to demonstrate availability of infrastructure, test facility and manpower required for testing of products covered or proposed to be covered under Conformity Assessment Schemes of BIS and payment of fees as prescribed by BIS. 4.1 Criteria for recognition – The laboratory desirous of seeking recognition under LRS shall meet the following criteria: 4.1.1 Accreditation - The laboratory shall be accredited to Laboratory Quality Management System as per IS/ISO/IEC 17025 (latest implemented/concurrent version). The accreditation body, through which the laboratory is accredited, shall be a full member of International Laboratory Accreditation Co- operation (ILAC) and/or Asia Pacific Accreditation Co-operation (APAC) or any other regional accreditation cooperation body. All the test parameters of the Indian Standard(s) for which recognition is sought shall be covered under the scope of accreditation as per IS/ISO/IEC 17025 (latest implemented/concurrent version), except for the test parameters for which no test method has been prescribed in the Indian Standard (e.g. visual examination, finish etc) or it is not technically possible to obtain accreditation for the said parameter. BIS will take decision regarding exclusion of parameters from the scope of accreditation, if required, on case to case basis. Note: The standard IS/ISO/IEC 17025 (latest implemented/concurrent version), wherever appears in this Scheme, would also mean ISO/IEC 17025 (latest implemented /concurrent version) or the equivalent national standard of any other country. 4.1.2 Indian Standards for recognition – Recognition shall be considered only for Indian Standards which are covered/ proposed to be covered under the conformity assessment schemes of BIS and/or related standards, for all the requirements/ parameters/ tests in the standard. Recognition can be granted even if the Indian Standard in not covered under any certification scheme of BIS, but the same is covered in applicant lab's NABL scope. However, if exclusion for certain tests are desired by the Laboratory for an Indian Standard/ product, the same may be permitted as per the following: i) Exclusions of scope for Indian Standard/ product will only be permitted in case test facilities are not available anywhere for the particular test for which exclusion is being sought. The exclusion of test will not be based on the choice of the individual laboratories but will be considered in case of genuine difficulty / non availability or limited availability of the test facility for a particular requirement. Also, other reasons like possibility of conformance of the requirement on the basis of other test reports or documentary evidence for the test which are not routinely required may be allowed for exclusion from the scope of the recognition (e.g. radioactive test in packaged drinking water, pull out test in HSD / TMT bars, Short Circuit test in case of Transformers and switchgears, Photometry test for LED Luminaries, EMI/ EMC test for safety of Electrical Appliances etc. are some of the examples where exclusions can be permitted). 4 ii) These exclusions in scope will be specifically considered and allowed by BIS on merit of the case, for an initial period of six mon",,"application fee shall not be refunded or adjusted against any future application. 4.6 Rejection of Application - Application for recognition shall be liable for rejection for any or more of the following reasons: If the laboratory a) does not pay any of the prescribed fees or charges. b) does not take corrective action(s) on deficiencies observed during evaluation of documents within 15 days. c) does not confirm readiness for initial audit within 15 days from the receipt of communication of the audit team from BIS. d) does not submit clarification/corrective actions for non-conformities observed during the Initial and verification audit within time frame as agreed between the laboratory and the audit team ( time period for submission of corrective action will not exceed 30 days in any case). e) is found to have made any false declaration in the application form and/or attached documents with respect to infrastructure, testing facilities, calibration / CRM, competence of testing personnel, etc. f) violates provisions of the BIS Act, 2016 and the Rules & Regulations framed there under. g) Risk to impartiality is found to have been compromised as prescribed in clause 4.1.5.1, or the code of ethics as given in clause 4.1.5.2 is violated . h) is not able to maintain its accreditation as per IS/ISO/IEC 17025 (latest version) during the processing of application. 4.6.1 Procedure for Rejection of Application a) A notice for rejection of application stating the reason(s) thereof, will be served to the applicant, giving 14 days’ time to respond and providing justification for the delay as well as for submitting the required clarification/corrective action/re-submission of the documents. b) While issuing notice for rejection, an opportunity for personnel hearing would be provided, if so requested by laboratory. c) In case no reply is received within the stipulated time, to the notice of rejection or no request is received for personal hearing, then the application shall be rejected and decision conveyed to the laboratory. d) If reply given by the laboratory to the notice and/or the justifications submitted during the personal hearing are found unsatisfactory and/or unacceptable, the application shall be rejected. 4.7 Initial audit : On satisfactory evaluation of documents after recording of the application as at clause 4.5 above, an initial audit of the laboratory shall be carried out for on-site assessment of the laboratory’s compliance to the procedures and the activities described in the documented management system and relevant management system standard. The audit shall, inter alia, cover assessment of the applicant laboratory's competence to do testing as per the relevant Indian Standard(s), availability of adequate infra-structure, competence of testing personnel, etc. The various stages and actions for the initial audit are as given below: a) Audit team- BIS shall constitute an audit team comprising of adequate number of auditors (with experts as required) depending upon the ISS in the scope of recognition sought by the laboratory as per Annexure D. 13 b) The names and contact details of the audit team members shall be communicated to the laboratory for confirmation within 7 days . The Audit team shall interact with the laboratory for carrying out the audit at a mutually convenient date which shall normally be within 15 days of receipt of confirmation. c) Audit fees - The laboratory shall be required to pay the prescribed audit fees in adv","Testing And Rating Safety Requirements -- Guide For Installation And Operation 348 IS 13585 (Part 1) Shunt Power Capacitors Of The Non -self - Healing Type For Ac Systems Having A Rated Voltage Up To And Including 1 000 V--part 1 General Performance, Testing And Rating Safety--requirements Guide For Installation And Operation 349 IS 14246 Continuously Pre-painted Galvanized Steel Sheets And Coils 350 IS 1488 Pesticides - 2, 4-d Sodium Salt, Technical 351 IS 15351 Textiles - Laminated High Density Polyethylene (hdpe) Fabric For Canal Lining 352 IS 15450 Polyethylene/ Aluminium/ Polyethylene Composite Pressure Pipes For Hot And Cold Water Supplies - 353 IS 15652 Insulating Mats For Electrical Purposes 354 IS 16018 Wheeled Fire Extinguishers Performance And Construction Specification 355 IS 1943 Textiles- A-twill Jute Bags 356 IS 2074 Ready Mixed Paint, Air Drying, Red Oxide - Zinc Chrome, Priming - Specification 357 IS 2185 (Part 1) Concrete Masonry Units - : Part 1 Hollow And Solid Concrete Blocks 358 IS 2418 (Part 2) Tubular Fluorescent Lamps For General Lighting Service - Part Ii : Performance Requirements 359 IS 2553 (Part 2) Safety Glass - Part 2 : For Road Transport 360 IS 2802 Ice-cream 361 IS 3309 Soluble Coffee-chicory Powder 362 IS 3419 Fittings For Rigid Non-metallic Conduits 363 IS 3976 Protective Rubber Canvas Boots For Miners 364 IS 4783 Thiram Seed Dressing Formulations 365 IS 5244 Safe Deposit Locker Cabinets Specification 366 IS 5872 Cold Rolled Steel Strips (box Strappings) 367 IS 636 Non-percolating Flexible Fire Fighting Delivery Hose - Specification 368 IS 7058 Table Wines 369 IS 7283 Hot Rolled Bars For Production Of Bright Bars And Machined Parts For Engineering Applications 370 IS 733 Wrought Aluminium And Aluminium Alloy Bars, Rods And Sections (for General Engineering Purposes) 371 IS 7538 Three-phase Squirrel Cage Induction Motors For Centrifugal Pumps For Agricultural Applications 372 IS 7933 Flexible Polyurethane Foam For Domestic Mattresses 373 IS 8448 Automatic Line Voltage Correctors (step Type) For Domestic Use 374 IS 8472 Centrifugal Regenerative Pumps For Clear, Cold Water - Specification 375 IS 8707 Mancozeb, Technical - Specification 376 IS 8794 Cast Iron Detachable Joints For Use With Asbestos Cement Pressure Pipes 377 IS 884 Specification For First-aid Hose-reel For Fire Fighting 378 IS 8963 Chlorpyrifos, Technical 379 IS 9281 (Part 3) Electronic Weighing Systems - Part 3 Requirements 380 IS/IEC 60079 (Part 1) Explosive Atmospheres - Part 1 : Equipment Protection By Flameproof Enclosures ""d"" 381 IS 1065 (Part 2) Stable Bleaching Powder Â Specification Part 2 For Water Treatment For Drinking Purposes 382 IS 11010 Ziram Colloidal Suspension 383 IS 11673 (Part 1) Sodium Hypochlorite Solution Specification: Part 1 Household And Industrial Use 384 IS 11785 Captan (wettable Powder) Wp 385 IS 12109 General Requirements For Light Duty Sewing Machine Heads For Industrial Use 386 IS 1285 Wrought Aluminium And Aluminium Alloys - Extruded Round Tube And Hollow Sections For General Engineering Purposes 387 IS 15354 (Part 1) Single-use Rubber Examination Gloves 388 IS 1537 Vertically Cast Iron Pressure Pipes For Water, Gas And Sewage 389 IS 15449 (Part 1) Household Zig-zag Sewing Machine Head - Part 1 : General Requirements 390 IS 15489 Paint, Plastic Emulsion - Specification 391 IS 15833 Stainless Steel Tower Bolts -specification 392 IS 15834 Stainless Steel Sliding Door Bolts For Use With Padlocks -specification 393 IS 15911 Structural Steel (ordinary Quality) 394 IS 1610 Household Sewing Machines - General Requirements 395 IS 16232 Iron Fortified Iodized Salt (double Fortified Salt) - Food Grade - Specification 396 IS 1626 (Part 3) Asbestos Cement Building Types And Pipe Fittings, Gutters And Gutter Fittings And Roofing Fittings - Part 3 : Roofing Fittings 397 IS 164 Ready Mixed Paint For Road Marking 398 IS 1703 Water Fittings - Copper Alloy Float Valves (horizontal Plunger Type) - 399 IS 1759 Powrahs 400 IS 1825 Specification For Aluminium Alloy Milk Cans 401 IS 1827 Pesticides - Dimethyl Amine Sl Salts Of 2, 4-d 402 IS 1912 Country Jute Twine 403 IS 1970 Crop Protection Equipment - Hand- Operated Compression Knapsack Sprayer 404 IS 1971 Crop Protection Equipment - Hand-operated Stirrup-type Sprayer 405 IS 2028 Open-jaw Wrenches (spanners) 406 IS 2029 Ring Wrenches (spanners) 407 IS 2061 Bicycle - Front Forks 408 IS 2124 Sodium Bicarbonate 409 IS 2257 Paper Adhesives, Liquid Gum And Office Paste Type-specification 410 IS 2339 Wheat Bran As Livestock Feed 411 IS 2415 Cycles - Rubber Tubes 412 IS 2494 (Part 1) V-belts - Endless V-belts For Industrial Purposes - Part 1 : General Purpose 413 IS 2548 (Part 2) Plastic Seats And Covers For Water-closets: Part 2 Thermo Plastic Seats And Covers 414 IS 2581 Round Strand Galvanized Steel Wire Ropes For Shipping Purposes 415 IS 2681 Non-ferrous Metal Sliding Door Bolts (aldrops) For With Padlocks -specification 416 IS 3062 Crop Protection Eq",https://www.bis.gov.in/wp-content/uploads/2023/05/SNPbookBilingual.pdf,https://www.bis.gov.in/product-certification/product-specific-information-2/?lang=en,,SCHEME-I,,4,F014;F015;F030;F037,BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records (1).xlsx;BIS_Standards_Intelligence_Master.xlsx;bis_product_certifications.csv,BIS_QCO-schema_2;BIS_Standards_Intelligence;QCO_Master_Records,F037:-:2;F037:-:3;F037:-:4;F037:-:5;F037:-:6;F037:-:7;F037:-:8;F037:-:9;F037:-:10;F037:-:11;F037:-:12;F037:-:13;F037:-:14;F037:-:15;F037:-:16;F037:-:17;F037:-:18;F037:-:19;F037:-:20;F037:-:21;F037:-:22;F037:-:23;F037:-:24;F037:-:25;F037:-:26;F037:-:27;F037:-:28;F037:-:29;F037:-:30;F014:BIS_QCO-schema_2:2;F014:BIS_QCO-schema_2:3;F014:BIS_QCO-schema_2:4;F014:BIS_QCO-schema_2:5;F014:BIS_QCO-schema_2:6;F014:BIS_QCO-schema_2:7;F014:BIS_QCO-schema_2:8;F014:BIS_QCO-schema_2:9;F014:BIS_QCO-schema_2:10;F014:BIS_QCO-schema_2:11;F014:BIS_QCO-schema_2:12;F014:BIS_QCO-schema_2:13;F014:BIS_QCO-schema_2:14;F014:BIS_QCO-schema_2:15;F014:BIS_QCO-schema_2:16;F014:BIS_QCO-schema_2:17;F014:BIS_QCO-schema_2:18;F014:BIS_QCO-schema_2:19;F014:BIS_QCO-schema_2:20;F014:BIS_QCO-schema_2:21;F014:BIS_QCO-schema_2:22;F014:BIS_QCO-schema_2:23;F014:BIS_QCO-schema_2:24;F014:BIS_QCO-schema_2:25;F014:BIS_QCO-schema_2:26;F014:BIS_QCO-schema_2:27;F014:BIS_QCO-schema_2:28;F014:BIS_QCO-schema_2:29;F014:BIS_QCO-schema_2:30;F014:BIS_QCO-schema_2:31;F014:BIS_QCO-schema_2:32;F014:BIS_QCO-schema_2:33;F014:BIS_QCO-schema_2:34;F014:BIS_QCO-schema_2:35;F014:BIS_QCO-schema_2:36;F014:BIS_QCO-schema_2:37;F014:BIS_QCO-schema_2:38;F014:BIS_QCO-schema_2:39;F014:BIS_QCO-schema_2:40;F014:BIS_QCO-schema_2:41;F015:QCO_Master_Records:3;F015:QCO_Master_Records:4;F015:QCO_Master_Records:5;F015:QCO_Master_Records:6;F015:QCO_Master_Records:7;F015:QCO_Master_Records:8;F015:QCO_Master_Records:9;F015:QCO_Master_Records:10;F015:QCO_Master_Records:11;F015:QCO_Master_Records:12;F015:QCO_Master_Records:13;F015:QCO_Master_Records:14;F015:QCO_Master_Records:15;F015:QCO_Master_Records:16;F030:BIS_Standards_Intelligence:3;F030:BIS_Standards_Intelligence:4;F030:BIS_Standards_Intelligence:5;F030:BIS_Standards_Intelligence:6;F030:BIS_Standards_Intelligence:7;F030:BIS_Standards_Intelligence:8;F030:BIS_Standards_Intelligence:9;F030:BIS_Standards_Intelligence:10;F030:BIS_Standards_Intelligence:11;F030:BIS_Standards_Intelligence:12;F030:BIS_Standards_Intelligence:13;F030:BIS_Standards_Intelligence:14;F030:BIS_Standards_Intelligence:15;F030:BIS_Standards_Intelligence:16;F030:BIS_Standards_Intelligence:17;F030:BIS_Standards_Intelligence:18;F030:BIS_Standards_Intelligence:19;F030:BIS_Standards_Intelligence:20;F030:BIS_Standards_Intelligence:21;F030:BIS_Standards_Intelligence:22;F030:BIS_Standards_Intelligence:23;F030:BIS_Standards_Intelligence:24;F030:BIS_Standards_Intelligence:25;F030:BIS_Standards_Intelligence:26;F030:BIS_Standards_Intelligence:27;F030:BIS_Standards_Intelligence:28;F030:BIS_Standards_Intelligence:29;F030:BIS_Standards_Intelligence:30;F030:BIS_Standards_Intelligence:31;F030:BIS_Standards_Intelligence:32;F030:BIS_Standards_Intelligence:33;F030:BIS_Standards_Intelligence:34;F030:BIS_Standards_Intelligence:35;F030:BIS_Standards_Intelligence:36;F030:BIS_Standards_Intelligence:37;F030:BIS_Standards_Intelligence:38;F030:BIS_Standards_Intelligence:39;F030:BIS_Standards_Intelligence:40;F030:BIS_Standards_Intelligence:41,CONFLICT_PRESERVED,6,applicability;document_url;fee_structure;guideline_title;inspection_testing_norm;source_url,,,8,40.00
SCH-00015,Scheme-I (ISI Mark),,,,,,,,,,,,,,,,,,,,4,F011;F015;F016;F017,BIS_Products_Details.xlsx;BIS_QCO_Master_Records (1).xlsx;BIS_QCO_Master_Records.xlsx;BIS_QCO_Master_Records_v3.xlsx,Products_Details;QCO_Master_Details;QCO_Master_Records,F011:Products_Details:2;F011:Products_Details:3;F011:Products_Details:4;F011:Products_Details:5;F011:Products_Details:6;F011:Products_Details:7;F011:Products_Details:8;F011:Products_Details:9;F011:Products_Details:10;F011:Products_Details:11;F011:Products_Details:12;F011:Products_Details:13;F011:Products_Details:14;F011:Products_Details:15;F011:Products_Details:16;F011:Products_Details:17;F011:Products_Details:18;F011:Products_Details:19;F011:Products_Details:20;F011:Products_Details:21;F011:Products_Details:22;F011:Products_Details:23;F011:Products_Details:24;F011:Products_Details:25;F011:Products_Details:26;F011:Products_Details:27;F011:Products_Details:28;F011:Products_Details:29;F011:Products_Details:30;F011:Products_Details:31;F011:Products_Details:32;F011:Products_Details:33;F011:Products_Details:34;F011:Products_Details:35;F011:Products_Details:36;F011:Products_Details:37;F011:Products_Details:38;F011:Products_Details:39;F011:Products_Details:40;F011:Products_Details:41;F015:QCO_Master_Records:2;F016:QCO_Master_Details:2;F016:QCO_Master_Details:3;F016:QCO_Master_Details:4;F017:QCO_Master_Records:2;F017:QCO_Master_Records:3;F017:QCO_Master_Records:4;F017:QCO_Master_Records:5;F017:QCO_Master_Records:6;F017:QCO_Master_Records:7;F017:QCO_Master_Records:8;F017:QCO_Master_Records:9;F017:QCO_Master_Records:10;F017:QCO_Master_Records:11;F017:QCO_Master_Records:12;F017:QCO_Master_Records:13,CANONICAL,0,,,Record exists because another record referenced it.,1,5.00
SCH-00016,Scheme-I — BIS ISI Mark Certification,,,,,,,,,,,,,,,,,,,,1,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,F030:BIS_Standards_Intelligence:2,CANONICAL,0,,,Record exists because another record referenced it.,1,5.00
SCH-00017,Scheme-II,,,,,,,,,,,,,,,,,,,,1,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,F031:BIS_Standards_Scheme_Mapping:2;F031:BIS_Standards_Scheme_Mapping:3;F031:BIS_Standards_Scheme_Mapping:4;F031:BIS_Standards_Scheme_Mapping:5;F031:BIS_Standards_Scheme_Mapping:6;F031:BIS_Standards_Scheme_Mapping:7;F031:BIS_Standards_Scheme_Mapping:8;F031:BIS_Standards_Scheme_Mapping:9;F031:BIS_Standards_Scheme_Mapping:10;F031:BIS_Standards_Scheme_Mapping:11;F031:BIS_Standards_Scheme_Mapping:12;F031:BIS_Standards_Scheme_Mapping:13;F031:BIS_Standards_Scheme_Mapping:14;F031:BIS_Standards_Scheme_Mapping:15;F031:BIS_Standards_Scheme_Mapping:16;F031:BIS_Standards_Scheme_Mapping:17;F031:BIS_Standards_Scheme_Mapping:18;F031:BIS_Standards_Scheme_Mapping:19;F031:BIS_Standards_Scheme_Mapping:20;F031:BIS_Standards_Scheme_Mapping:21;F031:BIS_Standards_Scheme_Mapping:22;F031:BIS_Standards_Scheme_Mapping:23;F031:BIS_Standards_Scheme_Mapping:24;F031:BIS_Standards_Scheme_Mapping:25;F031:BIS_Standards_Scheme_Mapping:26;F031:BIS_Standards_Scheme_Mapping:27;F031:BIS_Standards_Scheme_Mapping:28;F031:BIS_Standards_Scheme_Mapping:29;F031:BIS_Standards_Scheme_Mapping:30;F031:BIS_Standards_Scheme_Mapping:31;F031:BIS_Standards_Scheme_Mapping:32,CANONICAL,0,,,Record exists because another record referenced it.,1,5.00
SCH-00018,Scheme - II (Registration Scheme),,,,,,,,,,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:2;F001:-:3;F001:-:4;F001:-:5;F001:-:6;F001:-:7;F001:-:8;F001:-:9;F001:-:10;F001:-:11;F001:-:12;F001:-:13;F001:-:14;F001:-:15;F001:-:16;F001:-:17;F001:-:18;F001:-:19;F001:-:20;F001:-:21;F001:-:22;F001:-:23;F001:-:24;F001:-:25;F001:-:26;F001:-:27;F001:-:28;F001:-:29;F001:-:30;F001:-:31;F001:-:32;F001:-:33;F001:-:34;F001:-:35;F001:-:36;F001:-:37;F001:-:38;F001:-:39;F001:-:40;F001:-:41;F001:-:42;F001:-:43;F001:-:44;F001:-:45;F001:-:46;F001:-:47;F001:-:48;F001:-:49;F001:-:50;F001:-:51;F001:-:52;F001:-:53;F001:-:54;F001:-:55;F001:-:56;F001:-:57;F001:-:58;F001:-:59;F001:-:60;F001:-:61;F001:-:62;F001:-:63;F001:-:64;F001:-:65;F001:-:66;F001:-:67;F001:-:68;F001:-:69;F001:-:70;F001:-:71;F001:-:72;F001:-:73;F001:-:74;F001:-:75;F001:-:76;F001:-:77;F001:-:78;F001:-:79,CANONICAL,0,,,Record exists because another record referenced it.,1,5.00
SCH-00019,Foreign Manufacturers Certification Scheme (FMCS)/Certificate of Conformity,Scheme IV,,Product Certification (Foreign/Overseas Manufacturers),Certificate of Conformity (CoC)/Standard Mark (ISI),MANDATORY,Mandatory (pursuant to respective Quality Control Orders - QCOs),"Compliance evaluation, factory audits, and conformity verification for products manufactured outside India or listed under notified technical regulations","Appointment of Authorized Indian Representative (AIR), submission of technical documentation, sample testing at BIS-recognized laboratories, and factory inspection by BIS officials",,,,,,,,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-4/?lang=en,,,,1,F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,F021:BIS_FMCS_Scheme_IV:2;F021:BIS_FMCS_Scheme_IV:3;F021:BIS_FMCS_Scheme_IV:4;F021:BIS_FMCS_Scheme_IV:5;F021:BIS_FMCS_Scheme_IV:6;F021:BIS_FMCS_Scheme_IV:7;F021:BIS_FMCS_Scheme_IV:8;F021:BIS_FMCS_Scheme_IV:9;F021:BIS_FMCS_Scheme_IV:10;F021:BIS_FMCS_Scheme_IV:11;F021:BIS_FMCS_Scheme_IV:12;F021:BIS_FMCS_Scheme_IV:13;F021:BIS_FMCS_Scheme_IV:14;F021:BIS_FMCS_Scheme_IV:15;F021:BIS_FMCS_Scheme_IV:16;F021:BIS_FMCS_Scheme_IV:17;F021:BIS_FMCS_Scheme_IV:18;F021:BIS_FMCS_Scheme_IV:19;F021:BIS_FMCS_Scheme_IV:20;F021:BIS_FMCS_Scheme_IV:21;F021:BIS_FMCS_Scheme_IV:22;F021:BIS_FMCS_Scheme_IV:23;F021:BIS_FMCS_Scheme_IV:24;F021:BIS_FMCS_Scheme_IV:25;F021:BIS_FMCS_Scheme_IV:26;F021:BIS_FMCS_Scheme_IV:27;F021:BIS_FMCS_Scheme_IV:28;F021:BIS_FMCS_Scheme_IV:29;F021:BIS_FMCS_Scheme_IV:30;F021:BIS_FMCS_Scheme_IV:31;F021:BIS_FMCS_Scheme_IV:32;F021:BIS_FMCS_Scheme_IV:33;F021:BIS_FMCS_Scheme_IV:34;F021:BIS_FMCS_Scheme_IV:35;F021:BIS_FMCS_Scheme_IV:36;F021:BIS_FMCS_Scheme_IV:37;F021:BIS_FMCS_Scheme_IV:38;F021:BIS_FMCS_Scheme_IV:39;F021:BIS_FMCS_Scheme_IV:40;F021:BIS_FMCS_Scheme_IV:41,MERGED,0,,,,9,45.00
SCH-00020,Scheme - IV ( Grant Of Certificate Of Conformity ),,,,,,,,,,,,,,,,,,,,1,F002,06_scheme_iv.csv,,F002:-:2;F002:-:3;F002:-:4;F002:-:5;F002:-:6;F002:-:7,CANONICAL,0,,,Record exists because another record referenced it.,1,5.00
