pm_section_id,pm_id,manual_title,manual_version,is_id,canonical_is_number,product_id,product_name,section_category,source_column,requirement_text,text_length,clause,source_file_id,source_file,source_sheet,source_row,source_url,review_flag
PMS-000025,PM-00018,,1,STD-00809,IS 17633,PROD-00285,Tables and Desks,REQUIREMENTS,process_requirements,"Construction, workmanship and conformity to dimensional/performance requirements",80,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,4,,
PMS-000032,PM-00018,,1,STD-00809,IS 17633,PROD-00285,Tables and Desks,REQUIREMENTS,licensing_requirements,Licence with defined product/model scope,40,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,4,,
PMS-000034,PM-00019,,1,STD-00810,IS 17634,PROD-00274,Storage Units,REQUIREMENTS,scope,Storage units,13,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,5,,
PMS-000035,PM-00019,,1,STD-00810,IS 17634,PROD-00274,Storage Units,REQUIREMENTS,raw_material_requirements,As specified in IS/manual,25,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,5,,
PMS-000036,PM-00019,,1,STD-00810,IS 17634,PROD-00274,Storage Units,REQUIREMENTS,process_requirements,Manufacturing/construction and workmanship controls,51,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,5,,
PMS-000043,PM-00019,,1,STD-00810,IS 17634,PROD-00274,Storage Units,REQUIREMENTS,licensing_requirements,BIS product certification licence,33,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,5,,
PMS-000045,PM-00020,,1,STD-00811,IS 17635,PROD-00051,Beds,REQUIREMENTS,scope,Beds,4,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,6,,
PMS-000046,PM-00020,,1,STD-00811,IS 17635,PROD-00051,Beds,REQUIREMENTS,raw_material_requirements,As specified in IS/manual,25,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,6,,
PMS-000047,PM-00020,,1,STD-00811,IS 17635,PROD-00051,Beds,REQUIREMENTS,process_requirements,Manufacturing/fabrication and workmanship controls,50,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,6,,
PMS-000054,PM-00020,,1,STD-00811,IS 17635,PROD-00051,Beds,REQUIREMENTS,licensing_requirements,BIS licence for defined product/model scope,43,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,6,,
PMS-000056,PM-00021,,1,STD-00812,IS 17636,PROD-00055,Bunk Beds,REQUIREMENTS,scope,Bunk beds,9,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,7,,
PMS-000057,PM-00021,,1,STD-00812,IS 17636,PROD-00055,Bunk Beds,REQUIREMENTS,raw_material_requirements,As specified in IS/manual,25,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,7,,
PMS-000058,PM-00021,,1,STD-00812,IS 17636,PROD-00055,Bunk Beds,REQUIREMENTS,process_requirements,Manufacturing/construction/workmanship controls,47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,7,,
PMS-000065,PM-00021,,1,STD-00812,IS 17636,PROD-00055,Bunk Beds,REQUIREMENTS,licensing_requirements,BIS product certification licence,33,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,7,,
PMS-000067,PM-00025,,Revised manual incorporating SIT and grouping guidelines,STD-00982,IS 2347,PROD-00083,Domestic Pressure Cooker,REQUIREMENTS,scope,Domestic pressure cookers,25,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,8,,
PMS-000068,PM-00025,,Revised manual incorporating SIT and grouping guidelines,STD-00982,IS 2347,PROD-00083,Domestic Pressure Cooker,REQUIREMENTS,raw_material_requirements,"Body/material, gasket, safety components etc. as required by IS 2347",68,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,8,,
PMS-000069,PM-00025,,Revised manual incorporating SIT and grouping guidelines,STD-00982,IS 2347,PROD-00083,Domestic Pressure Cooker,REQUIREMENTS,process_requirements,"Construction, workmanship, assembly and safety-device controls",62,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,8,,
PMS-000076,PM-00025,,Revised manual incorporating SIT and grouping guidelines,STD-00982,IS 2347,PROD-00083,Domestic Pressure Cooker,REQUIREMENTS,licensing_requirements,BIS certification for domestic pressure cooker,46,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,8,,
PMS-000078,PM-00001,,1,STD-00194,IS 12330,PROD-00277,Sulphate Resisting Portland Cement,REQUIREMENTS,scope,Sulphate Resisting Portland Cement,34,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,9,,
PMS-000079,PM-00001,,1,STD-00194,IS 12330,PROD-00277,Sulphate Resisting Portland Cement,REQUIREMENTS,process_requirements,Cement production controls per IS,33,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,9,,
PMS-000085,PM-00001,,1,STD-00194,IS 12330,PROD-00277,Sulphate Resisting Portland Cement,REQUIREMENTS,licensing_requirements,Licence to use Standard Mark on Sulphate Resisting Portland Cement,66,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,9,,
PMS-000087,PM-00002,,1 / indexed PM,STD-00214,IS 12600,PROD-00123,Low Heat Portland Cement,REQUIREMENTS,scope,Low Heat Portland Cement,24,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,10,,
PMS-000088,PM-00002,,1 / indexed PM,STD-00214,IS 12600,PROD-00123,Low Heat Portland Cement,REQUIREMENTS,raw_material_requirements,Cement raw materials as per IS 12600,36,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,10,,
PMS-000089,PM-00002,,1 / indexed PM,STD-00214,IS 12600,PROD-00123,Low Heat Portland Cement,REQUIREMENTS,process_requirements,Cement manufacture and process controls per IS,46,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,10,,
PMS-000096,PM-00002,,1 / indexed PM,STD-00214,IS 12600,PROD-00123,Low Heat Portland Cement,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,10,,
PMS-000098,PM-00003,,Latest indexed PM,STD-00444,IS 1489 (Part 1),PROD-00155,Portland Pozzolana Cement — Fly Ash Based,REQUIREMENTS,scope,PPC using fly ash,17,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,11,,
PMS-000099,PM-00003,,Latest indexed PM,STD-00444,IS 1489 (Part 1),PROD-00155,Portland Pozzolana Cement — Fly Ash Based,REQUIREMENTS,raw_material_requirements,Fly ash as per IS 3812; clinker/cement constituents per IS,58,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,11,,
PMS-000100,PM-00003,,Latest indexed PM,STD-00444,IS 1489 (Part 1),PROD-00155,Portland Pozzolana Cement — Fly Ash Based,REQUIREMENTS,process_requirements,Cement manufacture/blending controls,36,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,11,,
PMS-000107,PM-00003,,Latest indexed PM,STD-00444,IS 1489 (Part 1),PROD-00155,Portland Pozzolana Cement — Fly Ash Based,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,11,,
PMS-000109,PM-00004,,Latest indexed PM,STD-00445,IS 1489 (Part 2),PROD-00154,Portland Pozzolana Cement — Calcined Clay Based,REQUIREMENTS,scope,PPC using calcined clay,23,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,12,,
PMS-000110,PM-00004,,Latest indexed PM,STD-00445,IS 1489 (Part 2),PROD-00154,Portland Pozzolana Cement — Calcined Clay Based,REQUIREMENTS,raw_material_requirements,Calcined clay and cement constituents as per IS,47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,12,,
PMS-000111,PM-00004,,Latest indexed PM,STD-00445,IS 1489 (Part 2),PROD-00154,Portland Pozzolana Cement — Calcined Clay Based,REQUIREMENTS,process_requirements,Controlled blending/manufacture,31,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,12,,
PMS-000118,PM-00004,,Latest indexed PM,STD-00445,IS 1489 (Part 2),PROD-00154,Portland Pozzolana Cement — Calcined Clay Based,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,12,,
PMS-000120,PM-00028,,3,STD-01041,IS 269,PROD-00131,Ordinary Portland Cement,REQUIREMENTS,scope,OPC Grades 33/43/53/43S/53S,27,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,13,,
PMS-000121,PM-00028,,3,STD-01041,IS 269,PROD-00131,Ordinary Portland Cement,REQUIREMENTS,raw_material_requirements,"Performance improver, if added, as per Cl. 5.1.1/Table 1",56,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,13,,
PMS-000122,PM-00028,,3,STD-01041,IS 269,PROD-00131,Ordinary Portland Cement,REQUIREMENTS,process_requirements,Cement manufacture and quality-control process,46,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,13,,
PMS-000129,PM-00028,,3,STD-01041,IS 269,PROD-00131,Ordinary Portland Cement,REQUIREMENTS,licensing_requirements,Licence by grade/product scope,30,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,13,,
PMS-000131,PM-00031,,3,STD-01273,IS 455,PROD-00158,Portland Slag Cement,REQUIREMENTS,scope,Portland Slag Cement,20,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,,
PMS-000132,PM-00031,,3,STD-01273,IS 455,PROD-00158,Portland Slag Cement,REQUIREMENTS,raw_material_requirements,Granulated slag–IS 12089; clinker–IS 16353; OPC–IS 269,54,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,,
PMS-000133,PM-00031,,3,STD-01273,IS 455,PROD-00158,Portland Slag Cement,REQUIREMENTS,process_requirements,Controlled cement manufacture/blending,38,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,,
PMS-000140,PM-00031,,3,STD-01273,IS 455,PROD-00158,Portland Slag Cement,REQUIREMENTS,licensing_requirements,Licence for Portland Slag Cement,32,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,,
PMS-000142,PM-00032,,1,STD-01569,IS 8041,PROD-00168,Rapid Hardening Portland Cement,REQUIREMENTS,scope,Rapid Hardening Portland Cement,31,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,15,,
PMS-000143,PM-00032,,1,STD-01569,IS 8041,PROD-00168,Rapid Hardening Portland Cement,REQUIREMENTS,process_requirements,Cement manufacturing/process controls,37,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,15,,
PMS-000149,PM-00032,,1,STD-01569,IS 8041,PROD-00168,Rapid Hardening Portland Cement,REQUIREMENTS,licensing_requirements,Licence for Rapid Hardening Portland Cement,43,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,15,,
PMS-000151,PM-00033,,2,STD-01570,IS 8042,PROD-00305,White Portland Cement,REQUIREMENTS,scope,White Portland Cement,21,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,16,,
PMS-000152,PM-00033,,2,STD-01570,IS 8042,PROD-00305,White Portland Cement,REQUIREMENTS,raw_material_requirements,"Performance improver, if added, Cl. 4.1.1",41,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,16,,
PMS-000153,PM-00033,,2,STD-01570,IS 8042,PROD-00305,White Portland Cement,REQUIREMENTS,process_requirements,Cement manufacture/process control,34,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,16,,
PMS-000160,PM-00033,,2,STD-01570,IS 8042,PROD-00305,White Portland Cement,REQUIREMENTS,licensing_requirements,Licence for White Portland Cement,33,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,16,,
PMS-000162,PM-00034,,Latest indexed PM,STD-01571,IS 8043,PROD-00111,Hydrophobic Portland Cement,REQUIREMENTS,scope,Hydrophobic Portland Cement,27,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,17,,
PMS-000163,PM-00034,,Latest indexed PM,STD-01571,IS 8043,PROD-00111,Hydrophobic Portland Cement,REQUIREMENTS,raw_material_requirements,As specified in IS,18,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,17,,
PMS-000164,PM-00034,,Latest indexed PM,STD-01571,IS 8043,PROD-00111,Hydrophobic Portland Cement,REQUIREMENTS,process_requirements,Cement manufacturing and hydrophobic treatment,46,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,17,,
PMS-000171,PM-00034,,Latest indexed PM,STD-01571,IS 8043,PROD-00111,Hydrophobic Portland Cement,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,17,,
PMS-000173,PM-00011,,2,STD-00656,IS 16415,PROD-00066,Composite Cement,REQUIREMENTS,scope,Composite Cement,16,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,18,,
PMS-000174,PM-00011,,2,STD-00656,IS 16415,PROD-00066,Composite Cement,REQUIREMENTS,raw_material_requirements,Granulated slag–IS 12089; fly ash–IS 3812 Part 1; clinker–IS 16353; Portland cement–IS 269,90,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,18,,
PMS-000175,PM-00011,,2,STD-00656,IS 16415,PROD-00066,Composite Cement,REQUIREMENTS,process_requirements,Controlled blending of constituents,35,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,18,,
PMS-000181,PM-00011,,2,STD-00656,IS 16415,PROD-00066,Composite Cement,REQUIREMENTS,licensing_requirements,Licence for Composite Cement,28,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,18,,
PMS-000183,PM-00037,,11,STD-01730,IS 9873 (Part 1),PROD-00225,Safety of Toys — Part 1,REQUIREMENTS,scope,"Toy mechanical/physical, flammability, migration and related safety requirements",80,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,19,,
PMS-000184,PM-00037,,11,STD-01730,IS 9873 (Part 1),PROD-00225,Safety of Toys — Part 1,REQUIREMENTS,raw_material_requirements,All materials visually clean and free from infestation in available manual version; exact material controls depend on toy type,126,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,19,,
PMS-000185,PM-00037,,11,STD-01730,IS 9873 (Part 1),PROD-00225,Safety of Toys — Part 1,REQUIREMENTS,process_requirements,"Manufacturing controls, toy construction and safety requirements",64,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,19,,
PMS-000192,PM-00037,,11,STD-01730,IS 9873 (Part 1),PROD-00225,Safety of Toys — Part 1,REQUIREMENTS,licensing_requirements,BIS licence under Toys QCO/Scheme-I,35,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,19,,
PMS-000194,PM-00038,,11,STD-01731,IS 9873 (Part 2),PROD-00222,Safety of Toys — Flammability,REQUIREMENTS,scope,Flammability requirements for toys,34,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,20,,
PMS-000195,PM-00038,,11,STD-01731,IS 9873 (Part 2),PROD-00222,Safety of Toys — Flammability,REQUIREMENTS,raw_material_requirements,Material-specific controls,26,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,20,,
PMS-000196,PM-00038,,11,STD-01731,IS 9873 (Part 2),PROD-00222,Safety of Toys — Flammability,REQUIREMENTS,process_requirements,Manufacturing controls to avoid prohibited/unsafe construction,62,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,20,,
PMS-000203,PM-00038,,11,STD-01731,IS 9873 (Part 2),PROD-00222,Safety of Toys — Flammability,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,20,,
PMS-000205,PM-00039,,11,STD-01732,IS 9873 (Part 3),PROD-00224,Safety of Toys — Migration of Certain Elements,REQUIREMENTS,scope,Migration of specified elements,31,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,21,,
PMS-000206,PM-00039,,11,STD-01732,IS 9873 (Part 3),PROD-00224,Safety of Toys — Migration of Certain Elements,REQUIREMENTS,raw_material_requirements,Toy materials/coatings subject to chemical requirements,55,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,21,,
PMS-000207,PM-00039,,11,STD-01732,IS 9873 (Part 3),PROD-00224,Safety of Toys — Migration of Certain Elements,REQUIREMENTS,process_requirements,Manufacturing/material controls,31,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,21,,
PMS-000214,PM-00039,,11,STD-01732,IS 9873 (Part 3),PROD-00224,Safety of Toys — Migration of Certain Elements,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,21,,
PMS-000216,PM-00040,,11,STD-01733,IS 9873 (Part 4),PROD-00279,"Swings, Slides and Similar Activity Toys",REQUIREMENTS,scope,Activity toys for specified domestic/indoor/outdoor use,55,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,22,,
PMS-000217,PM-00040,,11,STD-01733,IS 9873 (Part 4),PROD-00279,"Swings, Slides and Similar Activity Toys",REQUIREMENTS,raw_material_requirements,As applicable,13,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,22,,
PMS-000218,PM-00040,,11,STD-01733,IS 9873 (Part 4),PROD-00279,"Swings, Slides and Similar Activity Toys",REQUIREMENTS,process_requirements,Structural/construction controls,32,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,22,,
PMS-000225,PM-00040,,11,STD-01733,IS 9873 (Part 4),PROD-00279,"Swings, Slides and Similar Activity Toys",REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,22,,
PMS-000227,PM-00007,,11,STD-00530,IS 15644,PROD-00203,Safety of Electric Toys,REQUIREMENTS,scope,Electric toys,13,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,23,,
PMS-000228,PM-00007,,11,STD-00530,IS 15644,PROD-00203,Safety of Electric Toys,REQUIREMENTS,raw_material_requirements,Electrical components/materials as per standard,47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,23,,
PMS-000229,PM-00007,,11,STD-00530,IS 15644,PROD-00203,Safety of Electric Toys,REQUIREMENTS,process_requirements,Electrical construction and safety controls,43,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,23,,
PMS-000236,PM-00007,,11,STD-00530,IS 15644,PROD-00203,Safety of Electric Toys,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,23,,
PMS-000238,PM-00029,,1,STD-01069,IS 2835,PROD-00102,Flat Transparent Sheet Glass,REQUIREMENTS,scope,Flat transparent sheet glass,28,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,24,,
PMS-000239,PM-00029,,1,STD-01069,IS 2835,PROD-00102,Flat Transparent Sheet Glass,REQUIREMENTS,raw_material_requirements,No specific requirements,24,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,24,,
PMS-000240,PM-00029,,1,STD-01069,IS 2835,PROD-00102,Flat Transparent Sheet Glass,REQUIREMENTS,process_requirements,Manufacturing/processing according to IS 2835,45,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,24,,
PMS-000247,PM-00029,,1,STD-01069,IS 2835,PROD-00102,Flat Transparent Sheet Glass,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,24,,
PMS-000249,PM-00026,,Latest indexed PM,STD-01015,IS 2553 (Part 1),PROD-00200,"Safety Glass — Architectural, Building and General Uses",REQUIREMENTS,scope,Safety glass for architectural/building/general uses,52,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,25,,
PMS-000250,PM-00026,,Latest indexed PM,STD-01015,IS 2553 (Part 1),PROD-00200,"Safety Glass — Architectural, Building and General Uses",REQUIREMENTS,raw_material_requirements,See IS/manual,13,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,25,,
PMS-000251,PM-00026,,Latest indexed PM,STD-01015,IS 2553 (Part 1),PROD-00200,"Safety Glass — Architectural, Building and General Uses",REQUIREMENTS,process_requirements,Processing/heat treatment and construction controls per IS,58,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,25,,
PMS-000258,PM-00026,,Latest indexed PM,STD-01015,IS 2553 (Part 1),PROD-00200,"Safety Glass — Architectural, Building and General Uses",REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,25,,
PMS-000260,PM-00027,,5,STD-01016,IS 2553 (Part 2),PROD-00193,Safety Glass for Road Transport,REQUIREMENTS,scope,Safety glass for road transport,31,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,26,,
PMS-000261,PM-00027,,5,STD-01016,IS 2553 (Part 2),PROD-00193,Safety Glass for Road Transport,REQUIREMENTS,raw_material_requirements,None stated in PM,17,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,26,,
PMS-000262,PM-00027,,5,STD-01016,IS 2553 (Part 2),PROD-00193,Safety Glass for Road Transport,REQUIREMENTS,process_requirements,Processing/manufacture per IS,29,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,26,,
PMS-000269,PM-00027,,5,STD-01016,IS 2553 (Part 2),PROD-00193,Safety Glass for Road Transport,REQUIREMENTS,licensing_requirements,Licence with Annex-F scope,26,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,26,,
PMS-000271,PM-00035,,Latest indexed PM,STD-01707,IS 9573 (Part 1),PROD-00183,Rubber Hose for LPG — Industrial Application,REQUIREMENTS,scope,Industrial LPG hose,19,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,27,,
PMS-000272,PM-00035,,Latest indexed PM,STD-01707,IS 9573 (Part 1),PROD-00183,Rubber Hose for LPG — Industrial Application,REQUIREMENTS,raw_material_requirements,Rubber/material requirements per IS 9573 Part 1,47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,27,,
PMS-000273,PM-00035,,Latest indexed PM,STD-01707,IS 9573 (Part 1),PROD-00183,Rubber Hose for LPG — Industrial Application,REQUIREMENTS,process_requirements,"Compounding, extrusion, reinforcement, curing and construction controls per IS",78,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,27,,
PMS-000280,PM-00035,,Latest indexed PM,STD-01707,IS 9573 (Part 1),PROD-00183,Rubber Hose for LPG — Industrial Application,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,27,,
PMS-000282,PM-00036,,Latest indexed PM,STD-01708,IS 9573 (Part 2),PROD-00182,Rubber Hose for LPG — Domestic/Commercial Application,REQUIREMENTS,scope,Domestic/commercial LPG hose,28,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,28,,
PMS-000283,PM-00036,,Latest indexed PM,STD-01708,IS 9573 (Part 2),PROD-00182,Rubber Hose for LPG — Domestic/Commercial Application,REQUIREMENTS,raw_material_requirements,Material requirements per IS,28,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,28,,
PMS-000284,PM-00036,,Latest indexed PM,STD-01708,IS 9573 (Part 2),PROD-00182,Rubber Hose for LPG — Domestic/Commercial Application,REQUIREMENTS,process_requirements,Rubber hose manufacturing/construction controls,47,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,28,,
PMS-000291,PM-00036,,Latest indexed PM,STD-01708,IS 9573 (Part 2),PROD-00182,Rubber Hose for LPG — Domestic/Commercial Application,REQUIREMENTS,licensing_requirements,BIS licence,11,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,28,,
PMS-000293,PM-00006,,Latest indexed PM,STD-00497,IS 15392,PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,REQUIREMENTS,scope,Aluminium foil intended for food packaging,42,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,29,,
PMS-000294,PM-00006,,Latest indexed PM,STD-00497,IS 15392,PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,REQUIREMENTS,raw_material_requirements,Aluminium/alloy requirements per IS,35,,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,29,,
