source_file_id,original_filename,extension,exact_path,source_location,sha256,file_size_bytes,encoding,sheet_name,sheet_count,total_data_rows,total_columns,canonical_target,canonical_dataset,candidate_topic,rows_read,cells_projected,records_canonical,records_merged,records_conflict_preserved,records_requires_review,records_not_applicable,records_accounted,retention_decision,archive_path,structural_issue,analysis_status,modified_time_utc,notes
F011,BIS_Products_Details.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Products_Details.xlsx,workspace,2be2276be90166834e30a7079c033522a41b66a34c90e025702dc76cc9d1353b,11750,xlsx,02_PRODUCTS,1,40,11,PRODUCT,MS-09,PRODUCT_DETAILS,40,440,72,0,8,0,0,80,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:32:50Z,"Overlaps other files but holds up to 38 records they do not (BIS_Products_Full_Information.xlsx; BIS_Products_Full_Information_v2.xlsx). Every one of those records must survive the merge. | attributes 203, relationships 120, provenance 240, chunks 0"
F012,BIS_Products_Full_Information.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Products_Full_Information.xlsx,workspace,9e1a9e0a8283d9d644a7fde2e89edf3356355ae7024166a74bde1bec702f5f9c,13534,xlsx,02_PRODUCTS,1,40,11,PRODUCT,MS-09,PRODUCT_FULL_INFO_SUPERSEDED_BY_F013,40,440,0,72,8,0,0,80,REDUNDANT_ARCHIVE_AFTER_VALIDATION,99_RAW/ARCHIVE_DUPLICATES/BIS_Products_Full_Information.xlsx,,ANALYZED,2026-09-01T12:32:53Z,"Fully contained in BIS_Products_Full_Information_v2.xlsx by measured content. Every record it contributes to another file (1 partner(s)) is contributed at least as fully by that containing file, so archiving this copy removes no record from the corpus. | attributes 248, relationships 161, provenance 240, chunks 0"
F013,BIS_Products_Full_Information_v2.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Products_Full_Information_v2.xlsx,workspace,1e912b46d88eec953ea13abb2daef7262b1f7ed311258ca97afad5d4a6183b99,13515,xlsx,02_PRODUCTS,1,40,11,PRODUCT,MS-09,PRODUCT_FULL_INFO_REPAIRED,40,440,0,72,8,0,0,80,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:33:01Z,"Overlaps other files but holds up to 36 records they do not (BIS_Products_Details.xlsx). Every one of those records must survive the merge. | attributes 248, relationships 161, provenance 240, chunks 0"
F014,BIS_QCO-schema_2.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_QCO-schema_2.xlsx,workspace,ed198a1dff9a6141756a11d7e6b46f4c0d20277aed60cc9e838d7cdacadf40bf,12350,xlsx,03_QCO,1,40,22,QCO,MS-10,QCO_SCHEMA_2,40,880,0,0,0,80,0,80,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:33:32Z,"Overlaps other files but holds up to 39 records they do not (BIS_Laboratory_Scopes.xlsx; BIS_Product_Manuals_Master.xlsx; BIS_QCO_Master_Records (1).xlsx; BIS_QCO_Master_Records.xlsx …(+7)). Every one of those records must survive the merge. | attributes 159, relationships 122, provenance 863, chunks 0"
F015,BIS_QCO_Master_Records (1).xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_QCO_Master_Records (1).xlsx,workspace,0f7620442e1faf979230da4cbc683ce5570ceb8f787752ba69e2c012e1a7d2c5,8647,xlsx,03_QCO,1,15,22,QCO,MS-10,QCO_MASTER_RECORDS,15,330,18,0,12,0,0,30,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:33:13Z,"Overlaps other files but holds up to 15 records they do not (BIS_Laboratory_Scopes.xlsx; BIS_Product_Manuals_Master.xlsx; BIS_QCO-schema_2.xlsx; BIS_QCO_Master_Records.xlsx …(+5)). Every one of those records must survive the merge. | attributes 24, relationships 66, provenance 320, chunks 0"
F016,BIS_QCO_Master_Records.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_QCO_Master_Records.xlsx,workspace,2719f13b4b6456fd99215931d13945d2cd285c0dc47b928f83e7d27074943796,6416,xlsx,03_QCO,1,3,22,QCO,MS-10,QCO_MASTER_RECORDS_V3,3,66,2,0,4,0,0,6,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:33:12Z,"Overlaps other files but holds up to 3 records they do not (BIS_QCO-schema_2.xlsx; BIS_QCO_Master_Records (1).xlsx; BIS_QCO_Master_Records_v3.xlsx; BIS_QCO_Master_Scheme_1.xlsx). Every one of those records must survive the merge. | attributes 18, relationships 14, provenance 65, chunks 0"
F017,BIS_QCO_Master_Records_v3.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_QCO_Master_Records_v3.xlsx,workspace,4af59cbea7a978a58aa62a390ba35cc5fcd773c10362589dbd015adc71ddc987,7570,xlsx,03_QCO,1,12,22,QCO,MS-10,QCO_MASTER_SCHEME_1,12,264,4,0,20,0,0,24,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:33:20Z,"Overlaps other files but holds up to 12 records they do not (BIS_Product_Manuals_Master.xlsx; BIS_QCO_Master_Records (1).xlsx; BIS_QCO_Master_Records.xlsx; BIS_QCO_Master_Scheme_1.xlsx …(+1)). Every one of those records must survive the merge. | attributes 50, relationships 36, provenance 252, chunks 0"
F018,BIS_QCO_Master_Scheme_1.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_QCO_Master_Scheme_1.xlsx,workspace,afde41970b26d98a42c95181a9612523c15160b1e04e9e27bfd29e9924f23d53,9765,xlsx,03_QCO,1,40,11,QCO,MS-10,QCO_PRODUCTS_LIST,40,440,6,36,38,0,0,80,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:33:21Z,"Overlaps other files but holds up to 39 records they do not (BIS_Laboratory_Scopes.xlsx; BIS_Product_Manuals_Master.xlsx; BIS_QCO-schema_2.xlsx; BIS_QCO_Master_Records (1).xlsx …(+10)). Every one of those records must survive the merge. | attributes 143, relationships 82, provenance 361, chunks 0"
F019,BIS_QCO_Summary.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_QCO_Summary.xlsx,workspace,22081659d194b6fc9ad92cd8e6a32201da5775bbdc3801c54db3667f75a94a37,8482,xlsx,03_QCO,1,35,7,QCO,MS-10,QCO_SUMMARY_COMPOSITE_COLUMNS,35,245,10,8,52,0,0,70,KEEP_PENDING_REVIEW,,,ANALYZED,2026-09-01T12:33:05Z,"Participates in 21 compared pairs with no relationship strong enough to establish coverage. Kept until Phase 3 review. | attributes 128, relationships 70, provenance 320, chunks 0"
F020,BIS_Recognized_Laboratories.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Recognized_Laboratories.xlsx,workspace,009487b3e969dff2eaff515b121c8d9647f1fc6cbab28db93493ebaeeb1090a4,7213,xlsx,14_LIMS_LABS,1,15,14,LABORATORY,MS-07,RECOGNIZED_LABORATORIES,15,210,30,0,0,0,0,30,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T12:26:50Z,"Checked against bis_topic17_hallmarking_centres.csv; bis_topic17_hallmarking_centres_cancelled_suspended.csv and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 0, relationships 0, provenance 225, chunks 0"
F021,BIS_Scheme_IV_FMCS.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Scheme_IV_FMCS.xlsx,workspace,033fb29c0aebdb2459d7331295f41274f47e22beaee5d8843cbc6ebe65cac8d7,9204,xlsx,22_FMCS,1,40,13,SCHEME,MS-04,SCHEME_IV_FMCS_GUIDANCE,40,520,0,80,0,0,0,80,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T12:26:26Z,"Checked against BIS_Scheme_X_Industrial.xlsx; BIS_Scheme_X_Industrial_v2.xlsx; output__fmcs_country_coverage.csv; output__topic19_official_documents.csv and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 120, relationships 122, provenance 360, chunks 0"
F022,BIS_Scheme_X_Industrial.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Scheme_X_Industrial.xlsx,workspace,3d1362c48ef6504c7fa290ec9d390507f9dad6440a21db8d2fbee886f8361f2a,7131,xlsx,07_SCHEME_X,1,5,14,SCHEME,MS-11,SCHEME_X_INDUSTRIAL,5,70,0,0,10,0,0,10,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T12:26:28Z,"Checked against BIS_Scheme_IV_FMCS.xlsx; BIS_Schemes_Master.xlsx; BIS_Schemes_Master_Scheme_2.xlsx and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 15, relationships 16, provenance 50, chunks 0"
F023,BIS_Scheme_X_Industrial_v2.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Scheme_X_Industrial_v2.xlsx,workspace,8e11f9b275a5cd82946e701fe10f749508e38c2bb96501342242373198353ec6,7145,xlsx,07_SCHEME_X,1,5,14,SCHEME,MS-11,SCHEME_X_INDUSTRIAL_V2_IDENTICAL_MULTISET,5,70,0,0,10,0,0,10,REDUNDANT_ARCHIVE_AFTER_VALIDATION,99_RAW/ARCHIVE_DUPLICATES/BIS_Scheme_X_Industrial_v2.xlsx,,ANALYZED,2026-09-01T12:26:30Z,"Fully contained in BIS_Scheme_X_Industrial.xlsx by measured content. Every record it contributes to another file (3 partner(s)) is contributed at least as fully by that containing file, so archiving this copy removes no record from the corpus. | attributes 15, relationships 16, provenance 50, chunks 0"
F024,BIS_Schemes_Master.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Schemes_Master.xlsx,workspace,6f76bbc33df50e3ad7bf51e22b4dec87f32eb5918bfcfaa9fd94b396c8126ff8,11202,xlsx,04_SCHEME_I,1,40,14,SCHEME,MS-11,SCHEMES_MASTER,40,560,0,0,80,0,0,80,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T12:33:25Z,"Checked against BIS_Scheme_X_Industrial.xlsx; BIS_Scheme_X_Industrial_v2.xlsx; BIS_Schemes_Master_Scheme_2.xlsx and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 120, relationships 121, provenance 400, chunks 0"
F025,BIS_Schemes_Master_Scheme_2.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Schemes_Master_Scheme_2.xlsx,workspace,2320645274a75b1730f48fe112042658596b1cf10c0dd128ff706c160df241fa,11233,xlsx,05_SCHEME_II_CRS,1,40,14,SCHEME,MS-11,SCHEMES_MASTER_SCHEME_2_DIFFERENT_ENTITY,40,560,0,0,80,0,0,80,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T12:26:23Z,"Checked against 05_scheme_ii.csv; BIS_Scheme_X_Industrial.xlsx; BIS_Scheme_X_Industrial_v2.xlsx; BIS_Schemes_Master.xlsx and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 120, relationships 121, provenance 400, chunks 0"
F026,BIS_Standards_Amendments.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Standards_Amendments.xlsx,workspace,5d4ce591ded7b900bd414ec6691edae4ff0217fb36c49c3afe5ac1635697fb69,8754,xlsx,01_KNOW_YOUR_STANDARD,1,42,12,STANDARD,MS-12,STANDARD_AMENDMENT_RELATION,42,504,0,40,38,6,0,84,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T12:27:06Z,"Checked against BIS_Standards_Details_v2 (1).xlsx; BIS_Standards_Details_v2.xlsx; BIS_Standards_Details_v3.xlsx and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 419, relationships 0, provenance 406, chunks 0"
F027,BIS_Standards_Details_v2 (1).xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Standards_Details_v2 (1).xlsx,workspace,2e1fc53b0d21aada0bd0ce8e762f6070a87fa786d399aa85e778f30e88bfb642,12010,xlsx,01_KNOW_YOUR_STANDARD,1,40,19,STANDARD,MS-12,STANDARDS_DETAILS_V2_BYTE_TWIN,40,760,0,40,38,2,0,80,REDUNDANT_ARCHIVE_AFTER_VALIDATION,99_RAW/ARCHIVE_DUPLICATES/BIS_Standards_Details_v2 (1).xlsx,,ANALYZED,2026-09-01T12:32:46Z,"Fully contained in BIS_Standards_Details_v3.xlsx by measured content. Every record it contributes to another file (7 partner(s)) is contributed at least as fully by that containing file, so archiving this copy removes no record from the corpus. | attributes 243, relationships 28, provenance 945, chunks 0"
F028,BIS_Standards_Details_v2.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Standards_Details_v2.xlsx,workspace,2e1fc53b0d21aada0bd0ce8e762f6070a87fa786d399aa85e778f30e88bfb642,12010,xlsx,01_KNOW_YOUR_STANDARD,1,40,19,STANDARD,MS-12,STANDARDS_DETAILS_V2_SUPERSEDED_BY_F029,40,760,0,40,38,2,0,80,REDUNDANT_ARCHIVE_AFTER_VALIDATION,99_RAW/ARCHIVE_DUPLICATES/BIS_Standards_Details_v2.xlsx,,ANALYZED,2026-09-01T10:34:09Z,"Fully contained in BIS_Standards_Details_v2 (1).xlsx; BIS_Standards_Details_v3.xlsx by measured content. Every record it contributes to another file (7 partner(s)) is contributed at least as fully by that containing file, so archiving this copy removes no record from the corpus. | attributes 243, relationships 28, provenance 945, chunks 0"
F029,BIS_Standards_Details_v3.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Standards_Details_v3.xlsx,workspace,d7bcbeeabdc1ff782c50576d39427bea7737659e8219b0cde050ccc7d7ae4969,12534,xlsx,01_KNOW_YOUR_STANDARD,1,40,19,STANDARD,MS-12,STANDARDS_DETAILS_V3_ENRICHED,40,760,0,40,38,2,0,80,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T12:32:47Z,"Checked against BIS_Standards_Amendments.xlsx and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 243, relationships 28, provenance 945, chunks 0"
F030,BIS_Standards_Intelligence_Master.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Standards_Intelligence_Master.xlsx,workspace,73a163c5538469fde7250e767a6a3792df6ecb8e8873402a3e9a12b6852d5959,19094,xlsx,08_PRODUCT_SPECIFIC,1,45,23,STANDARD,MS-09,CERTIFICATION_GUIDANCE_BY_PRODUCT_SCHEME,45,1035,0,40,48,2,0,90,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:27:03Z,"Overlaps other files but holds up to 42 records they do not (BIS_Laboratory_Scopes.xlsx; BIS_Product_Manuals_Master.xlsx; BIS_QCO-schema_2.xlsx; BIS_QCO_Master_Records (1).xlsx …(+9)). Every one of those records must survive the merge. | attributes 900, relationships 94, provenance 316, chunks 0"
F031,BIS_Standards_Scheme_Mapping.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Standards_Scheme_Mapping.xlsx,workspace,a6e2988a35af3d160a0ca0e6d81602badace8fe4e50a8a8e94c27337f4f04fd5,13680,xlsx,08_PRODUCT_SPECIFIC,1,36,23,STANDARD,MS-09,CERTIFICATION_GUIDANCE_BY_GROUP_STORE_SCHEME,36,828,12,26,32,2,0,72,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:27:00Z,"Overlaps other files but holds up to 14 records they do not (BIS_Laboratory_Scopes.xlsx; BIS_Product_Manuals_Master.xlsx; BIS_QCO_Master_Scheme_1.xlsx; BIS_Scheme_IV_FMCS.xlsx …(+5)). Every one of those records must survive the merge. | attributes 756, relationships 36, provenance 225, chunks 0"
F032,BIS_Testing_Parameters_Master.xlsx,xlsx,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/BIS_Testing_Parameters_Master.xlsx,workspace,45451502fe6bfe9b813e31b1f8ca8db1522e6c19419e81387fe8f95ad03b7ba9,15101,xlsx,10_TESTING,1,45,18,TEST,MS-13,TESTING_PARAMETERS,45,810,90,0,0,0,0,90,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T12:26:37Z,"Overlaps other files but holds up to 42 records they do not (BIS_Laboratory_Scopes.xlsx; BIS_Product_Manuals_Master.xlsx; BIS_QCO-schema_2.xlsx; BIS_QCO_Master_Records (1).xlsx …(+9)). Every one of those records must survive the merge. | attributes 45, relationships 108, provenance 675, chunks 0"
F033,bis_circulars (1).csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/bis_circulars (1).csv,workspace,55a53134aa2ee8b2551013f49f26de70b910e82addfab9f6f69c92c48e0d504f,243477,utf-8-sig,16_ACT_RULES_REGULATIONS,1,160,11,LEGAL,MS-08,BIS_CIRCULAR,160,1760,308,0,12,0,0,320,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T16:35:38Z,"Checked against BIS_Notifications_Master.xlsx and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 396, relationships 1338, provenance 1670, chunks 0"
F034,bis_gazette_notification.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/bis_gazette_notification.csv,workspace,0de9f095951722f409dc4b1a99a468ada60ca12a0a2683e6604104d71e76615b,562668,utf-8-sig,16_ACT_RULES_REGULATIONS,1,1798,4,NOTIFICATION,MS-08,GAZETTE_NOTIFICATION_INDEX,1798,7192,132,2664,4,796,0,3596,KEEP_DISTINCT_ENTITY,,RAGGED_ROWS_WIDER_THAN_HEADER,ANALYZED_WITH_IN_MEMORY_REPAIR,2026-09-01T16:35:50Z,"Checked against BIS_Notifications_Master.xlsx and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 1674, relationships 1354, provenance 4118, chunks 0"
F035,bis_laboratories.csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/bis_laboratories.csv,workspace,4f2c0804744fb1218d780d2118fe7b82de35c66ec3d3d1cd21ba13b099d86650,265219,utf-8-sig,14_LIMS_LABS,1,431,11,LABORATORY,MS-07,LIMS_LABORATORIES,431,4741,862,0,0,0,0,862,KEEP_DISTINCT_ENTITY,,,ANALYZED,2026-09-01T16:31:03Z,"Checked against bis_topic17_hallmarking_centres.csv and cleared as a false duplicate: same keys, different entity identity. Both files are required. | attributes 0, relationships 7535, provenance 4310, chunks 0"
F036,bis_product_certification_faq (1).csv,csv,/sessions/optimistic-gallant-gauss/mnt/SIH-DATASETS-EXCEL-SHEET/bis_product_certification_faq (1).csv,workspace,95ad2cc425f9b5931fdaa93ef347c0d6e5bbcfc371e5f6dfaeb6cff53d7fa9ab,18124,utf-8,12_CERTIFICATION_FAQ,1,28,8,FAQ,MS-03,PRODUCT_CERTIFICATION_FAQ,28,224,56,0,0,0,0,56,KEEP_AND_MERGE_CONTRIBUTES_UNIQUE_RECORDS,,,ANALYZED,2026-09-01T18:59:22Z,"Overlaps other files but holds up to 28 records they do not (BIS_FAQs_Master.xlsx). Every one of those records must survive the merge. | attributes 84, relationships 0, provenance 112, chunks 0"
