file_id,original_filename,sheet_name,column_index,exact_column_name,normalized_column_name,data_type,semantic_type,total_rows,non_null_rows,null_rows,placeholder_null_rows,unique_count,duplicate_count,percentage_populated,percentage_informative,multivalue_ratio,is_multivalue_field,example_values
F002,06_scheme_iv.csv,06_scheme_iv,3,scheme_label,scheme_label,string,SCHEME_NAME,6,6,0,0,1,5,100.0,100.0,0.0,NO,Scheme - IV ( Grant Of Certificate Of Conformity )
F002,06_scheme_iv.csv,06_scheme_iv,4,sr_no,sr_no,float,NUMERIC_OR_COUNT,6,6,0,0,2,4,100.0,100.0,0.0,NO,1. || 2.
F002,06_scheme_iv.csv,06_scheme_iv,5,raw_is_number,raw_is_number,string,IS_NUMBER,6,6,0,0,5,1,100.0,100.0,0.0,NO,IS 3024:2015 || IS 648:2006 || IS 16585 : 2016
F002,06_scheme_iv.csv,06_scheme_iv,6,canonical_is_number,canonical_is_number,string,IS_NUMBER,6,6,0,0,4,2,100.0,100.0,0.0,NO,IS 3024 || IS 648 || IS 16585
F002,06_scheme_iv.csv,06_scheme_iv,7,display_is_number,display_is_number,string,IS_NUMBER,6,6,0,0,5,1,100.0,100.0,0.0,NO,IS 3024 : 2015 || IS 648 : 2006 || IS 16585 : 2016
F002,06_scheme_iv.csv,06_scheme_iv,8,standard_year,standard_year,int,YEAR,6,6,0,0,5,1,100.0,100.0,0.0,NO,2015 || 2006 || 2016
F002,06_scheme_iv.csv,06_scheme_iv,9,title,title,empty,TITLE,6,6,0,6,0,0,100.0,0.0,0.0,NO,
F002,06_scheme_iv.csv,06_scheme_iv,10,product_name,product_name,string,PRODUCT_NAME,6,6,0,0,2,4,100.0,100.0,0.0,NO,Stampings/laminations/cores of transformers (with or without winding) || Requirement of Retro-Reflective Devices for Bicycles
F002,06_scheme_iv.csv,06_scheme_iv,11,specific_requirement,specific_requirement,string,DESCRIPTIVE_TEXT,6,6,0,0,3,3,100.0,100.0,0.667,YES,Made from BIS standard marked Grain Oriented Electrical Steel Sheet an || Made from BIS standard marked Grain Oriented Electrical Steel Sheet an || Made from BIS standard marked Grain Oriented Electrical Steel Sheet an
F002,06_scheme_iv.csv,06_scheme_iv,12,notified_by,notified_by,string,AUTHORITY_OR_PARTY,6,6,0,0,2,4,100.0,100.0,1.0,YES,"Steel and Steel Products (Quality Control) Order, 2020 || Bicycles- Retro Reflective Devices (Quality Control) Order, 2020"
F002,06_scheme_iv.csv,06_scheme_iv,13,notification_reference,notification_reference,string,FREE_TEXT,6,6,0,0,3,3,100.0,100.0,0.833,YES,"S.O. 1673(E), dated 27-05-2020 || S.O. 2290(E) dated 07/07/2020; Bicycles- Retro Reflective Devices (Qua || S.O. 2290(E) dated 07/07/2020"
F002,06_scheme_iv.csv,06_scheme_iv,14,notification_document_URL,notification_document_url,url,DOCUMENT_URL,6,6,0,0,2,4,100.0,100.0,0.0,NO,https://www.bis.gov.in/wp-content/uploads/2020/07/Steel-QCO-2020-dated || https://www.bis.gov.in/wp-content/uploads/2020/07/Steel-QCO-2020-dated || https://www.bis.gov.in/wp-content/uploads/2020/07/Steel-QCO-2020-dated
F002,06_scheme_iv.csv,06_scheme_iv,15,mandatory_voluntary,mandatory_voluntary,string,MANDATORY_FLAG,6,6,0,0,1,5,100.0,100.0,0.0,NO,MANDATORY
F002,06_scheme_iv.csv,06_scheme_iv,16,certification_type,certification_type,string,CERTIFICATION_TYPE,6,6,0,0,1,5,100.0,100.0,0.0,NO,SCHEME_IV
F002,06_scheme_iv.csv,06_scheme_iv,17,source_id,source_id,string,PROVENANCE_META,6,6,0,0,1,5,100.0,100.0,0.0,NO,scheme_iv
F002,06_scheme_iv.csv,06_scheme_iv,18,source_URL,source_url,url,SOURCE_URL,6,6,0,0,1,5,100.0,100.0,0.0,NO,https://www.bis.gov.in/product-certification/products-under-compulsory || https://www.bis.gov.in/product-certification/products-under-compulsory || https://www.bis.gov.in/product-certification/products-under-compulsory
F002,06_scheme_iv.csv,06_scheme_iv,19,retrieval_timestamp,retrieval_timestamp,date,DATE,6,6,0,0,1,5,100.0,100.0,0.0,NO,2026-09-01T00:00:00Z
F002,06_scheme_iv.csv,06_scheme_iv,20,scraper_engine,scraper_engine,string,PROVENANCE_META,6,6,0,0,1,5,100.0,100.0,0.0,NO,firecrawl
F002,06_scheme_iv.csv,06_scheme_iv,21,extraction_method,extraction_method,string,PROVENANCE_META,6,6,0,0,1,5,100.0,100.0,0.0,NO,FIRECRAWL_JSON
F002,06_scheme_iv.csv,06_scheme_iv,22,record_status,record_status,string,STATUS,6,6,0,0,2,4,100.0,100.0,0.0,NO,SUCCESS || DUPLICATE
F002,06_scheme_iv.csv,06_scheme_iv,23,missing_reason,missing_reason,string,MISSING_REASON,6,6,0,5,1,0,100.0,16.67,0.0,NO,NOT_APPLICABLE
F003,07_scheme_x.csv,07_scheme_x,1,scheme_record_id,scheme_record_id,string,SCHEME_ID,52,52,0,0,52,0,100.0,100.0,0.0,NO,SCHX-0001 || SCHX-0002 || SCHX-0003
F003,07_scheme_x.csv,07_scheme_x,2,scheme_id,scheme_id,string,SCHEME_ID,52,52,0,0,1,51,100.0,100.0,0.0,NO,scheme_x
F003,07_scheme_x.csv,07_scheme_x,3,scheme_label,scheme_label,string,SCHEME_NAME,52,52,0,0,2,50,100.0,100.0,0.385,YES,Scheme - X (Certification) || Machinery and Electrical Equipment covered under Omnibus Technical Reg || Machinery and Electrical Equipment covered under Omnibus Technical Reg
F003,07_scheme_x.csv,07_scheme_x,4,sr_no,sr_no,mixed(float|int|string),NUMERIC_OR_COUNT,52,52,0,0,49,3,100.0,100.0,0.0,NO,1.1 (a) || 1.1(b) || 1.2.(a)
F003,07_scheme_x.csv,07_scheme_x,5,raw_is_number,raw_is_number,string,IS_NUMBER,52,52,0,19,9,24,100.0,63.46,0.0,NO,IS/IEC 60947: Part 2:2016 || IS/IEC 60947: Part 3:2012 || IS/IEC 60947 : Part 4 : Sec 1 : 2018
F003,07_scheme_x.csv,07_scheme_x,6,canonical_is_number,canonical_is_number,string,IS_NUMBER,52,52,0,19,9,24,100.0,63.46,0.0,NO,IS/IEC 60947 (Part 2) || IS/IEC 60947 (Part 3) || IS/IEC 60947 (Part 4/Sec 1)
F003,07_scheme_x.csv,07_scheme_x,7,display_is_number,display_is_number,string,IS_NUMBER,52,52,0,19,9,24,100.0,63.46,0.0,NO,IS/IEC 60947 (Part 2) : 2016 || IS/IEC 60947 (Part 3) : 2012 || IS/IEC 60947 (Part 4/Sec 1) : 2018
F003,07_scheme_x.csv,07_scheme_x,8,standard_year,standard_year,int,YEAR,52,52,0,19,5,28,100.0,63.46,0.0,NO,2016 || 2012 || 2018
F003,07_scheme_x.csv,07_scheme_x,9,title,title,string,TITLE,52,52,0,22,9,21,100.0,57.69,1.0,YES,Low - Voltage Switchgear and Controlgear: Part 2 circuit - Breakers (F || Low - Voltage Switchgear and Controlgear: Part 2 circuit - Breakers (F || Low - Voltage Switchgear and Controlgear: Part 2 circuit - Breakers (F
F003,07_scheme_x.csv,07_scheme_x,10,product_name,product_name,string,PRODUCT_NAME,52,52,0,0,44,8,100.0,100.0,0.731,YES,"AC Circuit - Breakers (Category A)- All ratings upto 630 A, upto 440V  || AC Circuit - Breakers (Category - A)- All ratings above 630A , upto 44 || AC Circuit - Breakers (Category - A)- All ratings above 630A , upto 44"
F003,07_scheme_x.csv,07_scheme_x,11,specific_requirement,specific_requirement,string,DESCRIPTIVE_TEXT,52,52,0,20,22,10,100.0,61.54,0.219,NO,All test as per IS/IEC 60947 : Part 2 : 2016 except the test listed be || Electromagnetic compatibility(EMC) mentioned in Annex J and All test s || All test as per IS/IEC 60947 : Part 2 : 2016 except the test listed be
F003,07_scheme_x.csv,07_scheme_x,12,notified_by,notified_by,string,AUTHORITY_OR_PARTY,52,52,0,0,2,50,100.0,100.0,0.0,NO,Ministry of Heavy Industries || Government of India
F003,07_scheme_x.csv,07_scheme_x,13,notification_reference,notification_reference,string,FREE_TEXT,52,52,0,0,9,43,100.0,100.0,1.0,YES,"Electrical Equipment (Quality Control) Order, 2020 - S.O. 4044(E), dat || Deferment of upcoming phase implementation of the Electrical Equipment || Electrical Equipment (Quality Control) Second Amendment Order, 2024 - "
F003,07_scheme_x.csv,07_scheme_x,14,notification_document_URL,notification_document_url,url,DOCUMENT_URL,52,52,0,0,8,44,100.0,100.0,0.0,NO,https://www.bis.gov.in/wp-content/uploads/2025/05/Electrical-Equipment || https://www.bis.gov.in/wp-content/uploads/2025/11/Deferment-of-upcomin || https://www.bis.gov.in/wp-content/uploads/2025/05/Extension-of-impleme
F003,07_scheme_x.csv,07_scheme_x,15,mandatory_voluntary,mandatory_voluntary,string,MANDATORY_FLAG,52,52,0,0,1,51,100.0,100.0,0.0,NO,MANDATORY
F003,07_scheme_x.csv,07_scheme_x,16,certification_type,certification_type,string,CERTIFICATION_TYPE,52,52,0,0,1,51,100.0,100.0,0.0,NO,SCHEME_X
F003,07_scheme_x.csv,07_scheme_x,17,source_id,source_id,string,PROVENANCE_META,52,52,0,0,1,51,100.0,100.0,0.0,NO,scheme_x
F003,07_scheme_x.csv,07_scheme_x,18,source_URL,source_url,url,SOURCE_URL,52,52,0,0,1,51,100.0,100.0,0.0,NO,https://www.bis.gov.in/products-under-compulsory-certification-scheme- || https://www.bis.gov.in/products-under-compulsory-certification-scheme- || https://www.bis.gov.in/products-under-compulsory-certification-scheme-
F003,07_scheme_x.csv,07_scheme_x,19,retrieval_timestamp,retrieval_timestamp,date,DATE,52,52,0,0,1,51,100.0,100.0,0.0,NO,2026-09-01T00:00:00Z
F003,07_scheme_x.csv,07_scheme_x,20,scraper_engine,scraper_engine,string,PROVENANCE_META,52,52,0,0,1,51,100.0,100.0,0.0,NO,firecrawl
F003,07_scheme_x.csv,07_scheme_x,21,extraction_method,extraction_method,string,PROVENANCE_META,52,52,0,0,1,51,100.0,100.0,0.0,NO,FIRECRAWL_MARKDOWN
F003,07_scheme_x.csv,07_scheme_x,22,record_status,record_status,string,STATUS,52,52,0,0,2,50,100.0,100.0,0.0,NO,SUCCESS || PARTIAL
F003,07_scheme_x.csv,07_scheme_x,23,missing_reason,missing_reason,string,MISSING_REASON,52,52,0,29,1,22,100.0,44.23,0.0,NO,NOT_EXPOSED_BY_SOURCE
F004,17_source_conflicts.csv,17_source_conflicts,1,conflict_id,conflict_id,string,PRIMARY_KEY_ID,2,2,0,0,2,0,100.0,100.0,0.0,NO,CONF-0001 || CONF-0002
F004,17_source_conflicts.csv,17_source_conflicts,2,entity_type,entity_type,string,CATEGORY,2,2,0,0,1,1,100.0,100.0,0.0,NO,scheme_mapping
F004,17_source_conflicts.csv,17_source_conflicts,3,entity_key,entity_key,string,IS_RELATIONSHIP,2,2,0,0,1,1,100.0,100.0,1.0,YES,scheme_iv|IS 10613|Requirement of Retro-Reflective Devices for Bicycle || scheme_iv|IS 10613|Requirement of Retro-Reflective Devices for Bicycle
F004,17_source_conflicts.csv,17_source_conflicts,4,field_name,field_name,string,CATEGORY,2,2,0,0,2,0,100.0,100.0,0.0,NO,specific_requirement || standard_year
F004,17_source_conflicts.csv,17_source_conflicts,5,value_a,value_a,mixed(int|string),UNCLASSIFIED_STRING,2,2,0,0,2,0,100.0,100.0,0.0,NO,Clause 4.2.2 of IS 10613: 2023 || 2023
F004,17_source_conflicts.csv,17_source_conflicts,6,source_a_id,source_a_id,string,PRIMARY_KEY_ID,2,2,0,0,1,1,100.0,100.0,0.0,NO,scheme_iv
F004,17_source_conflicts.csv,17_source_conflicts,7,source_a_URL,source_a_url,url,URL,2,2,0,0,1,1,100.0,100.0,0.0,NO,https://www.bis.gov.in/product-certification/products-under-compulsory || https://www.bis.gov.in/product-certification/products-under-compulsory
F004,17_source_conflicts.csv,17_source_conflicts,8,value_b,value_b,mixed(int|string),UNCLASSIFIED_STRING,2,2,0,0,2,0,100.0,100.0,0.0,NO,Clause 4.14 of IS 10613: 2014 || 2014
F004,17_source_conflicts.csv,17_source_conflicts,9,source_b_id,source_b_id,string,PRIMARY_KEY_ID,2,2,0,0,1,1,100.0,100.0,0.0,NO,scheme_iv
F004,17_source_conflicts.csv,17_source_conflicts,10,source_b_URL,source_b_url,url,URL,2,2,0,0,1,1,100.0,100.0,0.0,NO,https://www.bis.gov.in/product-certification/products-under-compulsory || https://www.bis.gov.in/product-certification/products-under-compulsory
F004,17_source_conflicts.csv,17_source_conflicts,11,resolution_rule,resolution_rule,string,UNCLASSIFIED_STRING,2,2,0,0,1,1,100.0,100.0,0.0,NO,UNRESOLVED_BOTH_OFFICIAL_VALUES_PRESERVED
F004,17_source_conflicts.csv,17_source_conflicts,12,resolved_value,resolved_value,empty,EMPTY_COLUMN,2,2,0,2,0,0,100.0,0.0,0.0,NO,
F004,17_source_conflicts.csv,17_source_conflicts,13,detected_at,detected_at,date,DATE,2,2,0,0,1,1,100.0,100.0,0.0,NO,2026-09-01T00:00:00Z
F004,17_source_conflicts.csv,17_source_conflicts,14,notes,notes,string,DESCRIPTIVE_TEXT,2,2,0,0,2,0,100.0,100.0,1.0,YES,The same official BIS Scheme-IV page renders two tables for the same p || Revision year differs between the two tables on the same official page
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,1,test_id,test_id,string,TEST_ID,260,260,0,0,260,0,100.0,100.0,0.0,NO,T17631-01 || T17631-02 || T17631-03
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,2,test_name,test_name,string,TEST_NAME,260,260,0,0,156,104,100.0,100.0,0.035,NO,Design and Workmanship || Dimensions || Resistance to Mechanical Damage
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,3,parameter,parameter,string,TEST_NAME,260,260,0,0,197,63,100.0,100.0,0.027,NO,Construction/workmanship || Dimensions || Resistance to mechanical damage
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,4,method,method,string,TEST_METHOD,260,260,0,0,102,158,100.0,100.0,0.004,NO,Visual/standard method || Standard dimensional measurement || Standard method
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,5,method_standard,method_standard,string,TEST_METHOD,260,260,0,0,49,211,100.0,100.0,0.0,NO,IS 17631:2022 || IS 17632:2022 || IS 17633:2022
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,6,clause,clause,string,DOC_LOCATOR,260,260,0,0,50,210,100.0,100.0,0.004,NO,Cl.4 || Cl.5 || Cl.6.1(a)
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,7,sample_size,sample_size,string,NUMERIC_OR_COUNT,260,260,0,0,59,201,100.0,100.0,0.004,NO,As SIT || Material specimen || Leather specimen
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,8,frequency,frequency,string,UNCLASSIFIED_STRING,260,260,0,0,8,252,100.0,100.0,0.0,NO,As SIT || SIT || As per SIT
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,9,acceptance_criteria,acceptance_criteria,string,ACCEPTANCE_CRITERIA,260,260,0,0,104,156,100.0,100.0,0.004,NO,Conform to IS || Within prescribed tolerances || IS limits
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,10,required_equipment,required_equipment,string,UNCLASSIFIED_STRING,260,260,0,0,164,96,100.0,100.0,0.004,NO,Furniture inspection equipment || Vernier/caliper/steel scale || Specified furniture apparatus
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,11,remarks,remarks,string,DESCRIPTIVE_TEXT,260,260,0,0,46,214,100.0,100.0,0.004,NO,BIS LIMS lists this test || Factory test || —
F005,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,12,source_URL,source_url,string,SOURCE_URL,260,260,0,0,13,247,100.0,100.0,0.0,NO,BIS LIMS IS 17631 || BIS LIMS IS 17632 || BIS LIMS IS 17633
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,1,faq_id,faq_id,string,PRIMARY_KEY_ID,98,98,0,0,98,0,100.0,100.0,0.0,NO,PC-FAQ-001 || PC-FAQ-002 || PC-FAQ-003
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,2,question,question,string,FAQ_QUESTION,98,98,0,0,98,0,100.0,100.0,0.041,NO,What is a BIS licence? || How can I find the Indian Standard for my product if I do not know the || Is BIS certification compulsory for my product?
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,3,answer,answer,string,FAQ_ANSWER,98,98,0,0,98,0,100.0,100.0,0.786,YES,"A BIS licence is a licence granted under Section 13 of the BIS Act, 20 || Search for the Indian Standard corresponding to the product through Ma || BIS certification is compulsory for products brought under compulsory "
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,4,category,category,string,CATEGORY,98,98,0,0,4,94,100.0,100.0,0.0,NO,Product Certification || FMCS || Hallmarking
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,5,related_IS,related_is,string,IS_RELATIONSHIP,98,98,0,0,24,74,100.0,100.0,0.041,NO,General || Applicable compulsory IS || Any applicable IS
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,6,related_product,related_product,string,PRODUCT_NAME,98,98,0,0,62,36,100.0,100.0,0.041,NO,Certified products || Any product || Product covered by compulsory certification
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,7,related_QCO,related_qco,string,QCO_REFERENCE,98,98,0,0,8,90,100.0,100.0,0.0,NO,— || Applicable QCO || Applicable QCO if mandatory
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,8,related_scheme,related_scheme,string,UNCLASSIFIED_STRING,98,98,0,0,4,94,100.0,100.0,0.0,NO,Scheme-I || Scheme-I/Scheme-X depending on product || FMCS
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,9,document_reference,document_reference,string,UNCLASSIFIED_STRING,98,98,0,0,79,19,100.0,100.0,0.071,NO,BIS Act 2016; Product Certification FAQ Q1 || Product Certification FAQ Q2 || Product Certification FAQ Q3
F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,10,source_URL,source_url,url,SOURCE_URL,98,98,0,0,5,93,100.0,100.0,0.0,NO,https://www.bis.gov.in/product-certification/product-certification-faq || https://www.bis.gov.in/product-certification/product-certification-faq || https://www.bis.gov.in/product-certification/product-certification-faq
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,1,scope_id,scope_id,string,PRIMARY_KEY_ID,45,45,0,0,45,0,100.0,100.0,0.0,NO,SC-17631 || SC-17632 || SC-17633
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,2,lab_id,lab_id,string,LAB_ID,45,45,0,0,1,44,100.0,100.0,0.0,NO,LIMS-MULTIPLE
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,3,IS_number,is_number,string,IS_NUMBER,45,45,0,0,45,0,100.0,100.0,0.0,NO,IS 17631:2022 || IS 17632:2022 || IS 17633:2022
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,4,product,product,string,PRODUCT_NAME,45,45,0,0,45,0,100.0,100.0,0.267,NO,Work Chairs - Specification || General Purpose Chairs and Stools - Specification || Tables and Desks - Specification
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,5,test_name,test_name,string,TEST_NAME,45,45,0,0,38,7,100.0,100.0,0.733,YES,Multiple LIMS test facilities || Multiple cement tests || Chemical and physical cement tests
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,6,test_method,test_method,string,TEST_METHOD,45,45,0,0,45,0,100.0,100.0,0.0,NO,IS 17631:2022 || IS 17632:2022 || IS 17633:2022
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,7,clause,clause,string,DOC_LOCATOR,45,45,0,0,14,31,100.0,100.0,0.089,NO,"Multiple || 5.1, 6.1, 6.2.1, 6.3, 6.4 || 5.1 etc."
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,8,capability,capability,string,UNCLASSIFIED_STRING,45,45,0,0,24,21,100.0,100.0,0.044,NO,Multiple laboratories/test facilities || 15 laboratories currently listed || 14 laboratories currently listed
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,9,scope_status,scope_status,string,STATUS,45,45,0,0,5,40,100.0,100.0,0.022,NO,Active LIMS scope || Active framework || Active
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,10,scope_validity,scope_validity,string,DATE,45,45,0,0,1,44,100.0,100.0,0.0,NO,Laboratory-specific
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,11,testing_charge,testing_charge,string,FEE,45,45,0,0,1,44,100.0,100.0,0.0,NO,Laboratory-specific
F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,12,source_URL,source_url,url,SOURCE_URL,45,45,0,0,32,13,100.0,100.0,0.0,NO,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17631 || https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17632 || https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17633
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,1,order_id,order_id,string,PRIMARY_KEY_ID,14,14,0,0,14,0,100.0,100.0,0.0,NO,HMO-2020-001 || HMO-2020-002 || HMO-2021-001
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,2,order_title,order_title,string,TITLE,14,14,0,0,14,0,100.0,100.0,1.0,YES,"Hallmarking of Gold Jewellery and Gold Artefacts Order, 2020 || Hallmarking of Gold Jewellery and Gold Artefacts (Amendment) Order, 20 || Hallmarking of Gold Jewellery and Gold Artefacts (Amendment) Order, 20"
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,3,order_number,order_number,string,UNCLASSIFIED_STRING,14,14,0,0,14,0,100.0,100.0,0.0,NO,S.O. 205(E) || S.O. 3513(E) || S.O. 2102(E)
F008,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,4,metal,metal,string,CATEGORY,14,14,0,0,2,12,100.0,100.0,0.0,NO,Gold || Silver
