file_id,original_filename,sheet_name,column_or_sheet,flag,metric,semantic_type,total_rows,phase4_action
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,process_requirements,MULTIVALUE_COLUMN,ratio=0.575,UNCLASSIFIED_STRING,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,testing_requirements,MULTIVALUE_COLUMN,ratio=0.85,UNCLASSIFIED_STRING,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F011,BIS_Products_Details.xlsx,Products_Details,alternate_names,MULTIVALUE_COLUMN,ratio=0.65,PRODUCT_NAME,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F011,BIS_Products_Details.xlsx,Products_Details,description,MULTIVALUE_COLUMN,ratio=0.925,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F011,BIS_Products_Details.xlsx,Products_Details,keywords,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F012,BIS_Products_Full_Information.xlsx,Products_Details,alternate_names,MULTIVALUE_COLUMN,ratio=0.4,PRODUCT_NAME,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F012,BIS_Products_Full_Information.xlsx,Products_Details,description,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F012,BIS_Products_Full_Information.xlsx,Products_Details,keywords,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F012,BIS_Products_Full_Information.xlsx,Products_Details,related_IS_numbers,MULTIVALUE_COLUMN,ratio=0.775,IS_RELATIONSHIP,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,alternate_names,MULTIVALUE_COLUMN,ratio=0.4,PRODUCT_NAME,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,description,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,keywords,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,related_IS_numbers,MULTIVALUE_COLUMN,ratio=0.775,IS_RELATIONSHIP,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,qco_name,MULTIVALUE_COLUMN,ratio=1.0,QCO_REFERENCE,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,ministry,MULTIVALUE_COLUMN,ratio=1.0,AUTHORITY_OR_PARTY,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,exclusions,MULTIVALUE_COLUMN,ratio=0.375,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,amendments,MULTIVALUE_COLUMN,ratio=0.4,UNCLASSIFIED_STRING,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,extensions,MULTIVALUE_COLUMN,ratio=0.35,UNCLASSIFIED_STRING,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,qco_name,MULTIVALUE_COLUMN,ratio=0.933,QCO_REFERENCE,15,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,product,MULTIVALUE_COLUMN,ratio=0.333,PRODUCT_NAME,15,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,effective_date,HIGH_PLACEHOLDER_COLUMN,93.3% placeholder (14/15),EFFECTIVE_DATE,15,Convert placeholder cells to NULL + missing_reason; keep the 1 informative values.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,scope,MULTIVALUE_COLUMN,ratio=0.667,DESCRIPTIVE_TEXT,15,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,exclusions,HIGH_PLACEHOLDER_COLUMN,46.7% placeholder (7/15),DESCRIPTIVE_TEXT,15,Convert placeholder cells to NULL + missing_reason; keep the 8 informative values.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,amendments,HIGH_PLACEHOLDER_COLUMN,46.7% placeholder (7/15),UNCLASSIFIED_STRING,15,Convert placeholder cells to NULL + missing_reason; keep the 8 informative values.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,extensions,HIGH_PLACEHOLDER_COLUMN,93.3% placeholder (14/15),UNCLASSIFIED_STRING,15,Convert placeholder cells to NULL + missing_reason; keep the 1 informative values.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,deferments,FULLY_PLACEHOLDER_COLUMN,15/15 placeholder,EMPTY_COLUMN,15,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,corrigendas,FULLY_PLACEHOLDER_COLUMN,15/15 placeholder,EMPTY_COLUMN,15,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,supersession,HIGH_PLACEHOLDER_COLUMN,93.3% placeholder (14/15),UNCLASSIFIED_STRING,15,Convert placeholder cells to NULL + missing_reason; keep the 1 informative values.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,product,MULTIVALUE_COLUMN,ratio=0.333,PRODUCT_NAME,3,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,IS_numbers,MULTIVALUE_COLUMN,ratio=0.667,IS_RELATIONSHIP,3,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,ministry,MULTIVALUE_COLUMN,ratio=1.0,AUTHORITY_OR_PARTY,3,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,department,MULTIVALUE_COLUMN,ratio=1.0,AUTHORITY_OR_PARTY,3,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,scope,MULTIVALUE_COLUMN,ratio=0.333,DESCRIPTIVE_TEXT,3,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,exclusions,MULTIVALUE_COLUMN,ratio=0.333,DESCRIPTIVE_TEXT,3,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,amendments,HIGH_PLACEHOLDER_COLUMN,33.3% placeholder (1/3),UNCLASSIFIED_STRING,3,Convert placeholder cells to NULL + missing_reason; keep the 2 informative values.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,deferments,FULLY_PLACEHOLDER_COLUMN,3/3 placeholder,EMPTY_COLUMN,3,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,corrigendas,FULLY_PLACEHOLDER_COLUMN,3/3 placeholder,EMPTY_COLUMN,3,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,supersession,FULLY_PLACEHOLDER_COLUMN,3/3 placeholder,EMPTY_COLUMN,3,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,notification_date,MULTIVALUE_COLUMN,ratio=0.917,DATE,12,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,ministry,MULTIVALUE_COLUMN,ratio=0.917,AUTHORITY_OR_PARTY,12,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,scope,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,12,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,deferments,FULLY_PLACEHOLDER_COLUMN,12/12 placeholder,EMPTY_COLUMN,12,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,QCO / Order,MULTIVALUE_COLUMN,ratio=0.975,QCO_REFERENCE,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,Ministry,MULTIVALUE_COLUMN,ratio=0.95,AUTHORITY_OR_PARTY,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,Notification Number,MULTIVALUE_COLUMN,ratio=0.35,UNCLASSIFIED_STRING,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,Effective / Implementation Date,MULTIVALUE_COLUMN,ratio=0.775,EFFECTIVE_DATE,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,Scope,MULTIVALUE_COLUMN,ratio=0.725,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F019,BIS_QCO_Summary.xlsx,QCO_Summary,QCO Name / Identifier,MULTIVALUE_COLUMN,ratio=0.971,QCO_REFERENCE,35,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F019,BIS_QCO_Summary.xlsx,QCO_Summary,Key Scope / Exclusions / Amendments,MULTIVALUE_COLUMN,ratio=0.8,FREE_TEXT,35,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F020,BIS_Recognized_Laboratories.xlsx,BIS_Recognized_Labs,lab_name,MULTIVALUE_COLUMN,ratio=0.333,LAB_IDENTITY,15,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F020,BIS_Recognized_Laboratories.xlsx,BIS_Recognized_Labs,address,MULTIVALUE_COLUMN,ratio=0.867,ADDRESS,15,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,Scope,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,Requirements,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F021,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,Related QCO,MULTIVALUE_COLUMN,ratio=1.0,QCO_REFERENCE,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,IS Number,MULTIVALUE_COLUMN,ratio=0.4,IS_RELATIONSHIP,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,Product,MULTIVALUE_COLUMN,ratio=0.8,PRODUCT_NAME,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,Scheme Name,MULTIVALUE_COLUMN,ratio=1.0,SCHEME_NAME,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,Certification Type,MULTIVALUE_COLUMN,ratio=1.0,CERTIFICATION_TYPE,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,Scope,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,Requirements,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,Related QCO,MULTIVALUE_COLUMN,ratio=0.4,QCO_REFERENCE,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F022,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,Related SIT,MULTIVALUE_COLUMN,ratio=0.6,UNCLASSIFIED_STRING,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,IS Number,MULTIVALUE_COLUMN,ratio=0.4,IS_RELATIONSHIP,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,Product,MULTIVALUE_COLUMN,ratio=0.8,PRODUCT_NAME,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,Scheme Name,MULTIVALUE_COLUMN,ratio=1.0,SCHEME_NAME,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,Certification Type,MULTIVALUE_COLUMN,ratio=1.0,CERTIFICATION_TYPE,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,Scope,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,Requirements,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,Related QCO,MULTIVALUE_COLUMN,ratio=0.4,QCO_REFERENCE,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F023,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,Related SIT,MULTIVALUE_COLUMN,ratio=0.6,UNCLASSIFIED_STRING,5,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,scope,MULTIVALUE_COLUMN,ratio=0.575,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,requirements,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,scope,MULTIVALUE_COLUMN,ratio=0.575,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,requirements,MULTIVALUE_COLUMN,ratio=1.0,DESCRIPTIVE_TEXT,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F027,BIS_Standards_Details_v2 (1).xlsx,BIS Standards,part/section,HIGH_PLACEHOLDER_COLUMN,17.5% placeholder (7/40),UNCLASSIFIED_STRING,40,Convert placeholder cells to NULL + missing_reason; keep the 33 informative values.
F027,BIS_Standards_Details_v2 (1).xlsx,BIS Standards,revision date,HIGH_PLACEHOLDER_COLUMN,15.0% placeholder (6/40),DATE,40,Convert placeholder cells to NULL + missing_reason; keep the 34 informative values.
F027,BIS_Standards_Details_v2 (1).xlsx,BIS Standards,superseded standard,HIGH_PLACEHOLDER_COLUMN,15.0% placeholder (6/40),IS_RELATIONSHIP,40,Convert placeholder cells to NULL + missing_reason; keep the 34 informative values.
F027,BIS_Standards_Details_v2 (1).xlsx,BIS Standards,superseding standard,FULLY_PLACEHOLDER_COLUMN,40/40 placeholder,IS_RELATIONSHIP,40,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F027,BIS_Standards_Details_v2 (1).xlsx,BIS Standards,technical committee,MULTIVALUE_COLUMN,ratio=0.6,UNCLASSIFIED_STRING,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F028,BIS_Standards_Details_v2.xlsx,BIS Standards,part/section,HIGH_PLACEHOLDER_COLUMN,17.5% placeholder (7/40),UNCLASSIFIED_STRING,40,Convert placeholder cells to NULL + missing_reason; keep the 33 informative values.
F028,BIS_Standards_Details_v2.xlsx,BIS Standards,revision date,HIGH_PLACEHOLDER_COLUMN,15.0% placeholder (6/40),DATE,40,Convert placeholder cells to NULL + missing_reason; keep the 34 informative values.
F028,BIS_Standards_Details_v2.xlsx,BIS Standards,superseded standard,HIGH_PLACEHOLDER_COLUMN,15.0% placeholder (6/40),IS_RELATIONSHIP,40,Convert placeholder cells to NULL + missing_reason; keep the 34 informative values.
F028,BIS_Standards_Details_v2.xlsx,BIS Standards,superseding standard,FULLY_PLACEHOLDER_COLUMN,40/40 placeholder,IS_RELATIONSHIP,40,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F028,BIS_Standards_Details_v2.xlsx,BIS Standards,technical committee,MULTIVALUE_COLUMN,ratio=0.6,UNCLASSIFIED_STRING,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
F029,BIS_Standards_Details_v3.xlsx,BIS Standards,part/section,HIGH_PLACEHOLDER_COLUMN,17.5% placeholder (7/40),UNCLASSIFIED_STRING,40,Convert placeholder cells to NULL + missing_reason; keep the 33 informative values.
F029,BIS_Standards_Details_v3.xlsx,BIS Standards,revision date,HIGH_PLACEHOLDER_COLUMN,15.0% placeholder (6/40),DATE,40,Convert placeholder cells to NULL + missing_reason; keep the 34 informative values.
F029,BIS_Standards_Details_v3.xlsx,BIS Standards,superseded standard,HIGH_PLACEHOLDER_COLUMN,15.0% placeholder (6/40),IS_RELATIONSHIP,40,Convert placeholder cells to NULL + missing_reason; keep the 34 informative values.
F029,BIS_Standards_Details_v3.xlsx,BIS Standards,superseding standard,FULLY_PLACEHOLDER_COLUMN,40/40 placeholder,IS_RELATIONSHIP,40,Zero informative values. Convert every cell to NULL + missing_reason=PLACEHOLDER_IN_SOURCE; never emit 'N/A'.
F029,BIS_Standards_Details_v3.xlsx,BIS Standards,technical committee,MULTIVALUE_COLUMN,ratio=0.6,UNCLASSIFIED_STRING,40,Explode into a 90_RELATIONSHIPS child table; do NOT keep as a comma-separated cell.
