duplicate_row_group,file_id,original_filename,sheet_name,occurrences,source_rows_1based,redundant_copies,normalized_key_preview,duplicate_type,phase4_action
e7a466cc5d991b21,F034,bis_gazette_notification.csv,bis_gazette_notification,2,12; 911,1,"{""id"": ""11"", ""related_is"": ""is 8042"", ""title"": ""\u0938\u092b\u0947\u0926 \u092a\u094b\u0930\u094d\u091f\u0932\u0948\u0902\u0921 \u0938\u0940\u092e\u0947\u0902\u091f"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
35d4090986a41072,F034,bis_gazette_notification.csv,bis_gazette_notification,2,13; 912,1,"{""id"": ""12"", ""related_is"": ""is 8043"", ""title"": ""\u0939\u093e\u0907\u0921\u094d\u0930\u094b\u092b\u094b\u092c\u093f\u0915 \u092a\u094b\u0930\u094d\u091f\u0932\u0948\u0902\u0921 \u0938\u0940\u092e\u0947\u0902\u091f"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
6f29272e4e352f2c,F034,bis_gazette_notification.csv,bis_gazette_notification,2,14; 913,1,"{""id"": ""13"", ""related_is"": ""is 8229"", ""title"": ""\u0924\u0947\u0932 \u0915\u0941\u0906\u0901 \u0938\u0940\u092e\u0947\u0902\u091f"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
175d98b81e7a8eeb,F034,bis_gazette_notification.csv,bis_gazette_notification,2,15; 914,1,"{""id"": ""14"", ""related_is"": ""is 16415 : 2015"", ""title"": ""\u0938\u0902\u092f\u0941\u0915\u094d\u0924 \u0938\u0940\u092e\u0947\u0902\u091f \u2013 \u0935\u093f\u0928\u093f\u0930\u094d\u0926\u0947\u0936"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
236f4590fdc8383d,F034,bis_gazette_notification.csv,bis_gazette_notification,2,16; 915,1,"{""id"": ""15"", ""related_is"": ""is 16993 : 2018"", ""title"": ""\u092e\u093e\u0907\u0915\u094d\u0930\u094b\u092b\u093e\u0907\u0928 \u0938\u093e\u0927\u093e\u0930\u0923 \u092a\u094b\u0930\u094d\u091f\u0932\u0948\u0902\u0921 \u0938\u0940\u092e\u0947\u0902\u091f \u2013 \u0935\u093f\u0928\u093f\u0930\u094d\u0926\u0947\u0936"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
15a37df3218e28bf,F034,bis_gazette_notification.csv,bis_gazette_notification,2,17; 916,1,"{""id"": ""16"", ""related_is"": ""is 15895 : 2018"", ""title"": ""\u0909\u091a\u094d\u091a \u090f\u0932\u094d\u092f\u0941\u092e\u093f\u0928\u093e \u0905\u092a\u0935\u0930\u094d\u0924\u0915 \u0938\u0940\u092e\u0947\u0902\u091f"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
ab123419e01c486b,F034,bis_gazette_notification.csv,bis_gazette_notification,2,18; 917,1,"{""id"": ""\u0918\u0930\u0947\u0932\u0942 \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0909\u092a\u0915\u0930\u0923"", ""related_is"": """", ""title"": """", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
4540709677311c10,F034,bis_gazette_notification.csv,bis_gazette_notification,2,19; 918,1,"{""id"": ""17"", ""related_is"": ""is 12640 (\u092d\u093e\u0917 1)"", ""title"": ""\u0905\u0935\u0936\u093f\u0937\u094d\u091f \u0927\u093e\u0930\u093e \u0938\u0902\u091a\u093e\u0932\u093f\u0924 \u0938\u0930\u094d\u0915\u093f\u091f \u092c\u094d\u0930\u0947\u0915\u0930 (\u0918\u0930\u0947\u0932\u0942 \u090f\u0935\u0902 \u0938\u092e\u093e\u0928 \u0909\u092a\u092f\u094b\u0917 \u0939\u0947\u0924\u0941) \u2013 \u0",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
b27c3fb4980fdde6,F034,bis_gazette_notification.csv,bis_gazette_notification,2,20; 919,1,"{""id"": ""18"", ""related_is"": ""is 12640 (\u092d\u093e\u0917 2)"", ""title"": ""\u0905\u0935\u0936\u093f\u0937\u094d\u091f \u0927\u093e\u0930\u093e \u0938\u0902\u091a\u093e\u0932\u093f\u0924 \u0938\u0930\u094d\u0915\u093f\u091f \u092c\u094d\u0930\u0947\u0915\u0930 \u2013 \u092d\u093e\u0917 2 : \u0905\u0902\u0924\u0930\u094d\u0928\u093f\u0939\u093f\u0924 \u0913\u0935\u0930\u0915\u0930\u0902\u091f \u0938\u0",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
eabfc45c6f2cdbbd,F034,bis_gazette_notification.csv,bis_gazette_notification,2,21; 920,1,"{""id"": ""19"", ""related_is"": ""is 13010"", ""title"": ""\u090f\u0938\u0940 \u0935\u093e\u091f-\u0906\u0935\u0930 \u092e\u0940\u091f\u0930, \u0935\u0930\u094d\u0917 0.5, 1 \u090f\u0935\u0902 2"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
23eb7068170f1ac9,F034,bis_gazette_notification.csv,bis_gazette_notification,2,22; 921,1,"{""id"": ""20"", ""related_is"": ""is 13779"", ""title"": ""\u090f\u0938\u0940 \u0938\u094d\u0925\u0948\u0924\u093f\u0915 \u0935\u093e\u091f-\u0906\u0935\u0930 \u092e\u0940\u091f\u0930, \u0935\u0930\u094d\u0917 1 \u090f\u0935\u0902 2"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
aaa88c5d6e9cfdae,F034,bis_gazette_notification.csv,bis_gazette_notification,2,23; 922,1,"{""id"": ""21"", ""related_is"": ""is 14697"", ""title"": ""\u090f\u0938\u0940 \u0938\u094d\u0925\u0948\u0924\u093f\u0915 \u091f\u094d\u0930\u093e\u0902\u0938\u092b\u0949\u0930\u094d\u092e\u0930 \u0938\u0902\u091a\u093e\u0932\u093f\u0924 \u0935\u093e\u091f-\u0906\u0935\u0930 \u090f\u0935\u0902 var-\u0906\u0935\u0930 \u092e\u0940\u091f\u0930, \u0935\u0930\u094d\u0917 0.2s \u090f\u0935\u0902 0.5s"", ""unnamed_3""",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
1051ef62a1577a88,F034,bis_gazette_notification.csv,bis_gazette_notification,2,24; 923,1,"{""id"": ""22"", ""related_is"": ""is 15111 (\u092d\u093e\u0917 1 \u090f\u0935\u0902 2)"", ""title"": ""\u0938\u093e\u092e\u093e\u0928\u094d\u092f \u092a\u094d\u0930\u0915\u093e\u0936 \u0938\u0947\u0935\u093e \u0939\u0947\u0924\u0941 \u0938\u094d\u0935-\u092c\u0948\u0932\u093e\u0938\u094d\u091f\u0947\u0921 \u0932\u0948\u092e\u094d\u092a \u2013 \u092d\u093e\u0917 1 : \u0938\u0941\u0930\u0915\u094d\u0937\u093e",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
a89d1eb2427fb8e9,F034,bis_gazette_notification.csv,bis_gazette_notification,2,25; 924,1,"{""id"": ""23"", ""related_is"": ""is 302 (\u092d\u093e\u0917 2/\u0905\u0928\u0941\u092d\u093e\u0917 3)"", ""title"": ""\u0918\u0930\u0947\u0932\u0942 \u090f\u0935\u0902 \u0938\u092e\u093e\u0928 \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0909\u092a\u0915\u0930\u0923\u094b\u0902 \u0915\u0940 \u0938\u0941\u0930\u0915\u094d\u0937\u093e \u2013 \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0907\u0938\u094d\u0924",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
0ae07ac35eaa85b2,F034,bis_gazette_notification.csv,bis_gazette_notification,2,26; 925,1,"{""id"": ""24"", ""related_is"": ""is 302 (\u092d\u093e\u0917 2/\u0905\u0928\u0941\u092d\u093e\u0917 201)"", ""title"": ""\u0918\u0930\u0947\u0932\u0942 \u090f\u0935\u0902 \u0938\u092e\u093e\u0928 \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0909\u092a\u0915\u0930\u0923\u094b\u0902 \u0915\u0940 \u0938\u0941\u0930\u0915\u094d\u0937\u093e \u2013 \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0907\u092e\u0930\u09",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
5fe8f352f5770303,F034,bis_gazette_notification.csv,bis_gazette_notification,2,27; 926,1,"{""id"": ""25"", ""related_is"": ""is 302 (\u092d\u093e\u0917 2/\u0905\u0928\u0941\u092d\u093e\u0917 202)"", ""title"": ""\u0918\u0930\u0947\u0932\u0942 \u090f\u0935\u0902 \u0938\u092e\u093e\u0928 \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0909\u092a\u0915\u0930\u0923\u094b\u0902 \u0915\u0940 \u0938\u0941\u0930\u0915\u094d\u0937\u093e \u2013 \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0938\u094d\u091f\u09",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
b7384b59e6a63b4d,F034,bis_gazette_notification.csv,bis_gazette_notification,2,28; 927,1,"{""id"": ""26"", ""related_is"": ""is 302 (\u092d\u093e\u0917 2/\u0905\u0928\u0941\u092d\u093e\u0917 30)"", ""title"": ""\u0918\u0930\u0947\u0932\u0942 \u090f\u0935\u0902 \u0938\u092e\u093e\u0928 \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0909\u092a\u0915\u0930\u0923\u094b\u0902 \u0915\u0940 \u0938\u0941\u0930\u0915\u094d\u0937\u093e \u2013 \u0915\u092e\u0930\u0947 \u0915\u0947 \u0939\u0940\u091f\u0930"", """,ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
3ac26bb8d662cc0c,F034,bis_gazette_notification.csv,bis_gazette_notification,2,29; 928,1,"{""id"": ""27"", ""related_is"": ""is 3854"", ""title"": ""\u0918\u0930\u0947\u0932\u0942 \u090f\u0935\u0902 \u0938\u092e\u093e\u0928 \u092a\u094d\u0930\u092f\u094b\u091c\u0928\u094b\u0902 \u0939\u0947\u0924\u0941 \u0938\u094d\u0935\u093f\u091a"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
67e916869cb54bff,F034,bis_gazette_notification.csv,bis_gazette_notification,2,30; 929,1,"{""id"": ""28"", ""related_is"": ""is 418"", ""title"": ""\u091f\u0902\u0917\u094d\u0938\u094d\u091f\u0928 \u092b\u093f\u0932\u093e\u092e\u0947\u0902\u091f \u0938\u093e\u092e\u093e\u0928\u094d\u092f \u0938\u0947\u0935\u093e \u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0932\u0948\u092e\u094d\u092a (100 \u0935\u093e\u091f \u0924\u0915)"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
cd01d472b536cdb6,F034,bis_gazette_notification.csv,bis_gazette_notification,2,31; 930,1,"{""id"": ""29"", ""related_is"": ""is 694"", ""title"": ""1100 \u0935\u094b\u0932\u094d\u091f \u0924\u0915 \u090f\u0935\u0902 \u0938\u092e\u094d\u092e\u093f\u0932\u093f\u0924 \u0915\u093e\u0930\u094d\u092f \u0935\u094b\u0932\u094d\u091f\u0947\u091c \u0939\u0947\u0924\u0941 \u092a\u0940\u0935\u0940\u0938\u0940 \u0907\u0928\u094d\u0938\u0941\u0932\u0947\u091f\u0947\u0921 \u0915\u0947\u092c\u0932"", ""unnamed_3"":",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
cfbf0a294f4bdba0,F034,bis_gazette_notification.csv,bis_gazette_notification,2,32; 931,1,"{""id"": ""30"", ""related_is"": ""is 8828 *"", ""title"": ""\u0935\u093f\u0926\u094d\u092f\u0941\u0924 \u0938\u0939\u093e\u092f\u0915 \u0909\u092a\u0915\u0930\u0923 \u2013 \u0918\u0930\u0947\u0932\u0942 \u090f\u0935\u0902 \u0938\u092e\u093e\u0928 \u092a\u094d\u0930\u0924\u093f\u0937\u094d\u0920\u093e\u0928\u094b\u0902 \u092e\u0947\u0902 \u0913\u0935\u0930\u0915\u0930\u0902\u091f \u0938\u0941\u0930\u0915\u09",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
40af7660be0a576c,F034,bis_gazette_notification.csv,bis_gazette_notification,2,33; 932,1,"{""id"": ""31"", ""related_is"": ""is 9968 (\u092d\u093e\u0917 1)"", ""title"": ""\u0907\u0932\u093e\u0938\u094d\u091f\u094b\u092e\u0930 \u0907\u0928\u094d\u0938\u0941\u0932\u0947\u091f\u0947\u0921 \u0915\u0947\u092c\u0932 (\u092d\u093e\u0917 1): 1100 \u0935\u094b\u0932\u094d\u091f \u0924\u0915 \u090f\u0935\u0902 \u0938\u092e\u094d\u092e\u093f\u0932\u093f\u0924 \u0915\u093e\u0930\u094d\u092f \u0935\u094b\u09",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
16bbeca78bb3c13e,F034,bis_gazette_notification.csv,bis_gazette_notification,2,34; 933,1,"{""id"": ""* \u0938\u0902\u0936\u094b\u0927\u093f\u0924 \u0939\u094b\u0915\u0930 is/iec 60898 \u0915\u0947 \u0930\u0942\u092a \u092e\u0947\u0902 \u0932\u093e\u0917\u0942"", ""related_is"": """", ""title"": """", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
277a381a712b0aac,F034,bis_gazette_notification.csv,bis_gazette_notification,2,35; 934,1,"{""id"": ""\u092c\u0948\u091f\u0930\u093f\u092f\u093e\u0901"", ""related_is"": """", ""title"": """", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
32c370e26e87769b,F034,bis_gazette_notification.csv,bis_gazette_notification,2,36; 935,1,"{""id"": ""32"", ""related_is"": ""is 8144"", ""title"": ""\u092c\u0939\u0941\u0909\u0926\u094d\u0926\u0947\u0936\u0940\u092f \u0936\u0941\u0937\u094d\u0915 \u092c\u0948\u091f\u0930\u093f\u092f\u093e\u0901"", ""unnamed_3"": ""3. \u090f\u0938.\u0913. 516(e), \u0926\u093f\u0928\u093e\u0902\u0915 25 \u092e\u0908 1987""}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
d612627b4a2dbe08,F034,bis_gazette_notification.csv,bis_gazette_notification,2,37; 936,1,"{""id"": ""\u0916\u093e\u0926\u094d\u092f \u090f\u0935\u0902 \u0938\u0902\u092c\u0902\u0927\u093f\u0924 \u0909\u0924\u094d\u092a\u093e\u0926 \u0905\u0928\u093f\u0935\u093e\u0930\u094d\u092f bis \u092a\u094d\u0930\u092e\u093e\u0923\u0928 \u0938\u0947 \u0935\u093f\u092e\u0941\u0915\u094d\u0924"", ""related_is"": """", ""title"": """", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
e055eac3ed4b4637,F034,bis_gazette_notification.csv,bis_gazette_notification,2,38; 937,1,"{""id"": """", ""related_is"": ""is 15757"", ""title"": ""\u092b\u0949\u0932\u094b-\u0905\u092a \u092b\u0949\u0930\u094d\u092e\u0942\u0932\u093e \u2013 \u0905\u0928\u0941\u092a\u0942\u0930\u0915 \u0906\u0939\u093e\u0930 \u0905\u0928\u093f\u0935\u093e\u0930\u094d\u092f bis \u092a\u094d\u0930\u092e\u093e\u0923\u0928 \u0938\u0947 \u0935\u093f\u092e\u0941\u0915\u094d\u0924"", ""unnamed_3"": ""\u0916\u093e\u0926\u094",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
f274e7ac91cae9de,F034,bis_gazette_notification.csv,bis_gazette_notification,2,39; 938,1,"{""id"": """", ""related_is"": ""is 11536"", ""title"": ""\u092a\u094d\u0930\u0938\u0902\u0938\u094d\u0915\u0943\u0924 \u0905\u0928\u093e\u091c \u0906\u0927\u093e\u0930\u093f\u0924 \u0905\u0928\u0941\u092a\u0942\u0930\u0915 \u0916\u093e\u0926\u094d\u092f \u0905\u0928\u093f\u0935\u093e\u0930\u094d\u092f bis \u092a\u094d\u0930\u092e\u093e\u0923\u0928 \u0938\u0947 \u0935\u093f\u092e\u0941\u0915\u094d\u0924"", ""u",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
17a4cd7c3c2fec05,F034,bis_gazette_notification.csv,bis_gazette_notification,2,40; 939,1,"{""id"": """", ""related_is"": ""is 1165"", ""title"": ""\u0926\u0942\u0927 \u092a\u093e\u0909\u0921\u0930 \u0905\u0928\u093f\u0935\u093e\u0930\u094d\u092f bis \u092a\u094d\u0930\u092e\u093e\u0923\u0928 \u0938\u0947 \u0935\u093f\u092e\u0941\u0915\u094d\u0924"", ""unnamed_3"": """"}",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
e8dc3aa9e3d530a1,F034,bis_gazette_notification.csv,bis_gazette_notification,2,41; 940,1,"{""id"": """", ""related_is"": ""is 1166"", ""title"": ""\u0938\u0902\u0918\u0928\u093f\u0924 \u0926\u0942\u0927, \u0906\u0902\u0936\u093f\u0915 \u0938\u094d\u0915\u093f\u092e\u094d\u0921 \u090f\u0935\u0902 \u0938\u094d\u0915\u093f\u092e\u094d\u0921 \u0938\u0902\u0918\u0928\u093f\u0924 \u0926\u0942\u0927 \u0905\u0928\u093f\u0935\u093e\u0930\u094d\u092f bis \u092a\u094d\u0930\u092e\u093e\u0923\u0928 \u0938\u0",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
847e80537b151666,F034,bis_gazette_notification.csv,bis_gazette_notification,2,42; 941,1,"{""id"": """", ""related_is"": ""is 12176"", ""title"": ""\u092e\u0940\u0920\u093e \u0905\u0932\u094d\u091f\u094d\u0930\u093e \u0939\u093e\u0908 \u091f\u0947\u092e\u094d\u092a\u0930\u0947\u091a\u0930 \u0909\u092a\u091a\u093e\u0930\u093f\u0924 \u0938\u0902\u0918\u0928\u093f\u0924 \u0926\u0942\u0927 \u0905\u0928\u093f\u0935\u093e\u0930\u094d\u092f bis \u092a\u094d\u0930\u092e\u093e\u0923\u0928 \u0938\u0947 \u0",ROW_LEVEL_EXACT_DUPLICATE_NORMALIZED,Keep the first occurrence as canonical; the other 1 are byte-equal after normalisation and carry no unique data. Record all source rows in provenance.
