file_id,original_filename,sheet_index,sheet_name,sheet_state,row_count,column_count,headers,non_empty_rows,non_empty_columns,empty_columns,null_cell_count,placeholder_null_count,unique_row_count,duplicate_row_count,merged_cells,merged_ranges,formula_cells,hyperlink_cells,hidden_rows,hidden_columns,data_types,date_columns,url_columns,is_number_columns,qco_columns,scheme_columns,laboratory_columns,multivalue_columns,content_sha256_ordered,content_sha256_rowset,structural_issue,repair_rule,notes
F011,BIS_Products_Details.xlsx,1,Products_Details,visible,40,11,product_id | product_name | alternate_names | category | subcategory | description | keywords | related_IS_numbers | related_QCOs | related_schemes | source_URL,40,11,,0,0,40,0,0,,0,0,,,product_id:string;product_name:string;alternate_names:string;category:string;subcategory:string;description:string;keywords:string;related_is_numbers:string;related_qcos:string;related_schemes:string;source_url:string,,source_URL,related_IS_numbers,related_QCOs,,,alternate_names;description;keywords,304572c7a397ac9d4eee8c4f62940a8a08bda082220b07d830f81eda97fb246a,a8425d4823ef3314f86ef4f0db2ac5fa924cce8212585424d13ea1d87bf32877,,,sheet fully analysed
F012,BIS_Products_Full_Information.xlsx,1,Products_Details,visible,40,11,product_id | product_name | alternate_names | category | subcategory | description | keywords | related_IS_numbers | related_QCOs | related_schemes | source_URL,40,11,,0,0,40,0,0,,0,0,,,product_id:string;product_name:string;alternate_names:string;category:string;subcategory:string;description:string;keywords:string;related_is_numbers:string;related_qcos:string;related_schemes:string;source_url:string,,source_URL,related_IS_numbers,related_QCOs,,,alternate_names;description;keywords;related_IS_numbers,45421859c177083c4cb759f99115c2a8320dd3e79079ed718404477c575479f1,774c8f345ac349b05f427558a9a0b31404d2097d28796abbe10f068f8026e804,,,sheet fully analysed
F013,BIS_Products_Full_Information_v2.xlsx,1,Products_Details,visible,40,11,product_id | product_name | alternate_names | category | subcategory | description | keywords | related_IS_numbers | related_QCOs | related_schemes | source_URL,40,11,,0,0,40,0,0,,0,0,,,product_id:string;product_name:string;alternate_names:string;category:string;subcategory:string;description:string;keywords:string;related_is_numbers:string;related_qcos:string;related_schemes:string;source_url:string,,source_URL,related_IS_numbers,related_QCOs,,,alternate_names;description;keywords;related_IS_numbers,70a3d88d14f78dc483dcca8c697d447081239387d36761dbd032008a1c454f6c,224732af1413e50982b921d3055cf8c519c1612c906499fa7cd193f8f9fd99db,,,sheet fully analysed
F014,BIS_QCO-schema_2.xlsx,1,BIS_QCO-schema_2,visible,40,22,qco_id | qco_name | qco_number | product | IS_numbers | notification_number | notification_date | effective_date | ministry | department | mandatory_status | schemes | scope | exclusions | amendments | extensions | deferments | corrigendas | supersession | current_status | official_document_URL | source_URL,40,22,,0,0,40,0,0,,0,0,,,qco_id:string;qco_name:string;qco_number:string;product:string;is_numbers:string;notification_number:string;notification_date:string;effective_date:string;ministry:string;department:string;mandatory_status:string;schemes:string;scope:string;exclusions:string;amendments:string;extensions:string;deferments:string;corrigendas:string;supersession:string;current_status:string;official_document_url:string;source_url:string,notification_date;effective_date,official_document_URL;source_URL,IS_numbers,qco_id;qco_name;qco_number,schemes,,qco_name;ministry;exclusions;amendments;extensions,8d8781dd4cfc156e4171c82094098aefd2da11afee21b7252d8b5d1639fd2891,43bd2f658bcb5686f4b6cc36e2327f98ba4fd19e75a141636682e9b98d62a295,,,sheet fully analysed
F015,BIS_QCO_Master_Records (1).xlsx,1,QCO_Master_Records,visible,15,22,qco_id | qco_name | qco_number | product | IS_numbers | notification_number | notification_date | effective_date | ministry | department | mandatory_status | schemes | scope | exclusions | amendments | extensions | deferments | corrigendas | supersession | current_status | official_document_URL | source_URL,15,22,,0,86,15,0,0,,0,0,,,qco_id:int;qco_name:string;qco_number:string;product:string;is_numbers:string;notification_number:string;notification_date:mixed(date|int|string);effective_date:string;ministry:string;department:string;mandatory_status:string;schemes:string;scope:string;exclusions:string;amendments:string;extensions:string;deferments:empty;corrigendas:empty;supersession:string;current_status:string;official_document_url:string;source_url:string,notification_date;effective_date,official_document_URL;source_URL,IS_numbers,qco_id;qco_name;qco_number,schemes,,qco_name;product;scope,926c58e525c5931d5dff210c671f7760a384a46b5a79e1425a5add0cd297f340,ff0381fdcc818d96084621e624da1cb354f0505bade2c64cbb9ed8b2b9cb86ea,,,sheet fully analysed
F016,BIS_QCO_Master_Records.xlsx,1,QCO_Master_Details,visible,3,22,qco_id | qco_name | qco_number | product | IS_numbers | notification_number | notification_date | effective_date | ministry | department | mandatory_status | schemes | scope | exclusions | amendments | extensions | deferments | corrigendas | supersession | current_status | official_document_URL | source_URL,3,22,,0,10,3,0,0,,0,0,,,qco_id:string;qco_name:string;qco_number:string;product:string;is_numbers:string;notification_number:string;notification_date:mixed(date|string);effective_date:mixed(date|string);ministry:string;department:string;mandatory_status:string;schemes:string;scope:string;exclusions:string;amendments:string;extensions:string;deferments:empty;corrigendas:empty;supersession:empty;current_status:string;official_document_url:string;source_url:string,notification_date;effective_date,official_document_URL;source_URL,IS_numbers,qco_id;qco_name;qco_number,schemes,,product;IS_numbers;ministry;department;scope;exclusions,1ea7541f04901a30dc812d04567843e47fd9f7c2251e9b6207f9b4a44f82543f,af2ff61b3f90f0aa266aecad7fa43f1b53034ffed963011abc4d43d236991f5f,,,sheet fully analysed
F017,BIS_QCO_Master_Records_v3.xlsx,1,QCO_Master_Records,visible,12,22,qco_id | qco_name | qco_number | product | IS_numbers | notification_number | notification_date | effective_date | ministry | department | mandatory_status | schemes | scope | exclusions | amendments | extensions | deferments | corrigendas | supersession | current_status | official_document_URL | source_URL,12,22,,0,13,12,0,0,,0,0,,,qco_id:string;qco_name:string;qco_number:string;product:string;is_numbers:string;notification_number:string;notification_date:string;effective_date:string;ministry:string;department:string;mandatory_status:string;schemes:string;scope:string;exclusions:string;amendments:string;extensions:string;deferments:empty;corrigendas:string;supersession:string;current_status:string;official_document_url:string;source_url:string,notification_date;effective_date,official_document_URL;source_URL,IS_numbers,qco_id;qco_name;qco_number,schemes,,notification_date;ministry;scope,0d167308191e0f96537a5ba6b74cdd66ec40a018928fa13f3aa31da93dcb052f,05b118bb410eea442c112cf634f534616b44976adc73a6703005aafecbb7c344,,,sheet fully analysed
F018,BIS_QCO_Master_Scheme_1.xlsx,1,BIS_QCO_Master_Scheme_1,visible,40,11,IS Number | Product | QCO / Order | Ministry | Notification Number | Mandatory / Voluntary Status | Effective / Implementation Date | Amendments & Extensions | Exemptions | Scope | Source Gazette & URL,40,11,,0,0,40,0,0,,0,0,,,is_number:string;product:string;qco_order:string;ministry:string;notification_number:string;mandatory_voluntary_status:string;effective_implementation_date:string;amendments_extensions:string;exemptions:string;scope:string;source_gazette_url:string,Effective / Implementation Date,Source Gazette & URL,IS Number,QCO / Order,,,QCO / Order;Ministry;Notification Number;Effective / Implementation Date;Scope,cb08607efbb1af189fec741e293937546e213c50a9a6d32c0d2d48b3df6f1796,77a36fb719859e409e22ab053ca33f188304c108b9dbdeda5f1e85d2214adb01,,,sheet fully analysed
F019,BIS_QCO_Summary.xlsx,1,QCO_Summary,visible,35,7,Product / Standard (IS) | QCO Name / Identifier | Notification No. & Date | Ministry / Department | Scheme / Status | Key Scope / Exclusions / Amendments | Source / Document Link,35,7,,0,0,35,0,0,,0,0,,,product_standard_is:string;qco_name_identifier:string;notification_no_date:string;ministry_department:string;scheme_status:string;key_scope_exclusions_amendments:string;source_document_link:string,Notification No. & Date,,Product / Standard (IS),QCO Name / Identifier,,,QCO Name / Identifier;Key Scope / Exclusions / Amendments,52ed2cf0206733643739b13fa70645973a1bf6d40472964cde260b6a6a6f6749,f974f3c6481541d8577e41e7f0cce3ffc411f5f8344a1dd00a9dff57a3a667af,,,sheet fully analysed
F020,BIS_Recognized_Laboratories.xlsx,1,BIS_Recognized_Labs,visible,15,14,lab_id | lab_code | lab_name | address | city | state | district | contact_person | contact_number | email | recognition_status | validity | scope_URL | source_URL,15,14,,0,0,15,0,0,,0,0,,,lab_id:string;lab_code:mixed(int|string);lab_name:string;address:string;city:string;state:string;district:string;contact_person:string;contact_number:mixed(int|string);email:string;recognition_status:string;validity:string;scope_url:string;source_url:string,validity,scope_URL;source_URL,,,,lab_id;lab_code;lab_name,lab_name;address,1eb478204140a7ef8eaebdac87e2f991195da292bcc09ff90e7623c8a383162f,b215a2d420f034a7960a0747087306fa222ba134d4d7ef624efdec2ae6fbad9f,,,sheet fully analysed
F021,BIS_Scheme_IV_FMCS.xlsx,1,BIS_FMCS_Scheme_IV,visible,40,13,IS Number | Product | Scheme ID / Code | Scheme Name | Scheme Type | Certification Type | Mandatory / Voluntary | Scope | Requirements | Related QCO | Related Product Manual | Related SIT | Source URL,40,13,,0,0,40,0,0,,0,0,,,is_number:string;product:string;scheme_id_code:string;scheme_name:string;scheme_type:string;certification_type:string;mandatory_voluntary:string;scope:string;requirements:string;related_qco:string;related_product_manual:string;related_sit:string;source_url:url,,Source URL,IS Number,Related QCO,Scheme ID / Code;Scheme Name;Scheme Type;Certification Type,,Scope;Requirements;Related QCO,f927f90b584b97d21d0c78f652e050c34eb6bf7ae77f65c3ae2f6a5a87037d0a,99454492af4ad67c50f4de84e22e8ba51a80a0135665be135e2067c217aedeab,,,sheet fully analysed
F022,BIS_Scheme_X_Industrial.xlsx,1,BIS_Scheme_X,visible,5,14,IS Number | Product | Scheme ID | Scheme Name | Scheme Code | Scheme Type | Certification Type | Mandatory / Voluntary | Scope | Requirements | Related QCO | Related Product Manual | Related SIT | Source URL,5,14,,0,0,5,0,0,,0,0,,,is_number:string;product:string;scheme_id:string;scheme_name:string;scheme_code:string;scheme_type:string;certification_type:string;mandatory_voluntary:string;scope:string;requirements:string;related_qco:string;related_product_manual:string;related_sit:string;source_url:url,,Source URL,IS Number,Related QCO,Scheme ID;Scheme Name;Scheme Code;Scheme Type;Certification Type,,IS Number;Product;Scheme Name;Certification Type;Scope;Requirements;Related QCO;Related SIT,904f433dc4e0e8248f3a05b2ecaf00dcf121526fd587c7c7d80ea115f3f46386,77dfc9da99a9b829d897705d0021d959f08dd148c234a048dfc736d8c694f7f8,,,sheet fully analysed
F023,BIS_Scheme_X_Industrial_v2.xlsx,1,BIS_Scheme_X,visible,5,14,IS Number | Product | Scheme ID | Scheme Name | Scheme Code | Scheme Type | Certification Type | Mandatory / Voluntary | Scope | Requirements | Related QCO | Related Product Manual | Related SIT | Source URL,5,14,,0,0,5,0,0,,0,0,,,is_number:string;product:string;scheme_id:string;scheme_name:string;scheme_code:string;scheme_type:string;certification_type:string;mandatory_voluntary:string;scope:string;requirements:string;related_qco:string;related_product_manual:string;related_sit:string;source_url:url,,Source URL,IS Number,Related QCO,Scheme ID;Scheme Name;Scheme Code;Scheme Type;Certification Type,,IS Number;Product;Scheme Name;Certification Type;Scope;Requirements;Related QCO;Related SIT,904f433dc4e0e8248f3a05b2ecaf00dcf121526fd587c7c7d80ea115f3f46386,77dfc9da99a9b829d897705d0021d959f08dd148c234a048dfc736d8c694f7f8,,,sheet fully analysed
F024,BIS_Schemes_Master.xlsx,1,BIS_Schemes_Master,visible,40,14,scheme_id | scheme_name | scheme_code | scheme_type | certification_type | product | IS | mandatory/voluntary | scope | requirements | related_QCO | related_Product_Manual | related_SIT | source_URL,40,14,,0,0,40,0,0,,0,0,,,scheme_id:string;scheme_name:string;scheme_code:int;scheme_type:string;certification_type:string;product:string;is:string;mandatory_voluntary:string;scope:string;requirements:string;related_qco:string;related_product_manual:string;related_sit:string;source_url:string,,source_URL,IS,related_QCO,scheme_id;scheme_name;scheme_code;scheme_type;certification_type,,scope;requirements,fd2ce3e61e4e09d8601a9aaa125bc94612e0304b727c837f69565718bd617105,b7dc51e3cdeee3394287c9d838496a318e943c065ece49e540e933572ca3d33a,,,sheet fully analysed
F025,BIS_Schemes_Master_Scheme_2.xlsx,1,BIS_Schemes_Master_Scheme_2,visible,40,14,scheme_id | scheme_name | scheme_code | scheme_type | certification_type | product | IS | mandatory/voluntary | scope | requirements | related_QCO | related_Product_Manual | related_SIT | source_URL,40,14,,0,0,40,0,0,,0,0,,,scheme_id:string;scheme_name:string;scheme_code:int;scheme_type:string;certification_type:string;product:string;is:string;mandatory_voluntary:string;scope:string;requirements:string;related_qco:string;related_product_manual:string;related_sit:string;source_url:string,,source_URL,IS,related_QCO,scheme_id;scheme_name;scheme_code;scheme_type;certification_type,,scope;requirements,b99ff1609c52694f0f14fc6fa2f3713c41ac729b2215cd9f8d4da54e7d697837,05800f26fa7d914521142cb3dab8e6a523fac070b3f6bdf636749b12e17df181,,,sheet fully analysed
F026,BIS_Standards_Amendments.xlsx,1,BIS_Standards_Amendments,visible,42,12,amendment_id | parent_entity | original_version | amendment_number | amendment_date | new_version | effective_date | superseded_document | superseding_document | status | source_URL | document_URL,42,12,,0,0,42,0,0,,0,0,,,amendment_id:string;parent_entity:string;original_version:string;amendment_number:string;amendment_date:mixed(int|string);new_version:string;effective_date:string;superseded_document:string;superseding_document:string;status:string;source_url:string;document_url:string,amendment_date;effective_date,source_URL;document_URL,parent_entity;original_version;new_version,,,,,e982d80a5a694df79f3bd549fdf185093de025d524d4c30da0a8df0ed1f83135,4f0a51520c43071b2c22f2fe4bf58530fed8641ccf88c992a5a3ec73355b11d3,,,sheet fully analysed
F027,BIS_Standards_Details_v2 (1).xlsx,1,BIS Standards,visible,40,19,standard_id | IS number | title | year | part/section | revision | version | publication date | revision date | reaffirmation/review date | current status | superseded standard | superseding standard | technical committee | subcommittee | product/category | degree of equivalence | official URL | document URL,40,19,,0,59,40,0,0,,0,0,,,standard_id:string;is_number:string;title:string;year:int;part_section:string;revision:string;version:mixed(int|string);publication_date:date;revision_date:mixed(date|string);reaffirmation_review_date:mixed(date|string);current_status:string;superseded_standard:string;superseding_standard:empty;technical_committee:string;subcommittee:string;product_category:string;degree_of_equivalence:string;official_url:string;document_url:string,year;publication date;revision date;reaffirmation/review date,official URL;document URL,standard_id;IS number;superseded standard;superseding standard,,,,technical committee,1e6ee26990b563184b236f043ca208ba3f40dc753351225ed5194fe79c3d1601,24e6134ada48752762ca342779542e13708838f3cf638afa8e99b11416770196,,,sheet fully analysed
F028,BIS_Standards_Details_v2.xlsx,1,BIS Standards,visible,40,19,standard_id | IS number | title | year | part/section | revision | version | publication date | revision date | reaffirmation/review date | current status | superseded standard | superseding standard | technical committee | subcommittee | product/category | degree of equivalence | official URL | document URL,40,19,,0,59,40,0,0,,0,0,,,standard_id:string;is_number:string;title:string;year:int;part_section:string;revision:string;version:mixed(int|string);publication_date:date;revision_date:mixed(date|string);reaffirmation_review_date:mixed(date|string);current_status:string;superseded_standard:string;superseding_standard:empty;technical_committee:string;subcommittee:string;product_category:string;degree_of_equivalence:string;official_url:string;document_url:string,year;publication date;revision date;reaffirmation/review date,official URL;document URL,standard_id;IS number;superseded standard;superseding standard,,,,technical committee,1e6ee26990b563184b236f043ca208ba3f40dc753351225ed5194fe79c3d1601,24e6134ada48752762ca342779542e13708838f3cf638afa8e99b11416770196,,,sheet fully analysed
F029,BIS_Standards_Details_v3.xlsx,1,BIS Standards,visible,40,19,standard_id | IS number | title | year | part/section | revision | version | publication date | revision date | reaffirmation/review date | current status | superseded standard | superseding standard | technical committee | subcommittee | product/category | degree of equivalence | official URL | document URL,40,19,,0,59,40,0,0,,0,0,,,standard_id:string;is_number:string;title:string;year:int;part_section:string;revision:string;version:mixed(int|string);publication_date:date;revision_date:mixed(date|string);reaffirmation_review_date:mixed(date|string);current_status:string;superseded_standard:string;superseding_standard:empty;technical_committee:string;subcommittee:string;product_category:string;degree_of_equivalence:string;official_url:string;document_url:string,year;publication date;revision date;reaffirmation/review date,official URL;document URL,standard_id;IS number;superseded standard;superseding standard,,,,technical committee,6f1ef769524dc0883a1b13b2a85160de45bcd2d280fcc6c372314130ef94c3bc,77162aa7edc90ba407fb047c4dbae7dc6e4bd3235ade7040e3a70aa3543b71df,,,sheet fully analysed
F030,BIS_Standards_Intelligence_Master.xlsx,1,BIS_Standards_Intelligence,visible,45,23,IS_number | product | scheme | eligibility | application_procedure | required_documents | factory_requirements | infrastructure_requirements | process_controls | quality_control | testing | inspection | laboratory_testing | conformity_assessment | licence_or_CoC_grant | surveillance | renewal | scope_extension | retesting | fees | forms | timelines | source_URL,45,23,,0,0,45,0,0,,0,0,,,is_number:string;product:string;scheme:string;eligibility:string;application_procedure:string;required_documents:string;factory_requirements:string;infrastructure_requirements:string;process_controls:string;quality_control:string;testing:string;inspection:string;laboratory_testing:string;conformity_assessment:string;licence_or_coc_grant:string;surveillance:string;renewal:string;scope_extension:string;retesting:string;fees:string;forms:string;timelines:string;source_url:url,,source_URL,IS_number,,scheme,laboratory_testing,required_documents;factory_requirements;infrastructure_requirements;process_controls;testing;inspection;surveillance;forms;timelines,b8f4677c2ad2341e511b7e3df8c271463fa8109fc31c39156194079184745fdf,8ead8439174205a9c08fb06d3e13c173992b4047dbc7330347d02519e7d49222,,,sheet fully analysed
F031,BIS_Standards_Scheme_Mapping.xlsx,1,BIS_Standards_Scheme_Mapping,visible,36,23,IS Number | group | certification_scheme_to_store | eligibility | application_procedure | required_documents | factory_requirements | infrastructure_requirements | process_controls | quality_control | testing | inspection | laboratory_testing | conformity_assessment | licence_or_CoC_grant | surveillance | renewal | scope_extension | retesting | fees | forms | timeliness | source_URL,36,23,,0,0,36,0,0,,0,0,,,is_number:string;group:string;certification_scheme_to_store:string;eligibility:string;application_procedure:string;required_documents:string;factory_requirements:string;infrastructure_requirements:string;process_controls:string;quality_control:string;testing:string;inspection:string;laboratory_testing:string;conformity_assessment:string;licence_or_coc_grant:string;surveillance:string;renewal:string;scope_extension:string;retesting:string;fees:string;forms:string;timeliness:string;source_url:url,,source_URL,IS Number,,certification_scheme_to_store,laboratory_testing,eligibility;application_procedure;required_documents;factory_requirements;infrastructure_requirements;process_controls;quality_control;testing;inspection;laboratory_testing;licence_or_CoC_grant;surveillance;renewal;scope_extension;retesting;fees;forms;timeliness,ac0e6c9bd768e46bfdb281376ed979d353d5d1b9ad1149ff67c8c814277906aa,de3cf07a9912bde0f2d594c051c939b2e942de7f4b2f20bdda17d525e6668d98,,,sheet fully analysed
F032,BIS_Testing_Parameters_Master.xlsx,1,BIS_Testing_Parameters,visible,45,18,IS_number | product | test_name | test_parameter | test_method | test_method_standard | clause | sample_size | sampling_frequency | test_frequency | acceptance_criteria | required_equipment | laboratory_requirement | rejection_handling | remarks | source_document | source_page | source_URL,45,18,,23,0,45,0,0,,0,0,,,is_number:string;product:string;test_name:string;test_parameter:string;test_method:string;test_method_standard:string;clause:string;sample_size:string;sampling_frequency:string;test_frequency:string;acceptance_criteria:string;required_equipment:string;laboratory_requirement:string;rejection_handling:string;remarks:string;source_document:string;source_page:string;source_url:string,,source_URL,IS_number,,,laboratory_requirement,test_name,d9ea5048963739d7f6ffcae193d9279f9990bfb5f3287e6f8bf8b7be639f4046,323d2bd3e65308409a00a6f98475b6f25c21c8b48faf8859a24a55788d9fe9c9,,,sheet fully analysed
