conflict_id,pair_id,record_key_column,record_key_value,conflicting_column,file_a,sheet_a,source_row_a,value_a,file_b,sheet_b,source_row_b,value_b,value_similarity,value_relationship,conflict_type,resolution_status,phase4_action
CF-00010,DC-0025,is_number,is 17636:2022,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,7,bunk beds - specification,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,7,bunk beds,0.6667,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00011,DC-0025,is_number,is 17636:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,7,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17636,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,7,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00012,DC-0025,is_number,is 2347:2023,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,8,domestic pressure cooker - specification,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,8,domestic pressure cooker,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00013,DC-0025,is_number,is 2347:2023,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,8,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2347,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,8,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00014,DC-0025,is_number,is 12330:1998*,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,9,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=12330,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,9,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00015,DC-0025,is_number,is 12600:1989,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,10,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=12600,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,10,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00016,DC-0025,is_number,is 1489 (part 1):2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,11,portland pozzolana cement - fly ash based,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,11,portland pozzolana cement — fly ash based,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00017,DC-0025,is_number,is 1489 (part 1):2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,11,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=1489,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,11,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00018,DC-0025,is_number,is 1489 (part 2):2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,12,portland pozzolana cement - calcined clay based,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,12,portland pozzolana cement — calcined clay based,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00019,DC-0025,is_number,is 1489 (part 2):2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,12,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=1489,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,12,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00020,DC-0025,is_number,is 269:2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,13,ordinary portland cement - specification,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,13,ordinary portland cement,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00021,DC-0025,is_number,is 269:2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,13,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=269,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,13,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00022,DC-0025,is_number,is 455:2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,14,portland slag cement - specification,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,portland slag cement,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00023,DC-0025,is_number,is 455:2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,14,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=455,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00024,DC-0025,is_number,is 8041:1990,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,15,rapid hardening portland cement - specification,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,15,rapid hardening portland cement,0.8,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00025,DC-0025,is_number,is 8041:1990,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,15,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=8041,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,15,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00026,DC-0025,is_number,is 8042:2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,16,white portland cement - specification,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,16,white portland cement,0.75,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00027,DC-0025,is_number,is 8042:2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,16,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=8042,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,16,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00028,DC-0025,is_number,is 8043:1991,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,17,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=8043,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,17,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00029,DC-0025,is_number,is 16415:2015,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,18,composite cement - specification,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,18,composite cement,0.6667,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00030,DC-0025,is_number,is 16415:2015,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,18,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=16415,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,18,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00031,DC-0025,is_number,is 9873 (part 1):2012*,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,19,safety of toys - mechanical and physical properties,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,19,safety of toys — part 1,0.2857,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00032,DC-0025,is_number,is 9873 (part 1):2012*,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,19,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9873,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,19,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00033,DC-0025,is_number,is 9873 (part 2):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,20,safety of toys - flammability,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,20,safety of toys — flammability,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00034,DC-0025,is_number,is 9873 (part 2):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,20,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9873,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,20,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00035,DC-0025,is_number,is 9873 (part 3):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,21,safety of toys - migration of certain elements,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,21,safety of toys — migration of certain elements,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00036,DC-0025,is_number,is 9873 (part 3):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,21,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9873,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,21,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00037,DC-0025,is_number,is 9873 (part 4):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,22,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9873,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,22,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00038,DC-0025,is_number,is 15644:2006,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,23,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=15644,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,23,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00039,DC-0025,is_number,is 2835:1987,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,24,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2835,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,24,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00040,DC-0025,is_number,is 2553 (part 1):2018,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,25,"safety glass - architectural, building and general uses",BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,25,"safety glass — architectural, building and general uses",0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00041,DC-0025,is_number,is 2553 (part 1):2018,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,25,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2553,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,25,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00042,DC-0025,is_number,is 2553 (part 2):2019,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,26,safety glass - road transport,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,26,safety glass for road transport,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00043,DC-0025,is_number,is 2553 (part 2):2019,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,26,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2553,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,26,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00044,DC-0025,is_number,is 9573 (part 1):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,27,rubber hose for lpg - industrial application,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,27,rubber hose for lpg — industrial application,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00045,DC-0025,is_number,is 9573 (part 1):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,27,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9573,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,27,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00046,DC-0025,is_number,is 9573 (part 2):2017,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,28,rubber hose for lpg - domestic and commercial application,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,28,rubber hose for lpg — domestic/commercial application,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00047,DC-0025,is_number,is 9573 (part 2):2017,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,28,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=9573,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,28,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00048,DC-0025,is_number,is 15392:2003,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,29,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=15392,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,29,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00049,DC-0025,is_number,is 17875:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,30,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17875,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,30,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00050,DC-0025,is_number,is 17876:2022,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,31,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=17876,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,31,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00051,DC-0025,is_number,is 2083:2024,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,32,flashlight - specification,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,32,flashlight,0.5,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00052,DC-0025,is_number,is 2083:2024,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,32,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=2083,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,32,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00053,DC-0025,is_number,is 302 (part 1):2024,product,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,33,safety of household and similar electrical appliances - general requirements,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,33,safety of household and similar electrical appliances — general requirements,0.99,LIKELY_DUPLICATE,VALUE_FORMAT_VARIANT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
CF-00054,DC-0025,is_number,is 302 (part 1):2024,source_url,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,33,https://lims.bis.gov.in/home/search_is_number/?is_number__doc_no=302,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,33,bis product manuals,0.0769,DIFFERENT_ENTITY,VALUE_DISAGREEMENT,UNRESOLVED_PRESERVE_BOTH,Do NOT overwrite. Keep both values with provenance; set status=REQUIRES_REVIEW on the merged record unless a documented precedence rule is agreed in Phase 3.
